序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,301013,利和兴,7.336956024169922,15.8,17.66,830512464,2624257376.2000003,3693140284.8,30.14586067199707,0.0,092503,1,0/0,15.149456024169922,专用设备,2023-06-12
2,000719,中原传媒,1.8957346677780151,15.05,16.25,781331360,10040570522.15,15399216347.2,7.518942832946777,-0.06640106439590454,093136,1,0/0,9.207853317260742,文化传媒,2023-06-12
3,002638,勤上股份,-1.8134715557098389,3.79,4.25,1189387504,4191078701.85,5482217232.4800005,26.85175323486328,0.0,093206,1,6/3,13.730570793151855,光学光电,2023-06-12
4,300271,华宇软件,12.670564651489258,11.56,12.31,1250974560,9269129414.24,9531925437.44,13.327510833740234,0.0,095512,1,0/0,13.060428619384766,互联网服,2023-06-12
5,002387,维信诺,7.475317478179932,7.62,7.8,444593712,10449922016.04,10526927465.28,4.214550971984863,0.1314060389995575,095551,1,0/0,8.0394926071167,光学光电,2023-06-12
6,002913,奥士康,9.152542114257812,45.08,45.43,978761040,11987734412.92,14306611880.96,8.287772178649902,-0.04434590041637421,101106,3,0/0,7.094430923461914,电子元件,2023-06-12
7,603336,宏辉果蔬,5.714285850524902,7.03,7.32,253597248,3084276722.58,3084276736.6400003,8.189427375793457,0.0,101200,1,0/0,10.676692008972168,农牧饲渔,2023-06-12
8,603728,鸣志电器,9.435483932495117,54.28,54.56,584736736,22669933440.0,22801020074.24,2.6336634159088135,-0.38539180159568787,104803,11,0/0,11.310483932495117,电机,2023-06-12
9,000701,厦门信达,7.230769157409668,6.97,7.15,384047456,2865257794.04,3938108436.48,13.444427490234375,0.0,111342,2,0/0,11.230769157409668,商业百货,2023-06-12
10,002607,中公教育,7.453416347503662,5.19,5.31,2687088432,24284912982.15,32008803010.56,11.093563079833984,0.0,112027,2,0/0,10.144927024841309,教育,2023-06-12
11,605228,神通科技,7.067137718200684,9.09,9.34,94302696,894250429.65,3862159200.0,10.573750495910645,0.11013215780258179,130323,1,0/0,10.600707054138184,汽车零部,2023-06-12
12,603517,绝味食品,8.820317268371582,39.85,40.28,607016800,24253933195.75,25154862354.4,2.5511083602905273,0.12562814354896545,131904,2,0/0,10.32222843170166,食品饮料,2023-06-12
13,603809,豪能股份,7.5409836769104,9.84,10.07,138381734,3835450688.16,3874536683.52,3.6497018337249756,0.20366600155830383,132035,1,0/0,10.491803169250488,汽车零部,2023-06-12
14,600738,丽尚国潮,6.990291118621826,5.51,5.67,177377301,4191270739.96,4194957128.3199997,4.251791477203369,0.3642987310886383,132801,1,0/0,9.514562606811523,商业百货,2023-06-12
15,601689,拓普集团,6.9084086418151855,68.4,70.38,1251617104,75380094691.20001,75380095238.40001,1.6740751266479492,-0.10223454982042313,133551,2,0/0,11.534854888916016,汽车零部,2023-06-12
16,603629,利通电子,5.652704238891602,25.98,27.05,1557246352,6619704000.0,6619704000.0,24.134199142456055,-1.3667426109313965,134003,1,8/4,13.501423835754395,消费电子,2023-06-12
17,605289,罗曼股份,9.969788551330566,36.4,36.41,507421152,1842204000.0,3943485000.0,28.512632369995117,0.0,134335,5,2/1,8.00604248046875,装修装饰,2023-06-12
