序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,600119,长江投资,4.886363983154297,9.23,9.68,880893776,2837302000.0,3371445496.6400003,30.10456085205078,-0.10822510719299316,092500,7,3/2,7.386363506317139,物流行业,2023-11-14
2,000503,国新健康,6.215578079223633,13.5,13.98,1681880896,12133529082.0,12200798664.0,13.712447166442871,0.07412898540496826,093724,2,2/1,6.136899948120117,软件开发,2023-11-14
3,000519,中兵红箭,8.384880065917969,15.77,16.01,1596883568,21960655146.14,21960655051.52,7.2928853034973145,-0.06337135285139084,093757,1,0/0,9.003437042236328,专用设备,2023-11-14
4,300531,优博讯,13.616490364074707,18.19,19.21,1162500064,5737967069.22,5970433268.320001,20.453807830810547,0.0,100403,1,0/0,20.79949951171875,计算机设,2023-11-14
5,000801,四川九洲,7.505773544311523,9.31,9.53,904497840,9522329874.26,9522329818.4,9.578585624694824,0.3232758641242981,102645,1,0/0,11.200923919677734,家电行业,2023-11-14
6,601995,中金公司,8.16118335723877,42.41,43.13,4446100992,39425238527.21,204723962245.12,11.311925888061523,-0.02357378602027893,103806,5,0/0,10.915582656860352,证券,2023-11-14
7,603629,利通电子,6.182795524597168,39.5,40.92,1626715712,10064600000.0,10064600000.0,16.32874298095703,0.508905827999115,130232,1,0/0,13.118278503417969,消费电子,2023-11-14
8,000925,众合科技,5.133689880371094,9.83,10.29,1041941248,5392182280.61,5468704869.12,19.250953674316406,-0.7070707082748413,133800,1,0/0,8.021390914916992,交运设备,2023-11-14
9,002819,东方中科,6.259427070617676,28.18,29.17,323421920,6600990312.18,8457256706.24,4.9096198081970215,-0.035473573952913284,140630,1,0/0,9.690799713134766,仪器仪表,2023-11-14
10,688327,云从科技-UW,18.912796020507812,21.0,21.19,3596124096,15776024649.0,21775714464.0,24.402828216552734,0.0,142316,1,0/0,17.497167587280273,软件开发,2023-11-14
