序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,002862,实丰文化,-4.8202290534973145,24.09,27.84,1260659520,2172365929.47,2890800000.0,52.235538482666016,0.0,093012,4,8/5,17.10786247253418,家用轻工,2023-12-20
2,001210,金房能源,6.287725925445557,21.13,21.87,217080912,1023334690.0799999,2301008231.96,20.967525482177734,0.0947418287396431,093045,3,0/0,10.362173080444336,公用事业,2023-12-20
3,000570,苏常柴Ａ,5.636070728302002,6.56,6.83,575294096,3272615578.56,4629342878.719999,17.203523635864258,-0.3039513826370239,093254,2,0/0,10.789050102233887,汽车零部,2023-12-20
4,000985,大庆华科,5.587893009185791,18.14,18.9,272834208,2351660530.0,2351660530.0,11.448127746582031,0.0,093545,1,0/0,11.757858276367188,化学制品,2023-12-20
5,603967,中创物流,4.515050411224365,12.5,13.16,768111776,4333333875.0,4333333800.0,17.463266372680664,0.08006405085325241,093929,5,3/2,13.210701942443848,物流行业,2023-12-20
6,002861,瀛通通讯,3.56679630279541,15.97,16.96,593091776,1907143947.7,2484156049.64,30.52300453186035,-0.0625782236456871,094706,2,0/0,9.987030029296875,消费电子,2023-12-20
7,600805,悦达投资,5.5674519538879395,4.93,5.14,259267157,4191857564.24,4194909865.2799997,6.111800670623779,0.0,094809,2,0/0,10.706637382507324,综合行业,2023-12-20
8,002635,安洁科技,7.446808338165283,15.15,15.51,784673264,6124931248.650001,10187421883.2,12.773258209228516,-0.13183915615081787,100515,1,0/0,7.588652610778809,消费电子,2023-12-20
9,300556,丝路视觉,7.392197132110596,31.38,35.06,1217829504,3209349019.7999997,3806842702.62,36.88296127319336,0.0,101257,1,0/0,19.37029266357422,软件开发,2023-12-20
10,603960,克来机电,5.3947367668151855,16.02,16.72,517397760,4190827194.0,4216199670.0,12.128118515014648,0.0,101655,2,0/0,8.88157844543457,专用设备,2023-12-20
11,600168,武汉控股,6.031745910644531,6.68,6.93,312194448,4739925542.559999,4739925569.28,6.600093364715576,0.0,102613,2,0/0,10.79365062713623,公用事业,2023-12-20
12,603280,南方路机,3.89072847366333,25.1,26.58,224554063,701335841.7,2721007341.7000003,31.50923728942871,0.19960080087184906,102644,1,0/0,10.596026420593262,专用设备,2023-12-20
13,002937,兴瑞科技,7.917888641357422,25.76,26.26,308533152,7484934358.72,7670560558.080001,4.159571170806885,0.0,130548,1,0/0,8.67197322845459,消费电子,2023-12-20
14,603716,塞力医疗,6.076854705810547,11.87,12.31,326654464,2389708105.1499996,2398938620.73,13.631677627563477,-0.08417508006095886,131452,1,0/0,10.187667846679688,医药商业,2023-12-20
