序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,600449,宁夏建材,5.1684088706970215,18.11,18.94,1966618848,8659858670.619999,8659858634.4,21.942480087280273,-0.11031439155340195,092501,7,2/1,5.458768844604492,水泥建材,2023-03-20
2,600797,浙大网新,1.203208565711975,7.57,8.23,979747088,7778380162.14,7778380177.280001,12.136258125305176,-0.13192611932754517,093001,1,0/0,9.759358406066895,互联网服,2023-03-20
3,002858,力盛体育,8.444443702697754,17.08,17.33,617646608,2392329637.04,2731533313.04,26.064044952392578,-0.35005834698677063,093003,3,0/0,7.873015880584717,文化传媒,2023-03-20
4,601138,工业富联,9.492273330688477,14.88,14.95,4830178816,294556983679.2,295510743244.8,1.6405671834945679,0.26954177021980286,093041,10,2/1,4.635761737823486,消费电子,2023-03-20
5,600853,龙建股份,4.145936965942383,6.28,6.63,1639682560,6310781708.88,6373587976.320001,25.421524047851562,0.0,093813,2,2/1,7.960198879241943,工程建设,2023-03-20
6,600977,中国电影,6.593407154083252,13.58,14.01,1315247200,25353860000.0,25353860000.0,5.0870442390441895,0.0736919716000557,093917,4,0/0,8.163265228271484,文化传媒,2023-03-20
7,300251,光线传媒,18.03713607788086,8.9,9.05,1995926672,24806287850.600002,26109115044.8,8.09749698638916,0.0,094036,1,0/0,7.5596818923950195,文化传媒,2023-03-20
8,605168,三人行,8.118697166442871,149.02,151.61,741732496,6634301105.700001,15111714206.78,11.161726951599121,0.0,094132,18,0/0,9.874483108520508,文化传媒,2023-03-20
9,601868,中国能建,3.9840638637542725,2.61,2.76,4445510400,37120727513.43,108813937121.28,11.742775917053223,0.0,095126,1,0/0,10.358566284179688,工程建设,2023-03-20
10,603408,建霖家居,7.111882209777832,12.35,12.68,133160785,1432830117.55,5547373000.0,9.206581115722656,-0.40322577953338623,095132,1,0/0,9.887250900268555,装修装饰,2023-03-20
11,603083,剑桥科技,9.12531566619873,25.95,26.16,1312601264,6597571621.95,6797899393.95,20.201723098754883,0.15438054502010345,100719,6,0/0,10.513035774230957,通信设备,2023-03-20
12,000922,佳电股份,8.611111640930176,11.73,11.88,439208848,6863440040.190001,6997414763.04,6.442448616027832,-0.08517887443304062,101333,2,0/0,10.462963104248047,电机,2023-03-20
13,002558,巨人网络,9.149723052978516,11.81,11.9,1087338304,23678306064.48,23678306064.48,4.60330057144165,-0.3375527560710907,101648,1,0/0,6.19223690032959,游戏,2023-03-20
14,600640,国脉文化,8.153477668762207,13.53,13.76,638596368,10765766068.199999,10765766014.08,5.952211380004883,0.0,105101,7,0/0,9.272582054138184,文化传媒,2023-03-20
15,300113,顺网科技,15.390279769897461,15.67,16.3,1738255184,6984424126.24,10879481176.16,24.860986709594727,0.0,110121,1,0/0,12.51840877532959,游戏,2023-03-20
16,002463,沪电股份,9.425436019897461,16.95,17.04,1854186080,32131448356.5,32148366117.6,5.822352409362793,-0.35273367166519165,132215,1,0/0,10.522917747497559,电子元件,2023-03-20
17,603186,华正新材,8.146246910095215,33.72,34.3,354974528,4784629464.72,4788632703.12,7.586804389953613,0.059347182512283325,134034,1,0/0,10.904426574707031,电子元件,2023-03-20
