序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,600679,上海凤凰,4.798464298248291,10.92,11.46,575914304,3269822883.6,5627013275.5199995,17.12991714477539,-0.09149130433797836,092500,1,3/2,5.758157253265381,交运设备,2023-11-09
2,600470,六国化工,3.1523640155792236,5.89,6.28,462809520,3072224000.0,3072224000.0,14.655630111694336,-0.16949152946472168,092503,1,2/1,7.00525426864624,化肥行业,2023-11-09
3,603586,金麒麟,0.8771929740905762,16.1,17.56,329633040,3156449758.0000005,3156449758.0000005,10.090096473693848,0.06215040385723114,093036,1,0/0,11.403508186340332,汽车零部,2023-11-09
4,002286,保龄宝,2.3427865505218506,8.3,8.92,269025568,3069068631.5000005,3077395780.8,8.448609352111816,-0.12033694982528687,093048,1,0/0,8.261405944824219,食品饮料,2023-11-09
5,002931,锋龙股份,-10.0,18.54,22.66,787728560,3350064108.7799997,3692986233.8399997,22.084014892578125,0.0,093109,1,8/5,20.0,通用设备,2023-11-09
6,000520,凤凰航运,0.5917159914970398,3.4,3.72,574601664,3441083747.0,3441083750.4,15.918042182922363,-0.29325512051582336,093218,1,2/1,9.467455863952637,航运港口,2023-11-09
7,002599,盛通股份,2.0547945499420166,7.45,8.03,556486752,2996131604.2000003,4005021064.0,18.152196884155273,0.0,093224,1,0/0,10.0,包装材料,2023-11-09
8,603615,茶花股份,7.621671199798584,11.72,11.98,169615920,2834130400.0,2834130400.0,6.04858922958374,-0.08525149524211884,093912,1,0/0,10.4683198928833,塑料制品,2023-11-09
9,601858,中国科传,4.679440021514893,28.41,29.85,1315102208,22458105000.0,22458105000.0,5.74046516418457,0.0,094126,1,0/0,9.83787727355957,文化传媒,2023-11-09
10,002975,博杰股份,2.441176414489746,34.83,37.4,221806898,2488091603.49,4845691636.74,8.594803810119629,0.057454757392406464,094312,2,0/0,10.5,专用设备,2023-11-09
11,603729,龙韵股份,-9.992706298828125,24.68,30.16,1154052944,2303581840.0,2303581840.0,43.33580780029297,-0.04050222784280777,094314,3,6/5,19.98541259765625,文化传媒,2023-11-09
12,002305,南国置业,5.99078369140625,2.3,2.39,446120848,3988437534.7999997,3988696284.7999997,11.062980651855469,0.43668124079704285,095309,4,0/0,9.21658992767334,房地产开,2023-11-09
13,600716,凤凰股份,-0.2358490526676178,4.23,4.66,785766624,3959536295.7000003,3959536304.1600003,18.664541244506836,-0.2358490526676178,095439,2,2/1,10.377358436584473,房地产开,2023-11-09
14,603215,比依股份,2.0340847969055176,18.56,20.01,508555696,1307814624.0,3501494317.4399996,38.14847946166992,0.3243243396282196,095821,1,2/1,10.775151252746582,家电行业,2023-11-09
15,603286,日盈电子,1.6470588445663452,21.6,23.38,331416544,1902441600.0000002,2468964909.6000004,16.92742347717285,0.0,095824,2,0/0,11.764705657958984,汽车零部,2023-11-09
16,603037,凯众股份,-9.372579574584961,23.4,28.4,999592192,3178017858.6,3188080326.6,28.353227615356445,-1.0989011526107788,095938,1,11/6,19.945777893066406,汽车零部,2023-11-09
17,603929,亚翔集成,5.214152812957764,28.25,29.54,1191167024,6027420000.0,6027420000.0,19.630460739135742,-0.4580690562725067,101110,2,10/6,13.147113800048828,装修装饰,2023-11-09
18,002943,宇晶股份,9.193245887756348,29.1,29.32,366628480,2695357381.5,4565014776.0,13.761817932128906,-0.03435245528817177,102057,3,0/0,10.281425476074219,通用设备,2023-11-09
19,002338,奥普光电,2.263157844543457,38.86,41.8,1413388208,9326166840.0,9326400000.0,14.569493293762207,0.20629191398620605,102230,1,0/0,10.0,仪器仪表,2023-11-09
20,600742,一汽富维,7.545165061950684,10.12,10.35,1155322448,6918009796.719999,7519745826.559999,16.799570083618164,-0.19723865389823914,102550,6,0/0,13.071200370788574,汽车零部,2023-11-09
21,000096,广聚能源,5.090137958526611,9.91,10.37,195032951,5062503680.0,5232480000.0,3.8912947177886963,0.30364373326301575,110909,1,0/0,11.770943641662598,石油行业,2023-11-09
22,603220,中贝通信,2.0574162006378174,42.66,45.98,3399987440,14240843064.539999,14349483452.159998,23.272727966308594,0.0,130010,1,0/0,10.980860710144043,通信服务,2023-11-09
23,002752,昇兴股份,5.482041358947754,5.58,5.82,230463908,5442501155.4,5451205029.12,4.229074954986572,0.1795332133769989,131527,1,0/0,11.153119087219238,包装材料,2023-11-09
24,300311,任子行,15.841584205627441,7.02,7.27,871801088,3772611832.8599997,4728883610.88,23.48080062866211,0.0,132806,1,0/0,21.452144622802734,软件开发,2023-11-09
