序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,000686,东北证券,3.8509316444396973,8.36,8.86,794565840,19566186369.399998,19566186344.32,3.945091724395752,0.0,092500,1,0/0,6.583850860595703,证券,2023-08-28
2,000750,国海证券,2.8645834922790527,3.95,4.22,1184198432,21505875780.3,21505875993.600002,5.280521392822266,-0.2525252401828766,092500,1,0/0,7.03125,证券,2023-08-28
3,000783,长江证券,3.3546323776245117,6.47,6.89,1033378720,35778825736.7,35778825879.04,2.7719485759735107,0.15479876101016998,092500,2,0/0,7.188498020172119,证券,2023-08-28
4,000828,东莞控股,3.7696335315704346,9.91,10.51,489663472,10301600012.22,10301613390.72,4.57335901260376,0.10101010650396347,092500,2,0/0,7.015706539154053,铁路公路,2023-08-28
5,000850,华茂股份,7.161125659942627,4.19,4.3,251009704,3952753451.28,3953956383.5200005,6.266575336456299,-0.2380952537059784,092500,1,0/0,5.115089416503906,纺织服装,2023-08-28
6,000987,越秀资本,4.178674697875977,7.23,7.63,523346896,36265399765.200005,36273868293.12,1.3954532146453857,0.27739250659942627,092500,1,0/0,6.19596529006958,多元金融,2023-08-28
7,002177,御银股份,0.20533882081508636,4.88,5.36,769649872,3714613514.72,3714613524.48,19.694955825805664,0.0,092500,1,0/0,10.061601638793945,计算机设,2023-08-28
8,002500,山西证券,0.3105590045452118,6.46,7.08,1566627888,23189924193.62,23189924225.92,6.426726818084717,0.1550387591123581,092500,1,0/0,10.093167304992676,证券,2023-08-28
9,002670,国盛金控,0.35149386525154114,11.42,12.52,2495601904,18538664240.28,22098666771.52,12.569726943969727,-0.349040150642395,092500,3,0/0,9.666080474853516,证券,2023-08-28
10,002736,国信证券,2.092050313949585,9.76,10.52,909717728,89195096036.31999,93817310085.12,0.981927216053009,0.0,092500,1,0/0,8.57740592956543,证券,2023-08-28
11,002802,洪汇新材,-6.676782608032227,12.3,14.5,282162256,2227077015.6,2242314477.0,11.824645042419434,-0.48543688654899597,092500,1,3/2,16.919574737548828,化学制品,2023-08-28
12,002926,华西证券,1.9209040403366089,9.02,9.74,1102365472,23677500000.0,23677500000.0,4.430938720703125,-0.33149170875549316,092500,1,0/0,8.13559341430664,证券,2023-08-28
13,002945,华林证券,1.4119091033935547,16.52,17.92,1538481104,44604000000.0,44604000000.0,3.2878758907318115,-0.06049606576561928,092500,1,0/0,8.77839183807373,证券,2023-08-28
14,300169,天晟新材,19.514768600463867,11.33,11.38,1726359552,3418666410.06,3693402526.88,50.543243408203125,0.0,092500,18,0/0,4.219409465789795,化学制品,2023-08-28
15,600095,湘财股份,4.682274341583252,9.39,9.87,1917932720,26847422359.29,26847422406.24,6.930647850036621,-0.10638297349214554,092500,1,0/0,7.3578596115112305,证券,2023-08-28
16,600683,京投发展,7.392995834350586,8.28,8.48,830549392,6133638503.16,6133638528.0,13.392192840576172,-1.4285714626312256,092500,6,2/1,6.225680828094482,房地产开,2023-08-28
17,601059,信达证券,2.243436574935913,21.42,23.05,3274386960,6946506000.000001,69465060000.0,44.984825134277344,0.0,092500,1,0/0,8.114558219909668,证券,2023-08-28
18,601788,光大证券,1.7898383140563965,17.63,19.05,2994722512,68875100531.56999,81288185105.92,4.171381950378418,0.05675369128584862,092501,1,0/0,9.122401237487793,证券,2023-08-28
19,600030,中信证券,1.5364917516708374,23.79,25.77,12580601088,270413396777.55,352580808752.64,4.448398590087891,0.0,092502,1,0/0,9.005548477172852,证券,2023-08-28
20,600369,西南证券,2.2988505363464355,4.45,4.79,1137907712,28102235601.8,29570736153.600002,3.877700090408325,-0.22421525418758392,092502,1,0/0,8.275861740112305,证券,2023-08-28
21,600621,华鑫股份,9.970674514770508,15.0,15.0,1874697216,15913489380.0,15913489440.0,11.84637451171875,0.0,092502,4,0/0,3.22580623626709,证券,2023-08-28
22,600864,哈投股份,4.830917835235596,6.51,6.83,1284762912,13544514085.199999,13544514137.279999,9.157269477844238,-0.4587155878543854,092502,7,0/0,5.7971014976501465,证券,2023-08-28
23,601066,中信建投,3.377329111099243,26.63,28.34,1541336912,101496570539.34,206560782097.91998,1.4804999828338623,-0.11252813041210175,092502,1,0/0,7.725155353546143,证券,2023-08-28
24,601099,太平洋,5.687203407287598,4.46,4.64,8558353664,30400771010.2,30400771215.36,27.356647491455078,-0.22371365129947662,092502,7,0/0,5.687203407287598,证券,2023-08-28
25,601375,中原证券,3.5799522399902344,4.34,4.61,1254605968,14962235498.0,20150119198.72,8.07162094116211,-0.2298850566148758,092502,1,0/0,6.682577610015869,证券,2023-08-28
26,601696,中银证券,3.6842103004455566,11.82,12.54,2063663184,32835960000.0,32835960000.0,6.085712909698486,0.08467400074005127,092502,1,0/0,6.6666669845581055,证券,2023-08-28
27,603383,顶点软件,3.5420098304748535,62.85,66.77,600464352,10613386230.6,10761005168.1,5.440889358520508,-0.1747141033411026,092502,1,0/0,6.655683517456055,软件开发,2023-08-28
28,688318,财富趋势,10.449328422546387,157.81,171.46,2374465280,20621537692.0,20621537692.0,10.837158203125,0.0,092502,4,0/0,10.400336265563965,软件开发,2023-08-28
29,300561,汇金科技,6.302793979644775,16.36,18.47,1256414944,2964249962.2799997,5367846356.48,39.00681686401367,0.0,092503,2,0/0,14.035087585449219,软件开发,2023-08-28
30,300803,指南针,0.4803732931613922,73.21,87.43,6535704832,29557959873.1,29907664862.079998,19.592565536499023,0.0,092503,1,0/0,19.585506439208984,软件开发,2023-08-28
31,300941,创识科技,-9.612902641296387,28.02,37.2,1695926544,2387451105.0,5737095000.0,60.33929443359375,0.0,092503,1,0/0,30.580646514892578,互联网服,2023-08-28
32,600155,华创云信,3.6437246799468994,7.68,8.15,1229295616,17367733570.559998,17367733616.64,6.866880416870117,-0.25974026322364807,092503,1,0/0,7.017543792724609,证券,2023-08-28
33,600570,恒生电子,3.8348946571350098,35.47,37.58,1874494688,67393228497.74,67393228710.56,2.683694362640381,-0.11264432966709137,092503,1,0/0,6.440280914306641,软件开发,2023-08-28
34,601136,首创证券,3.7198259830474854,26.21,27.8,3504187488,7164078898.0,71640679107.68001,46.942047119140625,0.0,092503,4,0/0,8.349822044372559,证券,2023-08-28
35,601162,天风证券,7.0821533203125,3.78,3.88,4432395264,32756563213.92,32756563123.199997,13.269083023071289,0.0,092503,9,0/0,3.3994336128234863,证券,2023-08-28
36,601236,红塔证券,2.6993865966796875,8.37,8.97,1109993248,39479513400.53999,39479513149.439995,2.716733694076538,-0.11933174729347229,092503,1,0/0,7.975460052490234,证券,2023-08-28
37,601456,国联证券,3.107861042022705,11.28,12.03,1642050176,26949422135.039997,31942401335.039997,5.880447864532471,0.17761990427970886,092503,1,0/0,7.495429515838623,证券,2023-08-28
38,601519,大智慧,3.8507823944091797,8.63,9.14,2042662048,17293360128.0,17427618764.0,11.35105037689209,0.0,092503,4,0/0,7.220216751098633,软件开发,2023-08-28
39,601528,瑞丰银行,2.992957830429077,5.85,6.25,374378896,4615279180.2,11478644143.199999,7.83654260635376,0.3430531919002533,092503,1,0/0,7.570422649383545,银行,2023-08-28
40,601555,东吴证券,0.46620047092437744,8.62,9.44,2040174496,43164672851.619995,43164672343.03999,4.543105125427246,0.0,092503,1,0/0,10.023309707641602,证券,2023-08-28
41,601688,华泰证券,0.2373887300491333,16.89,18.54,5298560512,123741870152.07,153286700236.80002,4.134868621826172,-0.3539822995662689,092503,1,0/0,10.326409339904785,证券,2023-08-28
42,601995,中金公司,-0.6720741987228394,42.86,47.47,3399944896,39843568103.659996,206896227819.52,8.074800491333008,-0.023326335474848747,092503,1,0/0,10.776361465454102,证券,2023-08-28
43,603106,恒银科技,-6.0085835456848145,8.76,10.25,980877360,4559755200.0,4559755200.0,19.995288848876953,-0.11402508616447449,092503,1,3/2,16.630901336669922,计算机设,2023-08-28
44,603828,柯利达,3.825136661529541,3.8,4.03,259379992,2264570575.0,2264648608.0,11.138101577758789,-0.2624672055244446,092503,1,0/0,7.103825569152832,装修装饰,2023-08-28
45,600318,新力金融,3.211678981781006,7.07,7.54,272488128,3624984358.2400002,3624984358.2400002,7.267696380615234,0.283687949180603,092504,1,0/0,7.299269676208496,多元金融,2023-08-28
46,600906,财达证券,2.800466775894165,8.81,9.43,1732738304,11562723264.0,28588450000.0,14.424654006958008,0.2275312840938568,092504,1,0/0,8.051342010498047,证券,2023-08-28
47,600446,金证股份,3.1013615131378174,13.63,14.54,747066256,12823308518.150002,12823308559.04,5.591073036193848,0.0,092505,1,0/0,7.337367534637451,互联网服,2023-08-28
48,603806,福斯特,6.283602237701416,31.63,32.74,680725104,58963525823.549995,58963526044.96,1.1410269737243652,-0.031605564057826996,093004,1,0/0,4.569892406463623,光伏设备,2023-08-28
49,601881,中国银河,0.6633499264717102,12.14,13.27,3015361296,83293146817.90001,128101699558.40001,3.457338809967041,0.0,093045,1,0/0,9.618573188781738,证券,2023-08-28
