序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,002229,鸿博股份,8.30429744720459,18.65,18.94,4097843552,9196828527.75,9294120374.4,44.78766632080078,0.4308023452758789,092500,2,4/3,5.05226469039917,造纸印刷,2023-03-27
2,603578,三星新材,1.909611701965332,16.01,17.28,417842864,2887516082.32,2887516082.32,13.857220649719238,0.0,093138,2,4/2,8.147676467895508,家电行业,2023-03-27
3,300275,梅安森,13.938053131103516,20.6,21.7,447301024,3032116224.8,3876309313.0000005,14.411863327026367,0.0,093636,2,0/0,17.256637573242188,仪器仪表,2023-03-27
4,603728,鸣志电器,3.363431215286255,45.79,48.73,707357552,19124101920.0,19234685136.32,3.559429168701172,0.1750164031982422,094353,5,0/0,10.225733757019043,电机,2023-03-27
5,600570,恒生电子,6.751054763793945,50.6,52.14,3367184240,96140325965.2,96140326268.8,3.4983327388763428,0.0,094746,3,0/0,10.421940803527832,软件开发,2023-03-27
6,605178,时空科技,7.27934455871582,23.58,24.18,125667194,1463917399.3799999,2340352728.0,8.632473945617676,0.04242681339383125,095957,1,0/0,10.919017791748047,装修装饰,2023-03-27
7,600055,万东医疗,6.3255815505981445,22.86,23.65,568107904,12363058309.14,16071975740.16,4.5649614334106445,-0.1310615986585617,100604,1,0/0,11.534883499145508,医疗器械,2023-03-27
8,600100,同方股份,7.2237958908081055,7.57,7.77,2997339312,22436715059.07,25361753679.84,13.321166038513184,-1.3037810325622559,101232,7,2/1,6.515580177307129,计算机设,2023-03-27
9,603108,润达医疗,2.4683544635772705,16.19,17.38,1051384448,9382802254.730001,9382802335.68,11.187405586242676,-0.24645717442035675,102216,1,0/0,14.430379867553711,医疗服务,2023-03-27
10,601168,西部矿业,10.035211563110352,12.5,12.5,1865324624,29787500000.0,29787500000.0,6.334049701690674,0.0,110303,3,0/0,5.369718551635742,有色金属,2023-03-27
11,603918,金桥信息,7.984790802001953,14.2,14.47,1089724416,5191313219.599999,5222178368.0,21.676855087280273,0.0,133053,1,0/0,12.47148323059082,互联网服,2023-03-27
12,002045,国光电器,8.172280311584473,19.59,19.92,1685557440,9162946535.67,9175640992.8,18.79302978515625,-0.05102040618658066,135500,1,2/1,8.614025115966797,消费电子,2023-03-27
13,688365,光云科技,19.575698852539062,24.8,24.89,688103824,4223755456.0,10560452262.4,17.965028762817383,0.0,135747,2,0/0,22.61330795288086,互联网服,2023-03-27
14,601360,三六零,7.151370525360107,17.98,18.46,11463981056,128473630282.06,128473630336.0,9.17604923248291,0.0,135911,2,2/1,11.620977401733398,软件开发,2023-03-27
15,603533,掌阅科技,8.831794738769531,27.11,27.4,755139920,11898493196.85,11898493115.52,6.687363147735596,0.0,141553,1,0/0,13.046969413757324,文化传媒,2023-03-27
16,300166,东方国信,15.681446075439453,14.09,14.62,3691275216,12954491000.19,16237054489.6,30.601581573486328,0.0,142827,1,0/0,20.771757125854492,互联网服,2023-03-27
17,002373,千方科技,7.106227397918701,14.62,15.02,1179806976,20080681126.62,23102351600.96,6.11583948135376,-0.06835269927978516,144715,1,0/0,12.527473449707031,互联网服,2023-03-27
