序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002109,兴化股份,-10.059171676635742,4.56,120520097,4801428237.839999,4801428215.04,-10.441737174987793,2.5030434131622314,442347,145321,67068445,1,18,化学原料,2023-04-28
2,603681,永冠新材,-9.98964786529541,17.39,114193286,3323761307.9,3323761307.9,-53.873958587646484,3.434556007385254,9366775,132843,133457983,1,44,化学制品,2023-04-28
3,601965,中国汽研,-9.983831405639648,22.27,379987568,21762905574.89,22377960327.84,39.325504302978516,1.7029545307159424,14910811,142644,95326732,1,18,汽车服务,2023-04-28
4,603612,索通发展,-10.00478744506836,18.8,484735648,8186859481.200001,9528614860.800001,-8.723546028137207,5.91132116317749,17194329,140004,895126475,1,33,非金属材,2023-04-28
5,600530,交大昂立,-10.10830307006836,2.49,12234864,1929550800.0000002,1929550800.0000002,39.156227111816406,0.6340783834457397,26805422,092503,106573992,2,0,生物制品,2023-04-28
6,688500,慧辰股份,-19.99256706237793,21.53,17163092,916021193.1,1599130200.3000002,-8.574700355529785,1.8736566305160522,44613518,092502,73478894,1,0,互联网服,2023-04-28
7,002087,新野纺织,-10.116731643676758,2.31,18938766,1884125263.02,1886794916.16,-12.332378387451172,1.0051754713058472,73741374,092500,247881711,2,0,纺织服装,2023-04-28
8,002919,名臣健康,-10.005078315734863,35.44,68367304,5997987619.92,6059887123.92,44.421913146972656,1.139837384223938,80157483,092500,102680312,2,0,美容护理,2023-04-28
9,000007,全新好,-10.066006660461426,5.45,5728495,1683766839.8,1888141861.6000001,-158.51853942871094,0.34021902084350586,150358382,092500,13155755,2,0,房地产服,2023-04-28
10,600766,园城黄金,-10.03201675415039,8.43,13430676,1887747366.96,1890232109.46,1400.402587890625,0.7114657759666443,199066711,092503,304532064,4,0,综合行业,2023-04-28
11,002564,天沃科技,-10.071942329406738,3.75,14017500,3217523996.25,3220891800.0,-1.8295708894729614,0.43566107749938965,415684361,092500,76768125,2,0,专业服务,2023-04-28
