序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600853,龙建股份,-10.0401611328125,4.48,461448144,4501958926.080001,4546763397.120001,42.32585144042969,10.0322904586792,598384,145547,52130476,1,8,工程建设,2023-09-20
2,603099,长白山,-9.968454360961914,14.27,231142541,3805380900.0,3805380900.0,155.3210906982422,5.9528889656066895,4088355,143634,29835716,1,5,旅游酒店,2023-09-20
3,002826,易明医药,-10.015527725219727,11.59,528240704,2031685843.91,2209955122.5,78.47433471679688,25.232166290283203,9135238,143906,29621720,1,2,中药,2023-09-20
4,002786,银宝山新,-10.061920166015625,5.81,201053020,2870790720.0,2879505720.0,-23.199630737304688,6.976258277893066,12479880,130821,323037743,1,24,专用设备,2023-09-20
5,002777,久远银海,-9.986684799194336,27.04,497538640,10800469819.36,11038567321.6,64.8294448852539,4.419390678405762,17083141,144457,73969812,1,0,互联网服,2023-09-20
6,600408,安泰集团,-10.064934730529785,2.77,379049392,2788836000.0,2788836000.0,-5.116656303405762,13.360746383666992,27255415,142355,57685526,2,7,煤炭行业,2023-09-20
7,000010,美丽生态,-10.027100563049316,3.32,368854704,1733609373.36,3514858396.16,-15.224963188171387,21.06532859802246,63036508,105345,112056970,1,4,工程建设,2023-09-20
8,600202,哈空调,-10.0,6.75,163505453,2587549536.0,2587549536.0,82.87571716308594,6.206157207489014,173826425,093033,67758525,1,0,电源设备,2023-09-20
9,601188,龙江交通,-9.963099479675293,4.88,204541552,6421487426.48,6421487450.88,27.20230484008789,3.0850870609283447,265473390,093033,82566037,1,0,铁路公路,2023-09-20
10,000766,通化金马,-9.970015525817871,12.01,121162885,11601301873.81,11607601395.039999,538.540283203125,1.0443904399871826,564767992,092500,1253062149,1,0,化学制药,2023-09-20
