序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002889,东方嘉盛,-9.991158485412598,30.54,703575184,3829079393.7,5893004508.0,28.7142276763916,17.910171508789062,3404843,145542,293701339,2,4,物流行业,2023-11-09
2,603729,龙韵股份,-9.992706298828125,24.68,1154052944,2303581840.0,2303581840.0,353.3995056152344,43.33580780029297,3869824,150000,28744795,1,1,文化传媒,2023-11-09
3,603533,掌阅科技,-9.98810863494873,22.71,1255141664,9967347122.85,9967347054.720001,210.65452575683594,12.262404441833496,4339335,145045,88778473,1,3,文化传媒,2023-11-09
4,603266,天龙股份,-9.992352485656738,35.31,1522375984,7022691142.5,7022691142.5,60.616722106933594,21.404239654541016,5333787,144916,9629112699,1,7,塑料制品,2023-11-09
5,603380,易德龙,-9.982237815856934,25.34,403360224,4065580008.0,4076798026.0,29.60194206237793,9.684826850891113,5554604,144326,32848394,1,3,消费电子,2023-11-09
6,600222,太龙药业,-10.038119316101074,7.08,1267655696,4063114883.64,4063114919.04,-180.03501892089844,29.520782470703125,12930090,143755,79139803,1,5,中药,2023-11-09
7,603779,威龙股份,-10.026385307312012,10.23,598978656,3404023845.42,3404023824.96,-913.6912841796875,16.898075103759766,17294173,141955,39271947,1,1,酿酒行业,2023-11-09
8,002981,朝阳科技,-10.004775047302246,37.69,354123616,3194227500.0,3618240000.0,35.3980712890625,10.854612350463867,21135270,140215,34848174,2,4,消费电子,2023-11-09
9,002682,龙洲股份,-9.928057670593262,6.26,857291584,3520374814.44,3520427385.92,-22.13318634033203,23.59016227722168,26217662,143924,72153022,1,0,物流行业,2023-11-09
10,600686,金龙汽车,-9.978070259094238,8.21,647734688,5886959293.570001,5886959351.040001,77.86780548095703,10.68073558807373,27443567,134152,65337189,1,1,汽车整车,2023-11-09
11,002615,哈尔斯,-9.977578163146973,8.03,384567136,2299597529.46,3747997103.8399997,18.375059127807617,16.311933517456055,28642014,110512,75267838,1,7,家用轻工,2023-11-09
12,605577,龙版传媒,-9.994385719299316,16.03,338715648,3019482053.3500004,7124444501.440001,14.952455520629883,11.016393661499023,46350745,111901,58513315,1,5,文化传媒,2023-11-09
13,600592,龙溪股份,-10.027854919433594,12.92,1270031744,5162232137.32,5162232098.56,23.31662940979004,24.13549041748047,53936788,135459,383656772,1,5,通用设备,2023-11-09
14,002536,飞龙股份,-10.011442184448242,15.73,1013699088,7384011630.71,9041382018.24,30.195985794067383,13.434900283813477,57062541,134021,77250579,1,0,汽车零部,2023-11-09
15,002931,锋龙股份,-10.0,18.54,787728560,3350064108.7799997,3692986233.8399997,569.9261474609375,22.084014892578125,76845611,112654,245933935,1,16,通用设备,2023-11-09
16,300735,光弘科技,-19.993959426879883,26.49,4183816400,19950378627.239998,20330033625.12,64.18782043457031,19.4719181060791,83205619,143251,399356192,1,2,消费电子,2023-11-09
17,603158,腾龙股份,-10.015060424804688,11.95,1118987488,5865051706.7,5865051778.4,31.332660675048828,18.814674377441406,91985160,112903,296230166,1,21,汽车零部,2023-11-09
18,603003,龙宇股份,-10.006540298461914,13.76,553273584,5537622477.44,5537622394.88,76.48870849609375,9.873189926147461,175174569,130311,366279186,1,3,贸易行业,2023-11-09
19,603390,通达电气,-10.019776344299316,13.65,110571825,4800527331.6,4800527440.8,1381.8521728515625,2.3033266067504883,238342513,092501,4663152585,1,0,汽车零部,2023-11-09
