序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600180,瑞茂通,-10.03184700012207,5.65,354085968,6139445171.6,6139445216.8,7.541800498962402,5.604349613189697,110175,150000,45041582,1,6,物流行业,2023-08-25
2,601606,长城军工,-9.992961883544922,12.79,763264928,9262881236.0,9262881236.0,2165.356201171875,7.885501384735107,262412,150000,79685759,1,7,专用设备,2023-08-25
3,001380,华纬科技,-10.006101608276367,29.5,115970177,931381758.5,3801960000.0,29.649351119995117,12.141454696655273,690300,145612,11015300,1,7,通用设备,2023-08-25
4,603190,亚通精工,-10.003216743469238,27.98,129032710,839400000.0,3357600000.0,15.376893043518066,14.656000137329102,1186352,144508,16827172,1,1,汽车零部,2023-08-25
5,600419,天润乳业,-10.01362419128418,13.21,234711968,4229713149.6600003,4229713070.4,16.810632705688477,5.505725383758545,1188900,141324,62656558,1,14,食品饮料,2023-08-25
6,002368,太极股份,-9.994808197021484,34.67,1102715952,21492332259.72,21607428477.600002,196.89500427246094,5.048032283782959,1535881,145645,177577335,2,17,互联网服,2023-08-25
7,002568,百润股份,-9.984685897827148,29.39,609227328,21080846415.350002,30850417314.4,35.12527847290039,2.857645273208618,1828116,142351,102647971,1,34,酿酒行业,2023-08-25
8,003030,祖名股份,-10.013060569763184,20.67,55423682,1040571723.7500001,2579202600.0,73.33844757080078,5.264974594116211,3877692,132409,17536428,1,20,食品饮料,2023-08-25
9,002401,中远海科,-10.012782096862793,21.12,747396688,7770487105.92,7854624307.200001,36.730655670166016,9.209150314331055,4036412,143015,48676108,1,3,互联网服,2023-08-25
10,603138,海量数据,-9.990346908569336,18.65,280896416,5245372926.0,5280616800.799999,-44.73554611206055,5.206904411315918,4528425,145142,34158666,1,3,软件开发,2023-08-25
11,603308,应流股份,-9.973404884338379,13.54,230830110,9249809310.34,9249809405.119999,28.628822326660156,2.43654727935791,4902644,142045,20333018,1,4,通用设备,2023-08-25
12,603985,恒润股份,-10.003414154052734,26.36,665851776,11621016959.08,11621016880.0,99.27456665039062,5.547005653381348,5282016,144052,24456280,1,1,风电设备,2023-08-25
13,600763,通策医疗,-10.003771781921387,95.45,742711488,30605088000.0,30605088000.0,50.269100189208984,2.408114194869995,7393461,144208,177761113,1,11,医疗服务,2023-08-25
14,002557,洽洽食品,-10.002674102783203,33.65,401594768,17060491549.949999,17060628068.0,31.8919734954834,2.3473145961761475,7973468,141706,234947340,1,44,食品饮料,2023-08-25
15,605398,新炬网络,-9.992006301879883,33.78,671671216,1276449893.22,3939304998.42,78.06280517578125,48.112850189208984,8355010,143411,12836399,1,0,互联网服,2023-08-25
16,002178,延华智能,-9.90783405303955,3.91,450742224,2782827459.98,2784518261.28,313.80120849609375,15.931448936462402,9702328,143239,55401572,1,1,软件开发,2023-08-25
17,605069,正和生态,-10.006583213806152,13.67,622808688,1150484670.26,2893908625.2599998,-35.95465087890625,51.76619338989258,10275069,145159,1149382145,1,4,环保行业,2023-08-25
18,002649,博彦科技,-9.984871864318848,11.9,393189376,6556500588.400001,7040811691.2,25.540569305419922,5.8686699867248535,14935690,104748,62334580,1,2,互联网服,2023-08-25
19,001202,炬申股份,-9.993868827819824,14.68,142941981,590458960.0,1890784000.0,44.54053497314453,23.665376663208008,14950112,140430,15264264,1,0,物流行业,2023-08-25
20,003005,竞业达,-9.991854667663574,33.15,356162800,1692101638.5,4919460000.0,-89.00782775878906,20.291608810424805,17055675,141921,39383458,1,4,互联网服,2023-08-25
21,603662,柯力传感,-10.003560066223145,25.28,359119824,7099379063.04,7141726197.76,31.901947021484375,4.945469856262207,18540756,130009,84929317,1,12,仪器仪表,2023-08-25
22,601133,柏诚股份,-9.993247985839844,13.33,228287002,1680849229.28,6964925000.0,37.515987396240234,13.446784019470215,19450016,132242,69300063,1,8,工程建设,2023-08-25
23,603137,恒尚节能,-9.99588680267334,21.88,212473979,700384423.16,2858986673.96,20.196767807006836,29.829479217529297,24698187,104523,95743968,2,8,装修建材,2023-08-25
24,002892,科力尔,-9.991459846496582,10.54,147588720,2903947862.5,4681335772.16,67.0113296508789,5.050796031951904,29964324,095803,62232602,1,4,电机,2023-08-25
25,603496,恒为科技,-10.004589080810547,19.61,261892896,6279303255.23,6279303353.28,186.3538055419922,4.096264839172363,46796637,100515,75318439,1,8,互联网服,2023-08-25
26,688261,东微半导,-20.0,106.72,162251883,6265307194.72,10066568262.08,50.26469421386719,2.5565145015716553,47433945,093623,84418388,1,0,半导体,2023-08-25
27,000936,华西股份,-10.010110855102539,8.9,600557616,7883372037.1,7885514632.0,88.91204071044922,7.472353935241699,48211807,110842,105475437,1,3,化纤行业,2023-08-25
28,001234,泰慕士,-9.987631797790527,29.11,3440802,846131637.0,3105067637.0,55.963687896728516,0.4066509008407593,51154711,092500,24862851,2,0,纺织服装,2023-08-25
29,000977,浪潮信息,-10.0,37.44,4380622336,55030153501.439995,55116738892.799995,65.53144073486328,7.777653694152832,63811388,142112,316515811,1,0,计算机设,2023-08-25
30,002902,铭普光磁,-10.008271217346191,21.76,906998416,3252885057.28,4602675200.0,254.80316162109375,26.92328643798828,68911918,131151,71062763,1,0,通信设备,2023-08-25
31,002229,鸿博股份,-10.007131576538086,37.86,3518112544,18671200435.86,18867313532.16,-258.4403076171875,18.45741844177246,128359370,143424,2810799716,1,3,造纸印刷,2023-08-25
32,603392,万泰生物,-10.007173538208008,50.18,219450617,63456936569.78,63638626858.56,18.691316604614258,0.3456593155860901,137818015,093404,1460605617,1,2,生物制品,2023-08-25
33,000032,深桑达Ａ,-9.982046127319336,25.07,218038035,16164228741.77,28528637946.24,-95.84076690673828,1.3488194942474365,207879913,093145,854378079,2,2,通信设备,2023-08-25
34,603220,中贝通信,-9.995920181274414,22.06,1377057200,7364111533.139999,7420290786.559999,56.1461067199707,18.593124389648438,217897054,102346,5041058547,1,10,通信服务,2023-08-25
35,601858,中国科传,-10.0,31.59,909788960,24971895000.0,24971895000.0,146.0618896484375,3.579777717590332,320694193,100406,98702955,1,0,文化传媒,2023-08-25
