序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,001324,长青科技,-10.010355949401855,26.07,198731477,881285583.09,3597660000.0,52.25403594970703,21.94373893737793,4520538,140227,32613570,1,1,交运设备,2023-10-23
2,605080,浙江自然,-10.00758171081543,23.74,40846951,1117513969.6,3360943969.6,18.85917091369629,3.610729217529297,5711369,101217,8911994,1,0,纺织服装,2023-10-23
3,000506,中润资源,-9.91561222076416,4.27,307159520,3965425003.47,3966905835.2,-24.301610946655273,7.617332458496094,7586082,141718,37937669,1,0,贵金属,2023-10-23
4,002453,华软科技,-10.0,10.26,155445814,6241107192.48,8334886651.2,24.55487632751465,2.4255335330963135,10819170,143457,20345579,1,5,化学制品,2023-10-23
5,603322,超讯通信,-10.008963584899902,30.12,508995520,4716998020.8,4747178260.8,-62.19168472290039,10.281088829040527,15795048,142535,39433102,1,5,通信服务,2023-10-23
6,603353,和顺石油,-10.0,25.65,231982599,4447556100.0,4447556100.0,79.38877868652344,5.12681770324707,18374069,141521,472919947,1,4,石油行业,2023-10-23
7,000757,浩物股份,-9.963768005371094,4.97,419815872,2647591258.83,2647598997.12,-37.01496124267578,15.8038969039917,38820674,131648,991495810,1,17,汽车服务,2023-10-23
8,603083,剑桥科技,-9.989959716796875,35.86,874967168,9341644070.66,9614243184.26,59.94905471801758,9.350247383117676,42386878,145651,2624847824,2,5,通信设备,2023-10-23
9,600895,张江高科,-9.979466438293457,21.92,3440998000,33947274936.000004,33947274979.840004,43.2623405456543,9.979094505310059,92342186,144840,8795128378,2,12,房地产开,2023-10-23
10,300025,华星创业,-20.0,12.88,721224704,5585707235.360001,6553252912.64,-239.19825744628906,12.113718032836914,104998803,130203,75309486,1,3,通信服务,2023-10-23
11,002723,小崧股份,-9.970958709716797,9.3,26221350,2888112303.0,2957463984.0,48.95994186401367,0.907906174659729,120277485,092500,396056310,2,0,家电行业,2023-10-23
12,601138,工业富联,-10.018552780151367,14.55,346093568,288552380012.25,289047999936.0,20.182016372680664,0.1199413314461708,992546553,092502,9186216705,1,0,消费电子,2023-10-23
