序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002546,新联电子,-9.952607154846191,5.7,921489824,4474254022.2,4754079892.8,14.074392318725586,20.10067367553711,201780,145351,118948078,1,5,电网设备,2023-05-31
2,600719,大连热电,-9.952607154846191,5.7,332063424,2306217720.0,2306217720.0,-11.458365440368652,14.025843620300293,2051430,145552,25411740,1,3,电力行业,2023-05-31
3,600753,庚星股份,-10.029498100280762,9.15,66141151,1967616000.0,2107310651.25,-82.19972229003906,3.1877622604370117,3293240,145031,4650632,1,1,贸易行业,2023-05-31
4,603363,傲农生物,-10.031347274780273,8.61,338980240,6346401106.08,7499811308.639999,-10.433064460754395,5.2767510414123535,3871056,144541,99522538,1,11,农牧饲渔,2023-05-31
5,603196,日播时尚,-9.985580444335938,24.97,434525424,5939047380.639999,5983873524.639999,122.6599349975586,6.935928821563721,8722820,150000,19686797,1,0,纺织服装,2023-05-31
6,000526,学大教育,-9.987516403198242,28.84,525171168,3396276527.56,3396276527.56,166.89486694335938,14.887068748474121,18012310,143900,97930257,1,0,教育,2023-05-31
7,605028,世茂能源,-10.0,21.51,385619408,860400000.0000001,3441600000.0000005,21.211624145507812,42.99789810180664,18750847,140231,26607611,1,0,电力行业,2023-05-31
8,605580,恒盛能源,-9.98307991027832,15.96,487349680,1142001840.0,4468800000.0,40.319549560546875,41.92219924926758,30153834,135310,98167967,1,11,电力行业,2023-05-31
9,600310,桂东电力,-9.98116683959961,4.78,1138292224,5809277400.0,7006097241.6,52.42697525024414,19.221179962158203,35825550,140724,121982595,1,3,电力行业,2023-05-31
10,002388,新亚制程,-9.973404884338379,6.77,65749315,3236461393.2999997,3437298954.08,86.69534301757812,2.0149800777435303,67059937,093518,38078542,1,4,电子元件,2023-05-31
