序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,601800,中国交建,-9.9634370803833,9.85,1389514240,115710268936.25,160197063923.19998,7.174243927001953,1.171926736831665,977592,143722,138388981,1,2,工程建设,2023-08-24
2,000885,城发环境,-10.031347274780273,11.48,230331719,7371058367.400001,7371058378.88,6.208261489868164,3.1097536087036133,2486912,144115,295476445,1,18,铁路公路,2023-08-24
3,001324,长青科技,-10.002899169921875,31.04,625707392,1049294380.48,4283520000.0,62.21577835083008,58.283416748046875,8062422,144512,131143965,1,7,交运设备,2023-08-24
4,603359,东珠生态,-9.980620384216309,9.29,187897290,4144231839.9999995,4144231839.9999995,169.43157958984375,4.417943477630615,10879519,145512,60798956,1,11,环保行业,2023-08-24
5,605598,上海港湾,-10.012360572814941,29.12,169741574,2146168489.92,7156555689.92,62.715232849121094,7.784646511077881,11737689,140419,79446047,1,11,工程建设,2023-08-24
6,603137,恒尚节能,-9.996297836303711,24.31,414226032,778169347.67,3176506674.77,22.43982696533203,51.1561164855957,12631476,143350,134529156,1,11,装修建材,2023-08-24
7,002368,太极股份,-10.0,38.52,989637568,23878991596.320004,24006868905.600002,218.75961303710938,4.071919918060303,15852328,134806,393591424,1,20,互联网服,2023-08-24
8,603162,海通发展,-9.99526309967041,19.0,316773360,1160681538.0,11606815456.0,43.41127395629883,27.066757202148438,24845274,133803,62147214,2,7,航运港口,2023-08-24
9,601136,首创证券,-10.0,25.02,2816694864,6838811676.0,68388011876.159996,124.32801055908203,38.879512786865234,37012636,145614,178631965,1,2,证券,2023-08-24
10,001234,泰慕士,-9.991650581359863,32.34,34472564,940017078.0000001,3449601078.0000005,62.17333221435547,3.5459821224212646,50935823,093457,10759841,1,0,纺织服装,2023-08-24
11,000032,深桑达Ａ,-9.987071990966797,27.85,462132448,17956672136.350002,31692164611.2,-106.46849822998047,2.5318026542663574,185535975,093721,181105765,1,1,通信设备,2023-08-24
