序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603036,如通股份,-9.974424362182617,14.08,147375427,2900564832.0,2900564832.0,36.100032806396484,4.929758548736572,6433152,101717,30310016,1,0,专用设备,2023-12-18
2,000421,南京公用,-9.979423522949219,8.75,1289379840,5010660672.5,5059791940.0,166.88392639160156,25.05629539489746,8136625,150000,247546091,1,9,燃气,2023-12-18
3,605488,福莱新材,-9.985170364379883,18.21,519464912,920776321.83,3264708157.23,44.324031829833984,53.23537063598633,10372980,144526,562857404,1,3,塑料制品,2023-12-18
4,600696,岩石股份,-9.994626998901367,16.75,199063893,5602362969.25,5602362852.0,35.02309036254883,3.424150228500366,21351040,105851,34523425,1,1,酿酒行业,2023-12-18
5,600128,苏豪弘业,-9.975469589233398,11.01,451010720,2716910175.0,2716910175.0,96.46991729736328,16.351333618164062,21452434,134520,128714604,1,13,贸易行业,2023-12-18
6,600579,克劳斯,-9.990009307861328,9.01,587580592,4473385342.59,4473385279.5199995,-2.692288637161255,12.803486824035645,22250195,140930,623628857,1,3,专用设备,2023-12-18
7,002893,京能热力,-10.006627082824707,13.58,938245136,2740308811.1,3580231200.0,80.6987075805664,32.97266387939453,33961475,143336,69135778,1,4,公用事业,2023-12-18
8,600083,博信股份,-9.950738906860352,9.14,424732784,2083858999.64,2102200000.0000002,-105.58987426757812,20.263925552368164,36272821,132543,2099064951,2,6,通信设备,2023-12-18
9,603066,音飞储存,-9.993155479431152,13.15,730383024,3954243135.0,3954243082.4,31.65463638305664,18.09883689880371,45809340,142836,187885885,1,13,物流行业,2023-12-18
10,600712,南宁百货,-10.041841506958008,6.45,924935744,3474281992.9500003,3513027072.0,-143.6748504638672,24.894166946411133,93713868,132612,19699590,1,0,商业百货,2023-12-18
11,002316,亚联发展,-10.017574310302734,5.12,45374976,1612838400.0,2012774400.0,-240.5191192626953,2.813361644744873,136504939,092500,282555392,2,0,互联网服,2023-12-18
12,600678,四川金顶,-9.95348834991455,9.68,401231840,3378223200.0,3378223200.0,-616.7123413085938,11.707756996154785,213358361,093434,3048847164,1,2,水泥建材,2023-12-18
