序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业,date
102,301128,强瑞技术,0.9462151527404785,60.81,72.29,599778384,1657482906.69,4493045483.82,35.51962661743164,0.0,1,1.2016843557357788,0/0,1,专用设备,2023-10-26
115,600520,文一科技,-2.1113243103027344,20.4,22.92,1666377744,3231972000.0,3231972000.0,52.409156799316406,-0.584795355796814,0,2.1885666847229004,8/5,2,专用设备,2023-10-26
77,300173,福能东方,3.2051284313201904,4.83,5.62,358175520,3547478991.0,3548725111.68,10.030268669128418,0.0,1,1.830168604850769,0/0,1,专用设备,2023-10-26
51,688082,盛美上海,5.991453170776367,124.01,140.4,265740421,9262098811.220001,54032075666.08,2.9525392055511475,0.0,1,1.345554232597351,0/0,1,专用设备,2023-10-26
33,688229,博睿数据,9.623817443847656,47.5,52.0,162544481,2109000000.0,2109000000.0,7.837472915649414,0.0,1,5.330446243286133,0/0,1,互联网服,2023-10-26
5,300250,初灵信息,19.987699508666992,19.51,19.51,759612928,3190644816.9500003,4292002988.0200005,25.015966415405273,0.0,1,2.30519700050354,1/1,1,互联网服,2023-10-26
123,300290,荣科科技,-5.2816901206970215,8.07,10.22,1747760768,5158556394.33,5169299573.76,33.00294876098633,0.0,1,1.0028271675109863,0/0,1,互联网服,2023-10-26
22,002232,启明信息,10.0,16.83,16.83,493500576,6875870497.65,6875870379.839999,7.3788347244262695,0.0,1,3.173034191131592,1/1,1,互联网服,2023-10-26
20,002771,真视通,10.006138801574707,35.84,35.84,953703296,6122309939.200001,7517945344.000001,15.62126350402832,0.0,1,0.9025473594665527,14/11,3,互联网服,2023-10-26
13,002316,亚联发展,10.047096252441406,7.01,7.01,543369888,2208202575.0,2755771200.0,25.18812370300293,0.0,1,0.6695515513420105,8/4,3,互联网服,2023-10-26
2,301151,冠龙节能,20.018157958984375,26.44,26.44,84010139,1442762822.76,4433308227.6,5.8228654861450195,0.0,1,0.8094856142997742,2/2,3,仪器仪表,2023-10-26
87,002273,水晶光电,2.464228868484497,12.89,13.84,681460048,17467400344.13,17925249367.36,3.938539981842041,0.0,1,0.976507842540741,0/0,1,光学光电,2023-10-26
19,603679,华体科技,10.006670951843262,16.49,16.49,497952512,2690808699.39,2690808699.39,19.10137939453125,0.0,1,2.5738465785980225,1/1,1,光学光电,2023-10-26
112,600071,凤凰光学,-0.6989748477935791,21.31,23.61,844641040,6000339574.589999,6000339553.28,13.353166580200195,0.0,1,3.0839200019836426,2/1,1,光学光电,2023-10-26
31,003039,顺控发展,9.982486724853516,18.84,18.84,148103444,2308252873.2,11634052986.24,6.416257381439209,0.0,1,2.920186996459961,3/3,3,公用事业,2023-10-26
104,002215,诺 普 信,0.6765899658203125,7.44,8.13,99748783,5907343743.6,7403108194.56,1.6938985586166382,-0.1342281997203827,1,1.3155921697616577,0/0,1,农药兽药,2023-10-26
89,603110,东方材料,2.303698778152466,31.53,33.9,540726944,6344678859.96,6344678859.96,8.317451477050781,0.095238097012043,1,2.483834981918335,2/1,1,化学制品,2023-10-26
101,688571,杭华股份,0.9536784887313843,7.41,8.81,77828535,1803374664.0,3082560000.0,4.282710075378418,0.0,1,1.366917371749878,0/0,1,化学制品,2023-10-26
42,300194,福安药业,6.823529243469238,4.54,5.1,482183408,4394161007.96,5401294223.36,10.875345230102539,0.0,1,4.256651878356934,0/0,1,化学制药,2023-10-26
76,688581,安杰思,3.31697416305542,122.1,141.82,62633683,1600463478.8999999,7066045559.099999,3.9431686401367188,0.0,1,1.104915738105774,0/0,1,医疗器械,2023-10-26
46,300298,三诺生物,6.252354621887207,28.21,31.86,192642154,12845302620.15,15917926256.960001,1.516543984413147,0.0,1,2.109696626663208,0/0,1,医疗器械,2023-10-26
83,688728,格科微,2.6737966537475586,17.28,20.2,178584834,19253370349.440002,44907119953.920006,0.9373892545700073,0.0,1,1.5757554769515991,0/0,1,半导体,2023-10-26
66,603123,翠微股份,3.9636127948760986,16.0,16.93,2093315760,10436415184.0,12779786752.0,19.790245056152344,-0.18714909255504608,1,1.3089916706085205,0/0,1,商业百货,2023-10-26
39,300980,祥源新材,7.526882171630859,22.0,24.55,112509952,1122265848.0,2383331148.0,10.334403991699219,0.0,1,5.929161071777344,0/0,1,塑料制品,2023-10-26
4,301131,聚赛龙,20.0,60.48,60.48,612019200,1395528099.84,2889734400.0,48.064762115478516,0.0,1,1.7144776582717896,1/1,1,塑料制品,2023-10-26
18,002886,沃特股份,10.009960174560547,22.09,22.09,435486144,3794302722.52,5814166750.85,11.729684829711914,0.0,1,2.0869336128234863,3/2,3,塑料制品,2023-10-26
17,603266,天龙股份,10.010823249816895,20.33,20.33,139765210,4043367627.4999995,4043367627.4999995,3.520200252532959,0.0,1,0.3756047189235687,2/2,3,塑料制品,2023-10-26
110,300218,安利股份,0.0,12.3,14.76,115515797,2660199646.2000003,2668940100.0,4.305593490600586,0.0,1,1.1513991355895996,0/0,1,塑料制品,2023-10-26
90,688219,会通股份,2.1256930828094482,11.05,12.98,109316352,3521781688.75,5075095979.200001,3.0991692543029785,0.0,1,1.2320282459259033,0/0,1,塑料制品,2023-10-26
71,002420,毅昌科技,3.649634838104248,7.1,7.54,514216912,2763633294.6,2847100000.0,19.039857864379883,0.14104372262954712,1,1.3458296060562134,0/0,1,家电行业,2023-10-26
88,300625,三雄极光,2.329075813293457,13.62,15.97,71280926,2165167422.96,3804488328.9599996,3.3220152854919434,0.0,1,1.2771427631378174,0/0,1,家电行业,2023-10-26
3,300342,天银机电,20.0,21.78,21.78,2586443088,9065892003.300001,9257264913.6,31.398117065429688,0.0,1,1.1471470594406128,1/1,1,家电行业,2023-10-26
15,000541,佛山照明,10.026385307312012,8.34,8.34,1098913728,8811218757.0,11359035297.6,13.054405212402344,0.0,1,1.3652310371398926,4/2,3,家电行业,2023-10-26
30,603219,富佳股份,9.98542308807373,15.09,15.09,281799952,2343254347.05,8471526000.0,12.351384162902832,0.0,1,4.132321357727051,3/3,3,家电行业,2023-10-26
122,603399,吉翔股份,-4.882154941558838,11.3,13.07,741699808,5788884333.700001,5860752412.8,12.978964805603027,0.08857395499944687,0,0.9826808571815491,6/3,2,小金属,2023-10-26
35,301038,深水规院,8.551483154296875,24.88,27.5,781638976,1227454800.0,4269408000.0,63.99113082885742,0.0,1,4.073347568511963,2/1,1,工程建设,2023-10-26
127,603388,元成股份,-10.009910583496094,9.08,11.1,352037072,2957660833.76,2957660797.44,11.886309623718262,0.0,0,0.5725868940353394,4/2,2,工程建设,2023-10-26
16,600853,龙建股份,10.022778511047363,4.83,4.83,525861056,4853674467.18,4901979287.52,11.119599342346191,0.0,0,2.809877634048462,2/2,2,工程建设,2023-10-26
93,000010,美丽生态,1.7543859481811523,4.06,4.39,684196848,2120016281.8799999,4298290689.28,31.665569305419922,0.2469135969877243,1,1.4824939966201782,0/0,1,工程建设,2023-10-26
21,000628,高新发展,10.0,28.93,28.93,36480383,5556701977.2,10191460400.0,0.6565114259719849,0.0,1,3.5104284286499023,6/6,3,工程建设,2023-10-26
100,600510,黑牡丹,0.9803922176361084,6.18,6.73,520250192,6327787450.86,6430659613.44,8.075244903564453,-0.32258063554763794,0,12.122550010681152,3/2,2,房地产开,2023-10-26
10,000631,顺发恒业,10.126582145690918,4.35,4.35,1067885680,10419464015.4,10419464032.8,10.955269813537598,0.0,1,6.6312432289123535,5/5,3,房地产开,2023-10-26
126,600239,云南城投,-9.931507110595703,2.63,3.21,637782560,4222956570.6699996,4222956578.56,14.778480529785156,0.0,0,2.427542209625244,4/3,2,房地产服,2023-10-26
108,000526,学大教育,0.10438413918018341,38.36,42.15,395467408,4517377517.24,4684703837.24,8.587966918945312,0.5241090059280396,1,2.190202236175537,3/2,3,教育,2023-10-26
117,002803,吉宏股份,-3.145853042602539,20.32,23.08,561667520,5780935616.16,7689276894.72,9.619755744934082,0.0,1,0.9759499430656433,0/0,1,文化传媒,2023-10-26
41,605577,龙版传媒,6.867283821105957,13.85,14.26,357799760,2608847563.25,6155555604.8,14.04765510559082,0.14461316168308258,1,1.1770275831222534,0/0,1,文化传媒,2023-10-26
118,002115,三维通信,-3.386004686355591,8.56,9.75,3034154800,6438502713.92,6942085767.68,44.020565032958984,0.4694835841655731,1,3.1837198734283447,4/3,3,文化传媒,2023-10-26
97,603729,龙韵股份,1.4742014408111572,16.52,17.91,145121650,1541943760.0,1541943760.0,9.399344444274902,-0.4819277226924896,1,1.5538290739059448,0/0,1,文化传媒,2023-10-26
91,000612,焦作万方,1.89393949508667,5.38,5.81,101755174,6409840374.72,6414032728.96,1.606071949005127,-0.37037035822868347,1,1.831810474395752,0/0,1,有色金属,2023-10-26
36,300547,川环科技,7.891636848449707,18.32,20.38,501103248,3249954369.92,3973721107.68,15.57296085357666,0.0,1,2.110652446746826,0/0,1,橡胶制品,2023-10-26
106,002205,国统股份,0.1710864007472992,11.71,12.86,692587872,2176224199.88,2176224199.88,30.343032836914062,-0.17050299048423767,1,7.103047847747803,2/1,1,水泥建材,2023-10-26
62,600326,西藏天路,4.5703840255737305,5.72,6.02,461716416,6830933578.04,6848244648.96,7.156790733337402,0.17513135075569153,1,1.3541048765182495,0/0,1,水泥建材,2023-10-26
128,603616,韩建河山,-10.02538013458252,7.09,8.67,973457680,2703899120.0,2774444620.0,33.92256546020508,0.0,1,3.8884494304656982,2/1,1,水泥建材,2023-10-26
14,002671,龙泉股份,10.035211563110352,6.25,6.25,54283569,3460275462.5,3534602300.0,1.568764328956604,0.0,1,0.22047159075737,2/2,3,水泥建材,2023-10-26
24,600418,江淮汽车,10.0,18.04,18.04,2356540480,39399536629.64,39399536647.68,6.05023193359375,0.0,1,0.901213526725769,2/2,3,汽车整车,2023-10-26
54,002590,万安科技,5.831363201141357,13.43,13.96,792829712,6118085371.7699995,6441658243.04,13.275713920593262,0.0,1,1.415191888809204,0/0,1,汽车零部,2023-10-26
99,603758,秦安股份,1.022304892539978,10.87,11.84,52373940,4769723922.63,4769723998.719999,1.106525182723999,0.0,1,0.8858149647712708,0/0,1,汽车零部,2023-10-26
8,688667,菱电电控,10.479186058044434,91.3,99.17,136722859,2135981029.6,4730448382.0,6.741658687591553,0.0,1,2.299579381942749,0/0,1,汽车零部,2023-10-26
84,605018,长华集团,2.6411657333374023,11.27,12.08,69388937,5289862482.309999,5313865407.2,1.328360676765442,0.625,1,2.5381827354431152,0/0,1,汽车零部,2023-10-26
25,603037,凯众股份,10.0,19.14,19.14,314236048,2599455633.06,2607686215.86,12.602469444274902,0.0,1,1.680203914642334,1/1,1,汽车零部,2023-10-26
124,603178,圣龙股份,-7.031437873840332,38.74,45.84,2387834528,9158596269.94,9158596269.94,24.314693450927734,0.41472265124320984,1,1.6944501399993896,23/15,3,汽车零部,2023-10-26
28,603768,常青股份,9.98796558380127,27.42,27.42,568547536,5593680000.0,5593680000.0,10.870138168334961,0.0,1,1.569206953048706,9/5,3,汽车零部,2023-10-26
29,001319,铭科精技,9.98593521118164,31.28,31.28,561937920,1717803760.0,4422992000.0,34.741886138916016,0.0,1,1.442926287651062,2/2,3,汽车零部,2023-10-26
32,603788,宁波高发,9.975961685180664,18.3,18.3,31322280,4082090744.4,4082090744.4,0.7673097252845764,0.0,1,0.10179804265499115,3/3,3,汽车零部,2023-10-26
120,001260,坤泰股份,-3.5849850177764893,22.86,26.08,407864560,657225000.0,2628900000.0,58.820884704589844,-0.1310615986585617,1,7.954671859741211,3/2,3,汽车零部,2023-10-26
38,300652,雷迪克,7.66519832611084,24.44,27.24,133437500,2250697050.1600003,2507742770.52,6.13462495803833,0.0,1,4.049525260925293,0/0,1,汽车零部,2023-10-26
70,301160,翔楼新材,3.7133212089538574,39.94,46.21,200355824,1654820719.98,2982186679.98,12.173425674438477,0.0,1,1.641636848449707,0/0,1,汽车零部,2023-10-26
75,603158,腾龙股份,3.433476448059082,9.64,10.25,1145595456,4731305309.84,4731305367.68,23.868499755859375,0.20790021121501923,1,1.0858033895492554,0/0,1,汽车零部,2023-10-26
114,603809,豪能股份,-1.7255547046661377,11.96,13.39,495134176,4700477280.200001,4700477292.160001,10.460478782653809,0.4198153018951416,1,3.4518752098083496,2/1,1,汽车零部,2023-10-26
67,002363,隆基机械,3.860072374343872,8.61,9.12,614981152,3579677817.87,3608970217.4399996,17.34807586669922,0.0,1,1.3827329874038696,0/0,1,汽车零部,2023-10-26
47,300978,东箭科技,6.236402988433838,14.65,16.55,303873664,1931986989.25,6192595082.400001,16.13457679748535,0.0,1,2.9667840003967285,0/0,1,汽车零部,2023-10-26
57,603633,徕木股份,5.347593307495117,9.85,10.29,301833312,4204086557.2999997,4204086537.6,7.347296714782715,-0.10141987353563309,1,2.9292585849761963,0/0,1,汽车零部,2023-10-26
63,603239,浙江仙通,4.439112186431885,17.41,18.34,342652096,4713235200.0,4713235200.0,7.367717742919922,0.0,1,1.2851966619491577,0/0,1,汽车零部,2023-10-26
50,605319,无锡振华,6.001984119415283,21.37,22.18,401749184,1424310500.0,5352804250.71,28.796573638916016,0.04681647941470146,1,1.4107221364974976,0/0,1,汽车零部,2023-10-26
61,002510,天汽模,4.838709354400635,4.55,4.77,543357424,4237643159.75,4284492503.2,13.093512535095215,0.0,1,1.4534432888031006,0/0,1,汽车零部,2023-10-26
111,603922,金鸿顺,-0.0393391028046608,25.41,27.96,19817868,3252480000.0,3252480000.0,0.6111719012260437,0.03937007859349251,1,0.4711345136165619,0/0,1,汽车零部,2023-10-26
58,300680,隆盛科技,5.2297163009643555,21.53,24.55,332534144,3724856147.01,4973952705.34,9.151512145996094,0.0,1,2.2863175868988037,0/0,1,汽车零部,2023-10-26
55,300136,信维通信,5.787515640258789,25.59,29.03,4359298560,21097871928.84,24760081497.6,20.579038619995117,0.0,1,1.794445276260376,0/0,1,消费电子,2023-10-26
113,603629,利通电子,-1.4534884691238403,30.51,34.06,1238343232,7773948000.0,7773948000.0,15.73263168334961,-0.03276539966464043,1,1.6664375066757202,0/0,1,消费电子,2023-10-26
