序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688720,C艾森,58.5,-4.41,-2.7,80111,476643310.0,9.71,61.95,56.01,57.0,61.2,0.61,48.17,208.61,5.15,2023-12-07
2,601083,C锦江,14.67,-7.39,-1.17,713084,1061692498.0,6.44,15.53,14.51,15.2,15.84,0.65,37.87,20.39,2.35,2023-12-07
3,301508,C中机,39.93,-3.5,-1.45,215733,871855542.49,11.74,43.37,38.51,39.19,41.38,0.8,50.22,60.49,4.83,2023-12-07
4,688652,京仪装备,57.81,0.45,0.26,73478,422723408.0,4.8,58.68,55.92,57.54,57.55,0.6,19.39,62.37,5.03,2023-12-07
5,301568,思泰克,49.37,-0.04,-0.02,63634,313693579.56,4.76,50.46,48.11,49.0,49.39,0.6,25.99,45.86,5.17,2023-12-07
6,688653,康希通信,19.8,-2.94,-0.6,78883,160214762.0,5.98,20.93,19.71,20.68,20.4,0.87,15.54,4708.84,5.22,2023-12-07
7,001306,夏厦精密,94.23,-1.84,-1.77,24674,232076855.45,3.39,95.97,92.72,94.0,96.0,0.6,16.25,77.43,4.52,2023-12-07
8,688648,中邮科技,28.51,-0.9,-0.26,65544,190128544.0,3.82,29.52,28.42,28.8,28.77,1.2,22.79,140.06,2.31,2023-12-07
9,001326,联域股份,49.75,-1.85,-0.94,14600,73165419.52,2.68,51.02,49.66,50.7,50.69,0.84,8.14,20.45,3.03,2023-12-07
10,603062,麦加芯彩,62.58,-0.9,-0.57,15735,99251654.0,2.61,63.88,62.23,63.88,63.15,0.74,5.95,32.64,3.02,2023-12-07
