序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301500,C飞南,30.71,-9.62,-3.27,216015,690823046.7,13.18,34.99,30.51,33.7,33.98,0.76,57.5,50.74,2.84,2023-09-22
2,688716,C中研,29.52,0.51,0.15,60049,176408609.0,3.88,30.0,28.86,29.25,29.37,0.41,21.98,76.05,3.12,2023-09-22
3,301548,C崇德,68.26,-2.35,-1.64,50994,345550295.52,3.58,69.38,66.88,68.01,69.9,0.57,35.85,40.7,2.96,2023-09-22
4,301550,斯菱股份,42.06,-3.47,-1.51,93225,395210160.64,6.36,44.0,41.23,43.48,43.57,0.68,35.74,35.14,3.06,2023-09-22
5,688702,盛科通信-U,59.95,15.33,7.97,124804,713474067.0,18.37,61.55,52.0,52.47,51.98,1.22,33.55,346.6,10.21,2023-09-22
6,603075,热威股份,29.08,-0.78,-0.23,82308,238509308.0,3.79,29.71,28.6,29.0,29.31,0.6,21.21,49.17,6.27,2023-09-22
7,301529,福赛科技,46.09,0.04,0.02,44707,204841149.91,2.82,46.48,45.18,45.41,46.07,0.6,23.3,48.72,3.3,2023-09-22
8,688549,中巨芯-U,10.71,3.08,0.32,482557,512090164.0,6.54,10.9,10.22,10.27,10.39,0.83,18.45,416.0,5.22,2023-09-22
9,301251,威尔高,45.0,2.02,0.89,46351,206849732.5,3.9,45.1,43.38,43.38,44.11,0.69,14.52,58.75,4.35,2023-09-22
10,301507,民生健康,22.09,0.96,0.21,85518,187713160.99,2.42,22.13,21.6,21.88,21.88,0.61,10.11,56.22,5.4,2023-09-22
11,603270,金帝股份,39.18,-7.81,-3.32,335607,1373635449.0,12.35,44.15,38.9,42.42,42.5,1.39,68.44,47.7,4.11,2023-09-22
12,301525,儒竞科技,104.74,1.66,1.71,18863,196472332.05,3.87,106.0,102.01,103.0,103.03,0.91,8.43,42.61,3.31,2023-09-22
13,301528,多浦乐,85.95,1.48,1.25,10360,88571932.77,2.26,86.09,84.18,84.2,84.7,0.77,7.34,88.95,3.77,2023-09-22
14,688591,泰凌微,34.56,1.83,0.62,87830,297096928.0,5.89,34.68,32.68,33.72,33.94,0.94,16.88,144.94,3.57,2023-09-22
15,603275,众辰科技,46.14,0.52,0.24,38656,176062398.0,4.16,46.49,44.58,44.58,45.9,1.01,10.61,36.7,2.69,2023-09-22
16,301421,波长光电,64.38,-0.8,-0.52,50109,322075059.88,3.14,65.1,63.06,64.2,64.9,0.65,18.26,107.78,6.39,2023-09-22
