序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603075,C热威,34.54,-2.65,-0.94,165960,585996976.0,8.37,36.87,33.9,34.53,35.48,0.66,42.77,58.4,7.44,2023-09-13
2,301529,C福赛,63.06,6.88,4.06,126838,805258477.76,20.2,68.48,56.56,56.56,59.0,0.93,66.11,66.66,4.51,2023-09-13
3,688549,C中巨芯-U,12.28,3.19,0.38,990270,1207523265.0,11.18,12.79,11.46,11.61,11.9,0.69,37.86,476.98,5.99,2023-09-13
4,301251,威尔高,52.0,2.0,1.02,129708,661237600.66,9.02,53.2,48.6,50.5,50.98,0.72,40.64,67.89,5.02,2023-09-13
5,301507,民生健康,23.57,-4.03,-0.99,182323,436825612.61,3.66,24.45,23.55,24.18,24.56,0.57,21.57,59.98,5.77,2023-09-13
6,603270,金帝股份,34.92,-4.49,-1.64,130054,459986531.0,4.79,36.31,34.56,36.2,36.56,0.66,26.52,42.51,3.66,2023-09-13
7,301525,儒竞科技,107.61,-1.37,-1.5,26274,282955913.94,3.75,109.99,105.9,106.99,109.11,0.53,11.74,43.78,3.4,2023-09-13
8,301528,多浦乐,94.57,0.68,0.64,16700,158155653.12,2.52,96.17,93.8,95.26,93.93,0.74,11.83,97.88,4.15,2023-09-13
9,688591,泰凌微,34.6,-2.95,-1.05,84470,292611805.0,4.6,35.5,33.86,35.2,35.65,0.51,16.23,145.11,3.58,2023-09-13
10,603275,众辰科技,46.74,-2.42,-1.16,39842,187351671.0,2.73,47.69,46.38,47.69,47.9,0.75,10.93,37.18,2.73,2023-09-13
11,301421,波长光电,83.65,2.25,1.84,126203,1071429692.62,9.28,88.49,80.9,82.0,81.81,0.99,46.0,140.05,8.3,2023-09-13
12,301469,恒达新材,45.42,-0.37,-0.17,25230,114715233.65,3.53,46.28,44.67,45.66,45.59,0.71,12.15,48.33,3.08,2023-09-13
13,301418,协昌科技,70.88,1.66,1.16,44130,308356035.66,5.71,71.4,67.42,69.2,69.72,1.09,25.38,52.41,3.32,2023-09-13
14,688693,锴威特,57.34,-3.63,-2.16,17657,101879003.0,5.43,59.98,56.75,59.98,59.5,0.5,10.74,72.06,4.09,2023-09-13
15,301533,威马农机,45.77,-1.14,-0.53,15978,73075128.58,2.53,46.57,45.4,46.32,46.3,0.47,7.38,62.21,4.16,2023-09-13
16,688573,信宇人,36.88,-2.18,-0.82,11539,42438771.0,3.26,37.56,36.33,37.55,37.7,0.48,5.91,-971.36,4.12,2023-09-13
17,301511,德福科技,31.38,-2.4,-0.77,65322,206216646.43,4.2,32.46,31.11,32.01,32.15,0.57,11.23,127.13,3.38,2023-09-13
18,688592,司南导航,70.3,-3.06,-2.22,23187,161990518.0,4.58,72.05,68.73,71.8,72.52,0.59,18.2,290.66,4.38,2023-09-13
19,301498,乖宝宠物,42.83,-3.01,-1.33,30992,133736534.44,3.44,43.95,42.43,43.64,44.16,1.17,8.25,41.64,4.98,2023-09-13
20,688548,广钢气体,12.02,0.08,0.01,160968,192127931.0,2.5,12.06,11.76,11.99,12.01,0.41,6.62,50.0,2.85,2023-09-13
21,301510,固高科技,45.86,-3.76,-1.79,58428,269287242.75,5.44,47.6,45.01,47.3,47.65,0.59,16.96,452.38,15.12,2023-09-13
