序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301578,N辰奕,79.93,63.32,30.99,90172,731609589.59,39.58,95.88,76.51,80.0,48.94,,79.25,44.44,4.3,2023-12-28
2,603004,C鼎龙,30.9,2.73,0.82,345717,1015781814.0,15.39,32.18,27.55,29.0,30.08,0.83,59.92,45.05,3.95,2023-12-28
3,301526,C国际复,5.55,1.65,0.09,2087869,1150082060.16,8.42,5.73,5.27,5.36,5.46,0.64,38.24,37.45,2.49,2023-12-28
4,601096,C宏盛,5.84,8.15,0.44,2911613,1663552493.0,11.85,5.98,5.34,5.38,5.4,0.86,44.88,131.66,3.71,2023-12-28
5,001358,兴欣新材,48.82,-1.43,-0.71,73124,362275961.1,7.41,51.7,48.03,48.95,49.53,0.78,33.92,25.04,2.86,2023-12-28
6,603373,安邦护卫,45.25,9.99,4.11,100447,447937356.0,6.68,45.25,42.5,43.0,41.14,0.76,38.13,48.68,2.91,2023-12-28
7,301413,安培龙,72.17,-4.08,-3.07,64536,472321112.45,8.08,77.2,71.12,76.05,75.24,0.84,39.97,67.22,4.84,2023-12-28
8,603231,索宝蛋白,23.71,0.21,0.05,138229,327440225.0,5.11,24.2,22.99,23.0,23.66,0.79,29.47,28.59,2.44,2023-12-28
9,301459,丰茂股份,45.69,0.29,0.13,37735,173131019.86,2.81,46.45,45.17,45.17,45.56,0.79,19.9,23.7,3.5,2023-12-28
10,001239,永达股份,26.0,-5.69,-1.57,394167,1075122074.21,18.5,30.0,24.9,28.34,27.57,1.58,82.49,75.84,5.23,2023-12-28
11,301516,中远通,21.43,4.95,1.01,236205,502454299.38,8.28,21.91,20.22,20.22,20.42,1.32,38.18,74.24,4.1,2023-12-28
12,688720,艾森股份,58.86,-2.71,-1.64,15478,91270392.0,3.98,60.51,58.1,60.03,60.5,0.9,9.31,209.89,5.18,2023-12-28
13,601083,锦江航运,12.47,-0.16,-0.02,389939,476522647.0,5.44,12.56,11.88,12.35,12.49,0.85,20.71,17.33,2.0,2023-12-28
14,301508,中机认检,33.93,1.77,0.59,80960,274324049.17,4.05,34.35,33.0,33.5,33.34,0.81,18.85,51.4,4.1,2023-12-28
15,688652,京仪装备,62.28,-0.95,-0.6,36649,225973515.0,3.98,63.0,60.5,62.0,62.88,1.15,9.67,67.19,5.42,2023-12-28
16,301568,思泰克,44.23,0.75,0.33,53146,235602987.92,4.24,45.2,43.34,44.94,43.9,1.4,21.7,41.09,4.63,2023-12-28
