序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688531,N日联,194.2,27.44,41.82,116250,2332645091.0,37.73,241.11,183.62,240.11,152.38,,66.88,214.99,4.87,2023-03-31
2,603162,海通发展,30.82,-3.39,-1.08,59955,185899776.0,3.35,31.78,30.71,31.01,31.9,0.58,14.53,18.95,3.66,2023-03-31
3,600925,苏能股份,6.84,-5.26,-0.38,1683455,1167602720.0,5.12,7.18,6.81,7.06,7.22,0.57,24.44,17.34,3.16,2023-03-31
4,301386,C未来,26.49,-4.02,-1.11,90422,239070765.95,3.55,26.98,26.0,26.68,27.6,0.66,27.24,46.05,2.43,2023-03-31
5,301314,C科瑞思,80.6,-5.51,-4.7,39976,323187578.67,6.18,84.0,78.73,83.03,85.3,0.68,37.62,33.23,3.21,2023-03-31
6,603291,联合水务,12.35,9.97,1.12,49947,61684619.0,0.0,12.35,12.35,12.35,11.23,6.71,11.8,40.29,3.32,2023-03-31
7,603065,宿迁联盛,16.88,0.72,0.12,61722,104707925.0,2.74,17.12,16.66,16.66,16.76,0.53,14.73,28.71,3.37,2023-03-31
8,301345,涛涛车业,51.99,-0.02,-0.01,16188,83881851.3,1.42,52.14,51.4,51.96,52.0,0.61,6.75,27.55,2.02,2023-03-31
9,301378,通达海,112.98,6.47,6.87,27737,311032889.46,6.21,115.0,108.41,108.41,106.11,0.76,24.12,59.23,3.63,2023-03-31
10,301246,宏源药业,36.79,-0.11,-0.04,22098,81275346.46,1.36,36.98,36.48,36.7,36.83,0.51,4.98,32.47,3.4,2023-03-31
11,301439,泓淋电力,18.23,0.22,0.04,60696,110486637.43,0.88,18.27,18.11,18.17,18.19,0.51,6.58,39.57,2.67,2023-03-31
12,603073,彩蝶实业,20.59,0.15,0.03,27834,57524109.0,2.14,20.89,20.45,20.45,20.56,0.52,9.6,21.75,1.96,2023-03-31
13,603282,亚光股份,35.4,2.61,0.9,87694,306630660.0,7.57,36.09,33.48,34.63,34.5,0.81,26.18,28.27,4.33,2023-03-31
14,603153,上海建科,17.54,0.17,0.03,63983,112266348.0,1.83,17.68,17.36,17.42,17.51,0.46,11.63,26.08,2.23,2023-03-31
15,001368,通达创智,27.57,2.11,0.57,47217,130016806.2,3.74,27.9,26.89,26.99,27.0,1.14,16.86,23.46,2.32,2023-03-31
16,601121,宝地矿业,8.48,1.19,0.1,410670,352811099.0,4.06,8.74,8.4,8.4,8.38,1.04,20.53,33.9,2.31,2023-03-31
17,688502,茂莱光学,214.0,4.91,10.01,16219,340664171.0,5.66,214.55,203.0,203.01,203.99,0.74,13.45,191.46,9.61,2023-03-31
18,301157,华塑科技,65.06,-3.34,-2.25,30453,200360937.51,4.71,68.0,64.83,68.0,67.31,0.68,21.41,68.48,3.77,2023-03-31
