序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301456,N盘古,50.48,32.98,12.52,236638,1248740588.24,26.42,58.88,48.85,51.0,37.96,,68.41,64.5,3.74,2023-07-14
2,301272,C英华特,81.97,-4.01,-3.42,84340,651836813.77,17.41,87.98,73.11,77.0,85.39,0.81,60.79,160.19,5.06,2023-07-14
3,688638,C誉辰,74.22,-1.34,-1.01,18779,140555836.0,3.42,76.48,73.91,76.22,75.23,0.53,20.99,-204.12,2.81,2023-07-14
4,301393,C昊帆,96.7,-7.02,-7.3,81241,825323858.3,11.53,108.68,96.69,101.0,104.0,0.59,34.73,71.95,4.8,2023-07-14
5,301381,C赛维,41.0,-0.56,-0.23,239575,1037821497.08,16.3,47.5,40.78,41.9,41.23,0.95,76.27,78.91,7.36,2023-07-14
6,301370,C国科恒,20.18,-6.36,-1.37,275455,571421995.4,8.63,21.88,20.02,20.63,21.55,0.63,41.58,90.15,4.09,2023-07-14
7,688603,C天承,97.92,-4.95,-5.1,37688,369892286.0,9.52,103.81,94.0,103.81,103.02,0.66,31.36,125.09,5.44,2023-07-14
8,301261,C恒工,45.34,-7.47,-3.66,91178,426410165.9,7.0,48.7,45.27,48.01,49.0,0.66,46.07,33.01,2.82,2023-07-14
9,301486,致尚科技,62.83,-3.22,-2.09,111470,720856118.61,9.7,68.66,62.36,65.58,64.92,0.76,36.53,120.91,3.29,2023-07-14
10,301292,海科新源,24.58,-1.52,-0.38,90995,225379006.37,2.64,25.16,24.5,24.81,24.96,0.47,21.22,43.87,1.75,2023-07-14
11,301202,朗威股份,36.38,3.29,1.16,106197,382736012.33,5.11,36.85,35.05,35.06,35.22,0.69,32.87,163.7,4.2,2023-07-14
12,301488,豪恩汽电,92.72,-5.68,-5.58,94600,915866085.17,9.62,101.46,92.0,98.18,98.3,0.77,47.55,140.38,7.1,2023-07-14
13,301395,仁信新材,23.12,0.0,0.0,23555,54565504.18,0.99,23.33,23.1,23.29,23.12,0.79,6.85,54.27,2.07,2023-07-14
14,688582,芯动联科,42.68,-0.16,-0.07,47765,204545287.0,4.09,43.55,41.8,42.5,42.75,0.51,10.37,-733.38,8.7,2023-07-14
15,301291,明阳电气,31.92,-1.81,-0.59,73321,235558386.18,2.28,32.64,31.9,32.15,32.51,0.78,10.8,56.15,2.63,2023-07-14
16,301210,金杨股份,46.99,0.45,0.21,13515,63428499.49,1.28,47.15,46.55,46.55,46.78,0.76,8.22,71.15,2.19,2023-07-14
17,688429,时创能源,27.45,-0.36,-0.1,31669,87189971.0,2.47,27.87,27.19,27.36,27.55,0.64,10.64,42.72,5.1,2023-07-14
18,688631,莱斯信息,38.51,-0.59,-0.23,12256,47249296.0,2.74,39.18,38.12,38.74,38.74,0.36,3.65,-49.34,3.7,2023-07-14
19,301397,溯联股份,43.92,-1.08,-0.48,26357,116296988.43,2.68,44.8,43.61,44.14,44.4,0.66,11.11,35.91,2.39,2023-07-14
20,301295,美硕科技,39.87,-2.52,-1.03,53873,216121867.69,3.96,41.12,39.5,40.5,40.9,1.25,31.56,59.19,3.07,2023-07-14
21,688629,华丰科技,24.6,-6.11,-1.6,183081,462819151.0,7.44,26.42,24.47,26.29,26.2,0.84,33.44,243.11,7.88,2023-07-14
22,688620,安凯微,15.98,0.06,0.01,206417,338333320.0,8.2,17.1,15.79,15.9,15.97,1.59,24.49,404.83,4.15,2023-07-14
23,301170,锡南科技,39.04,-0.59,-0.23,76980,305069410.87,8.35,41.2,37.92,38.79,39.27,0.86,32.47,46.87,2.51,2023-07-14
24,300804,广康生化,35.45,0.97,0.34,22474,79321592.86,2.91,35.75,34.73,35.12,35.11,1.29,13.23,30.17,1.98,2023-07-14
25,688543,国科军工,53.39,-0.26,-0.14,31158,166671590.0,2.54,54.25,52.89,53.4,53.53,0.67,9.4,207.26,3.67,2023-07-14
26,301376,致欧科技,25.61,2.03,0.51,39495,100151769.7,3.67,25.72,24.8,25.33,25.1,0.8,11.81,29.42,3.69,2023-07-14
27,301315,威士顿,52.05,3.85,1.93,73705,380477790.1,6.88,53.06,49.61,49.61,50.12,1.63,35.33,129.31,4.77,2023-07-14
28,688443,智翔金泰-U,31.88,-1.24,-0.4,23935,76477440.0,4.0,32.79,31.5,31.85,32.28,0.53,2.89,-14.54,3.64,2023-07-14
29,301262,海看股份,30.52,2.31,0.69,148116,452570873.18,7.44,31.58,29.36,29.36,29.83,2.15,37.83,29.67,3.66,2023-07-14
30,688334,西高院,18.23,-0.22,-0.04,49835,91291420.0,2.03,18.55,18.18,18.23,18.27,0.83,6.98,41.43,1.96,2023-07-14
31,301448,开创电气,31.13,2.3,0.7,55227,168939779.94,6.57,31.56,29.56,30.05,30.43,2.25,27.61,52.29,3.9,2023-07-14
32,301225,恒勃股份,36.46,-1.43,-0.53,45252,166790094.66,3.65,37.56,36.21,36.66,36.99,0.7,19.14,33.03,2.8,2023-07-14
33,301232,飞沃科技,60.88,-0.03,-0.02,10067,61212020.58,1.43,61.19,60.32,60.51,60.9,1.16,7.88,39.4,2.11,2023-07-14
34,301287,康力源,40.87,0.99,0.4,15196,61916633.07,1.95,41.06,40.27,40.27,40.47,0.99,9.12,32.19,2.71,2023-07-14
35,301355,南王科技,17.6,0.86,0.15,33111,58121995.04,1.83,17.68,17.36,17.4,17.45,1.01,7.16,49.42,2.26,2023-07-14
36,688472,阿特斯,16.37,-3.82,-0.65,348300,575710965.0,4.7,17.05,16.25,17.01,17.02,0.88,8.25,16.44,3.3,2023-07-14
37,301383,天键股份,40.4,1.03,0.41,45848,183197347.36,3.73,40.58,39.09,39.9,39.99,1.76,16.64,61.47,2.69,2023-07-14
38,301320,豪江智能,21.7,1.35,0.29,51200,110591109.2,3.08,21.82,21.16,21.29,21.41,0.86,11.92,76.27,3.8,2023-07-14
39,688623,双元科技,92.45,0.75,0.69,5269,48687481.0,1.92,93.07,91.31,91.6,91.76,1.35,3.92,52.71,2.64,2023-07-14
40,688576,西山科技,125.45,-0.4,-0.51,4430,55660463.0,1.69,126.79,124.66,126.0,125.96,0.86,3.73,69.41,3.22,2023-07-14
41,301323,新莱福,55.76,19.99,9.29,153649,804692745.85,21.84,55.76,45.61,46.02,46.47,2.64,65.7,51.74,3.11,2023-07-14
42,688570,天玛智控,27.58,2.53,0.68,51431,140892523.0,3.83,27.76,26.73,26.91,26.9,1.99,9.47,31.95,3.12,2023-07-14
43,688523,航天环宇,28.61,-1.48,-0.43,29110,83000416.0,3.37,29.2,28.22,29.12,29.04,0.58,8.6,522.22,7.55,2023-07-14
44,301310,鑫宏业,68.11,-3.39,-2.39,20758,143854102.55,4.31,71.08,68.04,69.71,70.5,0.78,9.39,46.16,3.05,2023-07-14
45,688593,新相微,17.7,-0.9,-0.16,68488,122930318.0,3.36,18.22,17.62,17.8,17.86,1.14,10.02,101.31,5.13,2023-07-14
46,001373,翔腾新材,44.78,10.0,4.07,57457,247762020.95,10.51,44.78,40.5,40.8,40.71,4.7,33.46,76.05,3.51,2023-07-14
47,301353,普莱得,40.15,3.4,1.32,53168,210512097.0,7.16,40.65,37.87,38.6,38.83,1.17,27.98,49.78,2.53,2023-07-14
48,301337,亚华电子,35.9,2.63,0.92,36111,128864439.04,4.52,36.26,34.68,34.82,34.98,2.35,14.62,227.51,3.34,2023-07-14
49,301252,同星科技,53.5,4.09,2.1,86069,453964176.88,10.93,55.5,49.88,50.81,51.4,1.8,43.03,41.6,4.06,2023-07-14
50,688562,航天软件,27.21,0.93,0.25,33341,90978624.0,2.63,27.58,26.87,27.0,26.96,0.94,5.07,-4470.15,6.17,2023-07-14
51,001282,三联锻造,32.25,-0.77,-0.25,19806,64056005.06,2.18,32.7,31.99,32.4,32.5,0.53,7.12,47.84,2.74,2023-07-14
52,301399,英特科技,60.15,4.26,2.46,52876,314379313.16,6.31,61.05,57.41,57.41,57.69,1.49,25.34,102.11,4.13,2023-07-14
53,301305,朗坤环境,21.67,-0.73,-0.16,40039,86870320.28,2.93,22.05,21.41,21.97,21.83,1.21,7.16,31.14,1.59,2023-07-14
54,688458,美芯晟,88.4,1.83,1.59,10318,92966351.0,7.0,92.5,86.42,87.1,86.81,1.71,5.72,-391.8,3.45,2023-07-14
55,001324,长青科技,22.03,4.41,0.93,61113,132439819.79,6.07,22.19,20.91,21.1,21.1,3.21,18.08,58.51,2.88,2023-07-14
