序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688716,N中研,31.78,7.15,2.12,187213,624107659.0,15.14,35.99,31.5,33.58,29.66,,68.53,81.87,3.36,2023-09-20
2,301548,N崇德,79.78,19.43,12.98,103019,851918797.71,14.54,88.88,79.17,80.0,66.8,,72.43,47.57,3.46,2023-09-20
3,301550,C斯菱,47.21,-7.32,-3.73,118154,558071714.09,5.99,49.08,46.03,46.03,50.94,0.77,45.3,39.45,3.44,2023-09-20
4,688702,C盛科-U,51.5,-4.28,-2.3,70925,379576376.0,7.23,55.39,51.5,52.78,53.8,0.44,19.07,297.75,8.77,2023-09-20
5,603075,热威股份,31.53,-0.03,-0.01,174138,549846223.0,11.48,33.25,29.63,29.8,31.54,1.23,44.88,53.31,6.79,2023-09-20
6,301529,福赛科技,48.23,-1.97,-0.97,49175,237919790.85,4.65,49.3,47.01,47.9,49.2,0.48,25.63,50.98,3.45,2023-09-20
7,688549,中巨芯-U,10.98,3.1,0.33,753995,823436427.0,10.23,11.42,10.33,10.44,10.65,1.13,28.82,426.49,5.36,2023-09-20
8,301251,威尔高,46.22,1.34,0.61,70336,324941910.36,5.48,47.3,44.8,45.0,45.61,0.79,22.04,60.35,4.46,2023-09-20
9,301507,民生健康,22.6,0.31,0.07,93931,211982997.98,3.28,22.87,22.13,22.13,22.53,0.54,11.11,57.52,5.53,2023-09-20
10,603270,金帝股份,44.45,10.0,4.04,249676,1083956543.0,8.54,44.45,41.0,41.0,40.41,1.62,50.91,54.12,4.67,2023-09-20
11,301525,儒竞科技,101.87,2.24,2.23,21612,219270898.12,3.26,102.7,99.45,100.09,99.64,0.92,9.66,41.45,3.22,2023-09-20
12,301528,多浦乐,86.1,-1.72,-1.51,10768,93382004.04,3.39,87.97,85.0,87.0,87.61,0.62,7.63,89.11,3.78,2023-09-20
13,688591,泰凌微,33.45,-4.29,-1.5,83492,283924891.0,3.49,34.63,33.41,34.0,34.95,0.93,16.04,140.29,3.46,2023-09-20
14,603275,众辰科技,47.03,0.13,0.06,45744,215069549.0,3.28,47.74,46.2,46.2,46.97,1.19,12.55,37.41,2.75,2023-09-20
15,301421,波长光电,66.17,-3.82,-2.63,67726,452548144.31,4.32,68.77,65.8,68.07,68.8,0.7,24.68,110.78,6.57,2023-09-20
16,301469,恒达新材,46.76,3.7,1.67,60971,283055326.72,9.34,48.77,44.56,44.7,45.09,2.59,29.36,49.75,3.17,2023-09-20
17,301418,协昌科技,64.2,0.64,0.41,19574,124842796.26,2.15,64.2,62.83,63.6,63.79,0.64,11.26,47.47,3.0,2023-09-20
