序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603137,N恒尚,25.32,59.25,9.42,216700,592937667.0,31.07,30.2,25.26,29.11,15.9,,67.7,12.68,3.06,2023-04-19
2,688539,C高华,37.86,8.17,2.86,138355,524358805.0,14.71,40.76,35.61,36.28,35.0,0.85,49.01,87.48,2.91,2023-04-19
3,688507,C索辰,258.88,2.73,6.88,40186,1034007969.0,8.89,269.3,246.9,246.9,252.0,0.68,44.27,199.0,3.76,2023-04-19
4,301387,C光大同,47.3,-7.44,-3.8,49825,237396928.42,5.91,49.52,46.5,46.5,51.1,0.63,29.9,31.61,2.28,2023-04-19
5,301357,C北方长,60.01,0.13,0.08,70277,422970817.73,7.53,62.39,57.88,61.38,59.93,0.61,43.59,51.0,3.49,2023-04-19
6,688433,C华曙,26.74,-0.96,-0.26,70636,190816004.0,4.52,27.62,26.4,27.13,27.0,0.33,20.44,111.66,6.19,2023-04-19
7,301429,C森泰,25.82,-6.95,-1.93,91258,238868023.98,4.22,26.95,25.78,26.8,27.75,0.57,32.55,38.55,2.3,2023-04-19
8,603135,中重科技,20.11,0.2,0.04,83027,167458558.0,1.44,20.34,20.05,20.19,20.07,0.51,9.51,31.95,3.03,2023-04-19
9,603125,常青科技,34.88,-2.81,-1.01,104792,369538096.0,4.85,36.4,34.66,36.04,35.89,0.75,22.21,35.23,3.41,2023-04-19
10,601133,柏诚股份,17.22,0.12,0.02,250934,430866469.0,4.94,17.51,16.66,16.91,17.2,0.6,19.9,35.87,3.39,2023-04-19
11,601065,江盐集团,12.12,1.17,0.14,158389,190848689.0,2.17,12.19,11.93,11.99,11.98,0.56,10.21,18.31,2.13,2023-04-19
12,601061,中信金属,9.0,0.9,0.08,478287,429378986.0,1.79,9.05,8.89,8.89,8.92,0.51,9.84,19.91,2.57,2023-04-19
13,001367,海森药业,54.02,-1.3,-0.71,33261,180145306.06,2.67,55.12,53.66,54.54,54.73,0.52,19.97,34.13,3.21,2023-04-19
