序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301287,N康力源,50.36,25.55,10.25,113637,599058841.65,14.31,56.0,50.26,55.0,40.11,,68.17,39.67,3.34,2023-06-14
2,301355,C南王,20.84,-5.7,-1.26,199671,419801928.47,7.24,22.0,20.4,21.38,22.1,0.72,43.16,58.52,2.68,2023-06-14
3,688472,C阿特斯,15.19,2.64,0.39,866793,1310631855.0,6.22,15.56,14.64,14.67,14.8,0.42,20.52,14.92,2.99,2023-06-14
4,301383,C天键,42.37,-4.1,-1.81,86211,368326102.5,4.37,43.88,41.95,43.0,44.18,0.68,31.28,64.47,2.82,2023-06-14
5,301320,C豪江,25.56,-4.56,-1.22,296909,814489500.72,16.13,29.75,25.43,27.0,26.78,1.02,69.11,89.83,4.48,2023-06-14
6,688623,C双元,94.8,-2.67,-2.6,16358,156382081.0,2.97,97.55,94.66,97.02,97.4,0.5,12.17,54.05,2.71,2023-06-14
7,688576,西山科技,139.89,-4.64,-6.81,26297,383835683.0,9.62,153.01,138.9,146.0,146.7,0.71,22.16,77.4,3.59,2023-06-14
8,301323,新莱福,44.37,2.97,1.28,76531,334920211.55,5.76,44.78,42.3,43.38,43.09,0.8,32.73,41.17,2.47,2023-06-14
9,688570,天玛智控,26.82,-2.51,-0.69,70901,192109219.0,3.13,27.6,26.74,27.52,27.51,0.84,13.06,31.07,3.03,2023-06-14
10,688523,航天环宇,26.43,-2.58,-0.7,43183,116343243.0,4.13,27.52,26.4,27.02,27.13,0.74,12.76,482.43,6.97,2023-06-14
11,301310,鑫宏业,57.29,-3.71,-2.21,38399,222204925.59,2.57,58.82,57.29,58.0,59.5,0.83,17.38,38.82,2.57,2023-06-14
12,688593,新相微,20.78,-1.05,-0.22,135329,282357762.0,3.67,21.32,20.55,20.85,21.0,0.76,19.79,118.94,6.02,2023-06-14
13,001373,翔腾新材,44.56,-3.05,-1.4,54721,244741991.13,4.85,45.94,43.71,45.89,45.96,0.72,31.87,75.68,3.49,2023-06-14
14,301353,普莱得,37.01,-3.72,-1.43,32863,123350016.34,3.62,38.39,37.0,38.39,38.44,1.03,17.3,45.88,2.34,2023-06-14
15,301337,亚华电子,37.71,-6.84,-2.77,62376,242452693.31,7.24,40.51,37.58,40.27,40.48,1.27,25.25,238.98,3.51,2023-06-14
16,301252,同星科技,54.73,-0.49,-0.27,92869,508815423.18,6.93,56.79,52.98,54.77,55.0,0.99,46.43,42.56,4.15,2023-06-14
17,688562,航天软件,32.32,-2.36,-0.78,86330,277509419.0,4.29,33.03,31.61,32.8,33.1,0.49,13.12,-5309.64,7.33,2023-06-14
18,001282,三联锻造,28.41,-1.29,-0.37,35298,100901678.05,2.57,28.99,28.25,28.64,28.78,0.76,12.69,42.14,2.41,2023-06-14
19,301399,英特科技,68.75,-2.37,-1.67,88786,607186734.25,6.77,71.3,66.53,67.1,70.42,0.76,42.55,116.71,4.72,2023-06-14
20,301305,朗坤环境,22.07,-0.85,-0.19,36767,81455520.48,1.53,22.38,22.04,22.2,22.26,0.77,6.57,31.72,1.62,2023-06-14
21,688458,美芯晟,89.7,-3.62,-3.37,11127,100163945.0,4.48,92.8,88.63,92.33,93.07,0.76,6.17,-397.57,3.51,2023-06-14
22,001324,长青科技,22.05,-2.43,-0.55,42335,92868079.52,3.81,22.44,21.58,22.15,22.6,0.59,12.52,58.57,2.88,2023-06-14
23,688581,安杰思,122.9,-1.51,-1.88,3207,39669596.0,2.78,125.49,122.02,124.09,124.78,0.37,2.48,51.95,3.44,2023-06-14
24,688361,中科飞测-U,82.62,0.28,0.23,32358,268120670.0,4.59,84.88,81.1,82.0,82.39,0.64,5.4,210.72,11.49,2023-06-14
25,301428,世纪恒通,40.97,-3.33,-1.41,46384,190870630.75,3.96,42.29,40.61,42.0,42.38,0.96,19.83,56.84,3.44,2023-06-14
26,688552,航天南湖,25.5,0.87,0.22,58865,149007715.0,3.01,25.67,24.91,25.16,25.28,0.91,7.69,-125.92,3.31,2023-06-14
27,301332,德尔玛,14.44,3.74,0.52,210921,306032222.97,6.68,15.0,14.07,14.11,13.92,2.38,24.95,71.72,2.47,2023-06-14
28,301382,蜂助手,42.44,-4.74,-2.11,80748,346679197.52,5.52,44.6,42.14,44.54,44.55,1.15,22.31,61.21,4.58,2023-06-14
29,688512,慧智微-U,24.5,1.24,0.3,63756,155417429.0,4.3,24.86,23.82,24.15,24.2,0.8,13.15,-42.25,4.57,2023-06-14
30,001380,华纬科技,28.06,-1.13,-0.32,25508,71672642.84,2.11,28.5,27.9,28.45,28.38,0.6,8.08,33.32,2.57,2023-06-14
31,301325,曼恩斯特,99.4,-2.03,-2.06,23588,232633075.4,5.14,101.22,96.0,101.07,101.46,1.06,9.52,44.34,4.39,2023-06-14
32,688479,友车科技,34.02,2.93,0.97,37696,128872704.0,6.08,35.19,33.18,33.8,33.05,0.7,11.58,33.81,2.7,2023-06-14
33,688469,中芯集成-U,5.86,-1.35,-0.08,485319,285599013.0,1.52,5.94,5.85,5.92,5.94,1.07,4.66,-20.59,3.34,2023-06-14
34,603172,万丰股份,17.07,-0.99,-0.17,22646,38678008.0,1.97,17.25,16.91,17.24,17.24,0.76,6.92,37.0,2.26,2023-06-14
35,301390,经纬股份,46.0,-3.32,-1.58,37363,173525499.52,5.0,48.0,45.62,47.09,47.58,0.71,24.91,-1199.3,3.09,2023-06-14
36,688249,晶合集成,19.26,-1.68,-0.33,128825,250748398.0,2.4,19.71,19.24,19.51,19.59,0.94,3.69,-29.22,1.72,2023-06-14
37,301293,三博脑科,97.82,0.88,0.85,78620,754698659.73,4.78,98.3,93.66,95.51,96.97,0.82,23.04,156.34,6.77,2023-06-14
38,301360,荣旗科技,89.6,-4.02,-3.75,18262,165281133.62,3.94,92.99,89.31,92.0,93.35,0.62,15.27,-184.06,4.39,2023-06-14
39,688478,晶升股份,49.4,-1.87,-0.94,49259,241314225.0,4.53,50.35,48.07,49.85,50.34,0.88,17.23,700.51,4.44,2023-06-14
40,301307,美利信,32.03,0.19,0.06,68281,219446107.84,3.69,32.73,31.55,31.6,31.97,1.03,14.54,30.3,2.12,2023-06-14
41,688146,中船特气,44.17,0.0,0.0,35551,157379784.0,2.51,44.79,43.68,44.2,44.17,0.95,6.02,68.53,4.51,2023-06-14
42,688352,颀中科技,15.12,-2.2,-0.34,82683,125578347.0,2.2,15.39,15.05,15.3,15.46,0.77,5.46,146.82,3.28,2023-06-14
43,603137,恒尚节能,19.63,-0.86,-0.17,15829,31094807.0,2.12,19.92,19.5,19.77,19.8,0.47,4.94,9.83,2.37,2023-06-14
44,688539,高华科技,40.25,-1.03,-0.42,11710,47226311.0,3.81,41.07,39.52,40.4,40.67,0.99,4.15,93.0,3.17,2023-06-14
45,688507,索辰科技,201.0,-1.76,-3.61,3933,78957460.0,3.74,206.0,198.35,205.0,204.61,0.91,4.33,-106.45,2.95,2023-06-14
46,301387,光大同创,47.94,-3.83,-1.91,22857,111171299.45,3.23,49.55,47.94,49.5,49.85,0.72,13.72,35.84,2.31,2023-06-14
47,301357,北方长龙,47.69,-3.25,-1.6,15212,73411347.4,3.14,49.15,47.6,49.0,49.29,0.98,9.44,45.64,2.83,2023-06-14
48,688433,华曙高科,30.68,-1.41,-0.44,25107,77453735.0,2.92,31.32,30.41,31.15,31.12,0.57,7.27,155.26,7.02,2023-06-14
49,301429,森泰股份,23.47,-3.34,-0.81,31996,75405621.14,4.12,24.27,23.27,24.19,24.28,0.82,11.41,41.33,2.11,2023-06-14
50,603135,中重科技,18.75,0.91,0.17,48694,90524978.0,2.48,18.77,18.31,18.54,18.58,1.39,5.58,42.61,1.86,2023-06-14
51,603125,常青科技,29.33,-1.74,-0.52,22535,66203198.0,2.21,29.86,29.2,29.8,29.85,0.76,4.78,30.51,2.82,2023-06-14
52,601133,柏诚股份,16.52,-1.9,-0.32,104816,173513340.0,2.79,16.84,16.37,16.79,16.84,0.48,8.31,53.4,3.3,2023-06-14
53,601065,江盐集团,13.11,9.98,1.19,434549,551568348.0,10.49,13.11,11.86,11.92,11.92,4.0,28.0,15.07,2.24,2023-06-14
54,601061,中信金属,9.32,2.08,0.19,450671,418171271.0,3.18,9.36,9.07,9.11,9.13,1.42,9.27,21.03,2.2,2023-06-14
55,001367,海森药业,46.53,-0.75,-0.35,6500,30316582.44,1.43,47.11,46.44,47.0,46.88,0.55,3.9,31.64,2.7,2023-06-14
