序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603270,C金帝,50.6,4.83,2.33,374189,1990608963.0,20.16,58.88,49.15,50.0,48.27,0.9,76.3,61.6,5.31,2023-09-04
2,301525,C儒竞,124.28,5.75,6.76,86870,1071293176.75,8.09,127.37,117.86,117.9,117.52,0.75,38.83,50.56,3.92,2023-09-04
3,301528,多浦乐,100.95,-5.55,-5.93,41549,427077497.35,6.82,108.0,100.71,106.88,106.88,0.59,29.43,104.48,4.43,2023-09-04
4,688591,泰凌微,36.25,-1.36,-0.5,193047,689434039.0,7.67,37.5,34.68,36.8,36.75,0.59,37.09,152.03,3.75,2023-09-04
5,603275,众辰科技,51.01,-1.64,-0.85,68556,352600654.0,2.87,52.29,50.8,51.49,51.86,0.52,18.81,40.57,2.98,2023-09-04
6,301421,波长光电,72.7,-1.76,-1.3,126130,894721685.05,9.57,75.6,68.52,75.6,74.0,0.73,45.97,121.71,7.22,2023-09-04
7,301469,恒达新材,50.5,-3.33,-1.74,58860,297645808.22,3.37,51.66,49.9,50.5,52.24,0.46,28.34,53.73,3.42,2023-09-04
8,301418,协昌科技,68.99,-1.3,-0.91,30415,209899985.95,3.98,70.78,68.0,69.8,69.9,0.55,17.49,51.01,3.23,2023-09-04
9,688693,锴威特,65.62,-1.85,-1.24,41723,272271695.0,6.55,67.68,63.3,66.05,66.86,0.64,25.37,82.46,4.68,2023-09-04
10,301533,威马农机,47.66,1.19,0.56,32994,158035150.2,4.65,49.0,46.81,47.09,47.1,0.55,15.25,64.77,4.33,2023-09-04
11,688573,信宇人,39.7,-1.73,-0.7,32568,129954077.0,5.05,41.05,39.01,41.05,40.4,0.37,16.68,-1045.63,4.43,2023-09-04
12,301511,德福科技,32.65,0.21,0.07,58132,190428697.54,2.76,33.2,32.3,32.3,32.58,0.42,10.0,132.28,3.51,2023-09-04
13,688592,司南导航,69.05,3.37,2.25,34531,240169833.0,6.56,71.58,67.2,67.3,66.8,0.71,27.11,285.5,4.3,2023-09-04
14,301498,乖宝宠物,45.08,0.27,0.12,33189,148599370.06,4.16,45.78,43.91,44.92,44.96,0.56,8.84,43.82,5.24,2023-09-04
15,688548,广钢气体,12.4,-0.8,-0.1,290695,360109347.0,4.24,12.69,12.16,12.39,12.5,0.5,11.95,51.58,2.94,2023-09-04
16,301510,固高科技,47.03,-0.38,-0.18,48456,228570529.9,4.58,48.4,46.24,47.3,47.21,0.46,14.07,463.92,15.5,2023-09-04
17,301372,科净源,73.28,1.71,1.23,40174,297374515.81,5.36,75.96,72.1,72.77,72.05,0.58,24.71,52.52,5.29,2023-09-04
18,301348,蓝箭电子,45.36,-1.46,-0.67,94455,426928484.94,4.98,46.59,44.3,45.17,46.03,0.67,19.92,112.14,5.85,2023-09-04
19,688671,碧兴物联,60.76,-10.63,-7.23,86688,559925444.0,13.22,69.6,60.61,65.95,67.99,0.77,52.19,99.78,4.17,2023-09-04
20,301487,盟固利,67.28,2.2,1.45,130485,864426897.06,5.99,67.8,63.86,65.85,65.83,0.55,23.96,373.4,15.72,2023-09-04
21,300904,威力传动,95.26,-4.74,-4.74,65964,644116192.94,7.32,102.0,94.68,96.96,100.0,0.85,38.44,152.03,8.05,2023-09-04
22,603296,华勤技术,71.95,2.43,1.71,20954,148721082.0,2.85,72.03,70.03,70.73,70.24,0.82,3.52,20.33,2.72,2023-09-04
23,688347,华虹公司,51.64,0.86,0.44,93391,476633271.0,2.23,51.64,50.5,51.25,51.2,0.5,8.98,27.89,2.1,2023-09-04
