序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301550,N斯菱,55.08,46.65,17.52,196087,1119802156.98,21.06,62.88,54.97,55.0,37.56,,75.18,46.02,4.01,2023-09-15
2,688702,C盛科-U,57.8,-7.52,-4.7,168659,988080574.0,9.42,62.0,56.11,58.94,62.5,0.65,45.34,334.17,9.84,2023-09-15
3,603075,C热威,29.23,-9.22,-2.97,140686,428019844.0,9.07,32.14,29.22,32.1,32.2,0.69,36.26,49.42,6.3,2023-09-15
4,301529,C福赛,55.01,-11.03,-6.82,105565,601591123.12,10.08,61.2,54.97,60.5,61.83,0.82,55.02,58.15,3.94,2023-09-15
5,688549,中巨芯-U,10.53,-6.81,-0.77,656671,708247000.0,5.49,11.14,10.52,11.1,11.3,0.54,25.1,409.01,5.14,2023-09-15
6,301251,威尔高,45.05,-5.71,-2.73,87963,404117979.8,5.38,47.45,44.88,47.18,47.78,0.64,27.56,58.82,4.35,2023-09-15
7,301507,民生健康,22.82,2.24,0.5,223320,505650808.15,9.63,23.75,21.6,22.3,22.32,0.97,26.41,58.07,5.58,2023-09-15
8,603270,金帝股份,33.4,-1.53,-0.52,88226,294836838.0,4.81,34.45,32.82,33.9,33.92,0.64,17.99,40.66,3.51,2023-09-15
9,301525,儒竞科技,100.3,-0.82,-0.83,24899,249230329.71,4.6,102.5,97.85,101.34,101.13,0.76,11.13,40.81,3.17,2023-09-15
10,301528,多浦乐,85.48,-3.12,-2.75,15246,131594424.01,3.54,88.6,85.48,87.97,88.23,0.83,10.8,88.47,3.75,2023-09-15
11,688591,泰凌微,33.41,1.43,0.47,85226,286949671.0,4.95,34.43,32.8,33.3,32.94,0.63,16.38,140.12,3.45,2023-09-15
12,603275,众辰科技,45.07,0.42,0.19,28341,127111037.0,3.25,45.66,44.2,44.83,44.88,0.72,7.78,35.85,2.63,2023-09-15
13,301421,波长光电,76.88,-4.72,-3.81,88165,676128513.79,7.63,80.0,73.84,80.0,80.69,0.79,32.13,128.71,7.63,2023-09-15
14,301469,恒达新材,43.61,-1.56,-0.69,19349,85158051.38,2.91,44.79,43.5,44.35,44.3,0.72,9.32,46.4,2.96,2023-09-15
15,301418,协昌科技,63.0,-2.85,-1.85,27042,172371177.12,3.56,65.1,62.79,64.87,64.85,0.71,15.55,46.58,2.95,2023-09-15
16,688693,锴威特,54.2,0.39,0.21,21923,119419822.0,5.09,55.86,53.11,54.31,53.99,0.83,13.33,68.11,3.86,2023-09-15
17,301533,威马农机,43.0,-1.19,-0.52,14262,61655736.98,3.31,44.0,42.56,43.93,43.52,0.55,6.59,58.44,3.91,2023-09-15
18,688573,信宇人,34.65,-1.56,-0.55,9037,31572450.0,2.87,35.63,34.62,35.5,35.2,0.49,4.63,-912.63,3.87,2023-09-15
19,301511,德福科技,29.79,-2.33,-0.71,53309,160076525.47,3.9,30.95,29.76,30.9,30.5,0.64,9.17,120.69,3.21,2023-09-15
20,688592,司南导航,63.05,-0.99,-0.63,17959,114293320.0,4.41,65.19,62.38,63.69,63.68,0.54,14.1,260.69,3.93,2023-09-15
21,301498,乖宝宠物,41.64,-0.24,-0.1,17128,71481745.65,1.84,42.07,41.3,41.84,41.74,0.65,4.56,40.48,4.84,2023-09-15
