序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603062,C麦加,65.07,-12.98,-9.71,132485,875373762.0,6.08,69.55,65.0,68.3,74.78,0.68,50.07,33.94,3.14,2023-11-08
2,001376,C百通,31.08,-2.33,-0.74,232889,739382800.28,9.96,33.22,30.05,31.8,31.82,0.73,50.53,106.89,14.22,2023-11-08
3,603107,上海汽配,30.02,-5.92,-1.89,321516,973803886.0,3.42,31.1,30.01,31.0,31.91,0.74,38.9,60.5,5.15,2023-11-08
4,301555,惠柏新材,51.32,-4.66,-2.51,81187,415764552.02,4.83,52.8,50.2,51.19,53.83,0.7,37.11,77.11,4.45,2023-11-08
5,001378,德冠新材,46.56,-0.77,-0.36,61318,285316057.37,1.39,46.89,46.24,46.75,46.92,0.49,19.47,45.98,3.33,2023-11-08
6,301489,思泉新材,86.45,12.93,9.9,82051,672473106.68,17.6,87.98,74.51,75.0,76.55,1.44,60.0,99.45,5.09,2023-11-08
7,603273,天元智能,30.27,5.84,1.67,247329,739657900.0,6.96,31.0,29.01,29.17,28.6,1.32,47.11,107.18,7.69,2023-11-08
8,603193,润本股份,18.15,-1.73,-0.32,61852,112168654.0,2.76,18.47,17.96,18.42,18.47,0.69,10.51,30.47,3.91,2023-11-08
9,301517,陕西华达,65.2,-1.93,-1.28,38865,254193300.25,2.57,66.31,64.6,66.0,66.48,0.64,18.34,85.49,5.37,2023-11-08
10,301559,中集环科,20.63,-0.1,-0.02,50938,104817116.92,1.5,20.77,20.46,20.62,20.65,0.93,6.03,19.08,1.75,2023-11-08
11,688657,浩辰软件,87.5,0.0,0.0,7052,62172267.0,2.7,89.45,87.09,88.0,87.5,0.89,7.45,69.65,1.61,2023-11-08
