序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301378,N通达海,111.53,17.4,16.53,70126,820808357.39,15.79,125.0,110.0,110.0,95.0,,60.98,58.47,3.58,2023-03-20
2,301246,N宏源,41.95,-16.1,-8.05,204972,840317930.51,10.0,45.0,40.0,44.0,50.0,,46.19,37.02,3.88,2023-03-20
3,301439,C泓淋,20.4,-16.05,-3.9,368505,776793137.18,7.98,22.25,20.31,22.05,24.3,0.68,39.94,44.28,2.99,2023-03-20
4,603073,彩蝶实业,25.34,-9.98,-2.81,46768,118833886.0,2.42,26.02,25.34,25.35,28.15,0.49,16.13,26.77,2.41,2023-03-20
5,603282,亚光股份,34.5,10.01,3.14,52096,179730269.0,0.0,34.5,34.5,34.5,31.36,9.31,15.55,27.55,4.22,2023-03-20
6,603153,上海建科,23.74,2.86,0.66,348976,831417844.0,7.37,24.7,23.0,23.99,23.08,3.19,63.45,35.3,3.02,2023-03-20
7,001368,通达创智,26.75,-3.43,-0.95,60612,163623343.86,3.36,27.6,26.67,27.54,27.7,0.73,21.65,22.76,2.25,2023-03-20
8,601121,宝地矿业,11.17,10.05,1.02,15262,17047654.0,0.0,11.17,11.17,11.17,10.15,0.78,0.76,44.66,3.04,2023-03-20
9,688502,茂莱光学,235.11,0.55,1.28,38979,939111885.0,13.69,258.0,226.0,245.0,233.83,1.18,32.32,210.35,10.56,2023-03-20
10,301157,华塑科技,60.4,-1.02,-0.62,34703,208896438.12,5.95,62.13,58.5,60.16,61.02,0.77,24.39,63.57,3.5,2023-03-20
11,001278,一彬科技,23.41,-3.66,-0.89,74235,175741511.04,3.91,24.33,23.38,24.03,24.3,0.54,24.0,25.77,2.41,2023-03-20
12,001366,播恩集团,19.06,-4.22,-0.84,183722,357941458.41,10.85,20.84,18.68,19.8,19.9,1.0,45.53,39.56,3.64,2023-03-20
13,301322,绿通科技,133.99,4.35,5.58,17670,229010424.02,11.28,135.5,121.02,128.45,128.41,1.13,10.65,30.05,3.35,2023-03-20
14,603061,金海通,128.73,-8.04,-11.25,50521,670077690.0,5.86,136.7,128.5,136.0,139.98,0.86,33.68,50.18,5.81,2023-03-20
15,001337,四川黄金,29.15,10.0,2.65,6286,18323398.5,0.0,29.15,29.15,29.15,26.5,1.01,1.05,61.62,9.95,2023-03-20
