序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603062,N麦加,74.78,28.75,16.7,193742,1559269347.0,31.89,93.0,74.48,80.0,58.08,,73.23,39.0,3.61,2023-11-07
2,001376,C百通,31.82,-9.06,-3.17,253055,824622025.29,7.97,34.5,31.71,33.8,34.99,0.72,54.9,109.43,14.56,2023-11-07
3,603107,C汽配,31.91,-1.69,-0.55,359703,1183028746.0,9.61,34.65,31.53,32.1,32.46,0.79,43.52,64.31,5.47,2023-11-07
4,301555,惠柏新材,53.83,-1.14,-0.62,99074,548912539.42,6.85,57.5,53.77,56.0,54.45,0.76,45.29,80.88,4.67,2023-11-07
5,001378,德冠新材,46.92,-0.09,-0.04,81607,382999879.96,1.41,47.27,46.61,46.97,46.96,0.58,25.91,46.33,3.36,2023-11-07
6,301489,思泉新材,76.55,6.76,4.85,73837,553552394.65,14.6,81.08,70.61,73.35,71.7,1.3,53.99,88.06,4.51,2023-11-07
7,603273,天元智能,28.6,1.06,0.3,142988,404682887.0,3.07,28.8,27.93,28.7,28.3,0.64,27.23,101.27,7.27,2023-11-07
8,603193,润本股份,18.47,0.11,0.02,68775,126021609.0,3.14,18.65,18.07,18.39,18.45,0.64,11.68,31.01,3.98,2023-11-07
9,301517,陕西华达,66.48,0.8,0.53,52877,346460865.42,4.46,66.8,63.86,65.95,65.95,0.72,24.95,87.17,5.48,2023-11-07
10,301559,中集环科,20.65,-0.24,-0.05,47414,97774371.61,1.01,20.73,20.52,20.62,20.7,0.8,5.61,19.1,1.75,2023-11-07
11,688657,浩辰软件,87.5,-1.69,-1.5,8880,78071423.0,2.96,89.49,86.86,88.6,89.0,1.18,9.38,69.65,1.61,2023-11-07
