序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688535,N华海,62.65,79.0,27.65,123413,779923138.0,40.37,70.13,56.0,60.02,35.0,,75.1,122.63,5.0,2023-04-04
2,688343,N云天-U,104.11,137.04,60.19,563957,5865836287.0,79.9,127.0,91.91,121.0,43.92,,75.67,-84.82,7.89,2023-04-04
3,301281,N科源,38.75,-12.29,-5.43,86656,343563127.61,9.05,42.5,38.5,41.0,44.18,,47.22,32.84,2.33,2023-04-04
4,301203,N国泰环,40.19,-12.88,-5.94,79561,323657803.71,10.73,44.95,40.0,44.95,46.13,,46.62,21.62,2.27,2023-04-04
5,301141,C中科磁,40.8,-6.42,-2.8,87549,352858050.33,4.98,41.67,39.5,41.16,43.6,0.69,43.19,40.44,2.92,2023-04-04
6,688531,C日联,182.5,-6.07,-11.8,50240,931844225.0,7.27,193.0,178.88,188.47,194.3,0.58,28.9,202.04,4.58,2023-04-04
7,603162,海通发展,30.92,1.05,0.32,39562,122021123.0,2.19,31.17,30.5,30.6,30.6,0.51,9.58,19.01,3.67,2023-04-04
8,600925,苏能股份,6.54,-3.82,-0.26,1359181,899090943.0,3.68,6.77,6.52,6.76,6.8,0.62,19.73,16.58,3.02,2023-04-04
9,301386,C未来,25.4,-4.11,-1.09,71769,184071090.93,2.72,26.07,25.35,26.0,26.49,0.66,21.62,44.15,2.33,2023-04-04
10,301314,科瑞思,72.45,-7.19,-5.61,36785,272693955.36,6.15,77.0,72.2,77.0,78.06,0.73,34.62,29.87,2.88,2023-04-04
11,603291,联合水务,14.95,10.01,1.36,10571,15803570.0,0.0,14.95,14.95,14.95,13.59,0.66,2.5,48.77,4.02,2023-04-04
12,603065,宿迁联盛,17.36,1.94,0.33,83118,143733263.0,4.11,17.5,16.8,17.03,17.03,1.18,19.84,29.53,3.47,2023-04-04
13,301345,涛涛车业,50.78,-2.63,-1.37,21381,109394601.66,2.91,52.15,50.63,52.02,52.15,1.03,8.92,26.91,1.97,2023-04-04
14,301378,通达海,117.0,-5.16,-6.36,25626,308304707.55,9.32,127.75,116.25,123.96,123.36,0.86,22.28,61.33,3.76,2023-04-04
15,301246,宏源药业,36.08,-1.88,-0.69,32193,117284360.38,2.5,36.93,36.01,36.82,36.77,0.96,7.26,31.84,3.33,2023-04-04
16,301439,泓淋电力,17.91,-1.92,-0.35,102834,184936391.21,2.85,18.29,17.77,18.27,18.26,1.14,11.15,38.88,2.63,2023-04-04
17,603073,彩蝶实业,21.68,3.53,0.74,65877,141179160.0,5.3,21.87,20.76,20.92,20.94,1.42,22.72,22.9,2.06,2023-04-04
18,603282,亚光股份,37.24,4.75,1.69,97652,356441344.0,6.69,37.49,35.11,35.71,35.55,1.06,29.15,29.73,4.56,2023-04-04
19,603153,上海建科,19.55,10.02,1.78,237005,452549021.0,10.02,19.55,17.77,17.99,17.77,2.26,43.09,29.07,2.48,2023-04-04
20,001368,通达创智,30.6,9.99,2.78,92266,273695757.35,10.6,30.6,27.65,27.88,27.82,2.07,32.95,26.04,2.58,2023-04-04
21,601121,宝地矿业,8.92,2.06,0.18,516059,461105766.0,4.58,9.13,8.73,8.81,8.74,1.39,25.8,35.66,2.43,2023-04-04
22,688502,茂莱光学,219.12,-1.23,-2.73,19577,441162613.0,11.63,239.0,213.2,217.0,221.85,1.11,16.23,196.04,9.84,2023-04-04
23,301157,华塑科技,60.67,-3.85,-2.43,31051,193327651.62,7.42,64.84,60.16,64.08,63.1,0.88,21.83,63.86,3.52,2023-04-04
24,001278,一彬科技,25.16,-3.27,-0.85,74398,189205010.26,4.04,25.98,24.93,25.77,26.01,0.7,24.05,27.7,2.59,2023-04-04
25,001366,播恩集团,22.03,9.99,2.0,260322,560068927.1,7.24,22.03,20.58,21.6,20.03,1.75,64.52,45.72,4.21,2023-04-04
26,301322,绿通科技,121.0,-2.83,-3.52,8718,106005563.61,2.87,123.87,120.3,123.87,124.52,0.97,5.26,27.14,3.02,2023-04-04
27,603061,金海通,119.22,3.88,4.45,43448,503340564.0,7.19,119.25,111.0,113.4,114.77,1.25,28.97,46.47,5.38,2023-04-04
28,001337,四川黄金,29.15,10.0,2.65,319764,898754266.09,8.11,29.15,27.0,27.0,26.5,1.63,53.29,61.62,9.95,2023-04-04
29,688522,纳睿雷达,63.58,-3.67,-2.42,46714,297045098.0,5.0,65.8,62.5,65.35,66.0,1.22,13.05,92.81,4.47,2023-04-04
30,301408,华人健康,19.93,-0.85,-0.17,62770,126075594.95,3.08,20.44,19.82,19.98,20.1,0.74,11.14,49.41,4.36,2023-04-04
31,001311,多利科技,83.65,-8.15,-7.42,60046,516098750.33,8.43,90.68,83.0,90.26,91.07,1.35,16.99,26.55,3.04,2023-04-04
32,001225,和泰机电,50.53,-1.73,-0.89,8764,44300119.1,1.24,51.0,50.36,50.9,51.42,1.09,5.42,14.78,2.31,2023-04-04
33,688486,龙迅股份,103.47,-0.98,-1.02,19231,202456852.0,8.21,109.6,101.02,102.71,104.49,1.57,12.93,103.55,5.32,2023-04-04
34,301303,真兰仪表,23.92,-2.72,-0.67,45032,108826782.29,2.89,24.6,23.89,24.59,24.59,1.28,6.5,39.83,2.54,2023-04-04
35,603190,亚通精工,30.89,-1.81,-0.57,20539,63714755.0,2.03,31.46,30.82,31.46,31.46,0.65,6.85,24.59,1.94,2023-04-04
