序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603065,宿迁联盛,20.29,-9.38,-2.1,191681,392720578.0,5.23,21.32,20.15,21.0,22.39,1.82,45.75,34.51,4.05,2023-03-24
2,301345,C涛涛,55.34,0.04,0.02,29102,161709072.57,1.52,55.99,55.15,55.44,55.32,0.45,12.14,29.33,2.15,2023-03-24
3,301378,C通达海,114.6,11.32,11.65,46600,517373611.55,17.38,118.0,100.11,100.11,102.95,0.88,40.52,60.08,3.68,2023-03-24
4,301246,C宏源,38.61,0.1,0.04,46745,180754558.16,1.17,38.95,38.5,38.69,38.57,0.37,10.53,34.07,3.57,2023-03-24
5,301439,泓淋电力,19.4,1.15,0.22,152657,297463056.4,4.07,19.85,19.07,19.08,19.18,0.52,16.55,42.11,2.85,2023-03-24
6,603073,彩蝶实业,21.42,-1.29,-0.28,54357,117033537.0,2.4,21.84,21.32,21.62,21.7,0.55,18.74,22.63,2.04,2023-03-24
7,603282,亚光股份,32.16,-0.12,-0.04,97585,314909431.0,4.5,32.98,31.53,32.08,32.2,0.81,29.13,25.68,3.94,2023-03-24
8,603153,上海建科,18.55,-5.12,-1.0,180161,339500688.0,3.79,19.28,18.54,19.01,19.55,0.61,32.76,27.58,2.36,2023-03-24
9,001368,通达创智,26.93,-0.88,-0.24,30253,81468595.96,0.99,27.07,26.8,27.0,27.17,0.6,10.8,22.91,2.27,2023-03-24
10,601121,宝地矿业,9.17,0.66,0.06,538955,491685660.0,3.51,9.27,8.95,9.02,9.11,0.93,26.95,36.66,2.49,2023-03-24
11,688502,茂莱光学,217.6,-5.39,-12.4,25710,576053811.0,10.83,239.96,215.04,230.17,230.0,0.8,21.32,194.68,9.78,2023-03-24
12,301157,华塑科技,65.3,7.79,4.72,59875,386462428.11,15.32,69.88,60.6,60.6,60.58,1.91,42.09,68.73,3.79,2023-03-24
13,001278,一彬科技,23.15,1.22,0.28,44849,104084734.55,2.1,23.38,22.9,22.96,22.87,0.69,14.5,25.48,2.38,2023-03-24
14,001366,播恩集团,16.88,-2.6,-0.45,89632,152586413.61,2.14,17.25,16.88,17.1,17.33,0.53,22.21,35.03,3.23,2023-03-24
