序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301525,C儒竞,126.05,2.47,3.04,104515,1337006371.81,6.68,132.64,124.42,125.0,123.01,0.65,46.71,51.28,3.98,2023-08-31
2,301528,C多浦乐,119.18,3.54,4.07,53102,610318054.13,8.69,120.0,110.0,110.01,115.11,0.63,37.62,123.35,5.23,2023-08-31
3,688591,C泰凌微,44.0,-1.17,-0.52,294229,1298125072.0,10.06,46.66,42.18,43.5,44.52,0.82,56.53,184.53,4.55,2023-08-31
4,603275,众辰科技,51.23,-0.47,-0.24,80768,415535332.0,4.43,52.8,50.52,51.01,51.47,0.52,22.16,40.75,2.99,2023-08-31
5,301421,波长光电,82.2,14.17,10.2,167181,1306906180.5,21.51,84.98,69.49,69.9,72.0,0.94,60.93,137.62,8.16,2023-08-31
6,301469,恒达新材,52.02,-6.94,-3.88,91169,486549887.04,6.28,55.31,51.8,54.2,55.9,0.68,43.89,55.35,3.53,2023-08-31
7,301418,协昌科技,75.5,4.93,3.55,52207,385808264.34,7.07,75.92,70.83,71.0,71.95,0.81,30.03,55.83,3.53,2023-08-31
8,688693,锴威特,68.14,8.69,5.45,87874,584490600.0,15.15,70.6,61.1,61.8,62.69,1.49,53.43,85.63,4.86,2023-08-31
9,301533,威马农机,49.72,2.03,0.99,50168,247892937.75,6.73,51.15,47.87,48.39,48.73,0.68,23.19,67.57,4.52,2023-08-31
10,688573,信宇人,45.24,3.52,1.54,79129,350699547.0,7.69,45.38,42.02,43.15,43.7,0.85,40.53,-1191.55,5.05,2023-08-31
11,301511,德福科技,33.7,0.57,0.19,101735,341889632.45,4.33,34.15,32.7,33.8,33.51,0.58,17.49,136.53,3.63,2023-08-31
12,688592,司南导航,71.51,2.58,1.8,65016,464484455.0,12.08,75.62,67.2,68.97,69.71,1.51,51.04,295.67,4.46,2023-08-31
13,301498,乖宝宠物,45.24,-1.24,-0.57,37211,169217831.86,2.93,46.25,44.91,45.84,45.81,0.49,9.91,43.98,5.26,2023-08-31
14,688548,广钢气体,13.16,7.08,0.87,657827,843827971.0,9.11,13.28,12.16,12.17,12.29,1.37,27.05,54.74,3.12,2023-08-31
15,301510,固高科技,49.68,1.85,0.9,97942,484747116.75,7.01,50.72,47.3,47.3,48.78,0.87,28.43,490.06,16.38,2023-08-31
16,301372,科净源,75.66,-6.59,-5.34,53366,410967052.33,4.56,78.99,75.3,78.99,81.0,0.57,32.82,54.22,5.46,2023-08-31
17,301348,蓝箭电子,48.0,8.11,3.6,187080,872757966.05,12.39,48.6,43.1,43.1,44.4,1.57,39.45,118.66,6.19,2023-08-31
18,688671,碧兴物联,78.18,5.58,4.13,109916,826600973.0,12.3,79.7,70.59,74.0,74.05,1.01,66.17,128.38,5.37,2023-08-31
19,301487,盟固利,67.33,-4.31,-3.03,184176,1260740969.42,7.12,71.85,66.84,69.02,70.36,0.71,33.82,373.68,15.74,2023-08-31
20,300904,威力传动,98.59,2.25,2.17,86044,851581298.57,11.21,104.5,93.69,95.01,96.42,1.25,50.14,157.34,8.33,2023-08-31
21,603296,华勤技术,70.7,-1.72,-1.24,20682,147021659.0,2.04,72.15,70.68,72.15,71.94,0.73,3.48,19.97,2.67,2023-08-31
22,688347,华虹公司,52.1,1.9,0.97,201067,1048569012.0,5.63,53.43,50.55,50.64,51.13,1.25,19.34,28.14,2.12,2023-08-31
23,301362,民爆光电,46.21,1.18,0.54,26126,120298214.71,2.76,46.66,45.4,45.71,45.67,0.64,10.88,20.52,1.93,2023-08-31
24,301518,长华化学,28.43,0.39,0.11,30520,86063046.36,2.19,28.5,27.88,28.04,28.32,0.62,9.18,44.87,2.9,2023-08-31
25,301509,金凯生科,80.11,1.26,1.0,67802,548348347.14,9.2,84.7,77.42,77.5,79.11,1.44,33.24,30.8,3.27,2023-08-31
26,603119,浙江荣泰,24.39,0.58,0.14,82632,201015924.0,3.01,24.63,23.9,24.25,24.25,0.71,12.05,49.15,4.34,2023-08-31
27,301371,敷尔佳,53.36,1.73,0.91,40195,212743298.12,2.8,53.47,52.0,52.5,52.45,0.79,10.68,30.19,4.1,2023-08-31
