序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301489,N思泉,70.15,68.39,28.49,104108,745745697.49,33.1,80.88,67.09,71.0,41.66,,76.13,84.79,4.19,2023-10-24
2,603273,C天元,18.2,-20.45,-4.68,312328,594518405.0,13.11,20.88,17.88,19.1,22.88,0.84,59.49,61.76,4.7,2023-10-24
3,603193,润本股份,16.96,-2.14,-0.37,155239,263421342.0,6.81,17.63,16.45,16.91,17.33,0.61,26.37,28.72,3.78,2023-10-24
4,301517,陕西华达,66.88,-13.02,-10.01,112964,785965924.32,11.97,75.5,66.3,73.93,76.89,0.84,53.3,78.91,5.58,2023-10-24
5,301559,中集环科,19.88,1.95,0.38,65861,130345419.27,2.51,19.96,19.47,19.66,19.5,0.57,7.79,16.65,2.42,2023-10-24
6,688657,浩辰软件,79.99,2.71,2.11,7686,60717963.0,4.56,80.34,76.79,78.39,77.88,0.76,8.12,68.54,2.61,2023-10-24
7,688719,爱科赛博,60.83,4.88,2.83,22173,132396877.0,6.21,61.24,57.64,58.05,58.0,0.65,12.22,46.17,2.88,2023-10-24
8,301558,三态股份,14.63,20.02,2.44,418316,571496380.97,18.46,14.63,12.38,12.4,12.19,1.24,37.61,70.82,8.53,2023-10-24
9,603276,恒兴新材,22.94,2.55,0.57,49040,111673033.0,5.1,23.45,22.31,22.6,22.37,0.54,12.9,41.48,2.13,2023-10-24
10,301520,万邦医药,58.91,4.21,2.38,20294,117781934.44,4.35,58.99,56.53,56.79,56.53,0.91,12.84,36.49,2.79,2023-10-24
