序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688702,N盛科-U,62.5,46.51,19.84,259722,1675975830.0,29.3,72.0,59.5,66.55,42.66,,69.82,361.34,10.64,2023-09-14
2,603075,C热威,32.2,-6.77,-2.34,141912,469336907.0,6.66,34.35,32.05,33.23,34.54,0.63,36.57,54.45,6.94,2023-09-14
3,301529,C福赛,61.83,-1.95,-1.23,115942,747786845.64,15.76,68.96,59.02,62.38,63.06,0.87,60.43,65.36,4.42,2023-09-14
4,688549,C中巨芯-U,11.3,-7.98,-0.98,767339,886405286.0,6.84,12.11,11.27,12.02,12.28,0.58,29.34,438.92,5.51,2023-09-14
5,301251,威尔高,47.78,-8.12,-4.22,114766,569151579.73,7.37,51.6,47.77,51.0,52.0,0.74,35.95,62.38,4.61,2023-09-14
6,301507,民生健康,22.32,-5.3,-1.25,194873,446484102.97,6.41,23.8,22.29,23.55,23.57,0.74,23.05,56.8,5.46,2023-09-14
7,603270,金帝股份,33.92,-2.86,-1.0,87835,300658058.0,2.95,34.87,33.84,34.7,34.92,0.52,17.91,41.3,3.56,2023-09-14
8,301525,儒竞科技,101.13,-6.02,-6.48,30034,309151790.37,6.04,107.0,100.5,107.0,107.61,0.75,13.42,41.14,3.19,2023-09-14
9,301528,多浦乐,88.23,-6.7,-6.34,25607,229588688.33,5.92,93.49,87.89,93.49,94.57,1.3,18.14,91.31,3.87,2023-09-14
10,688591,泰凌微,32.94,-4.8,-1.66,71183,238014833.0,5.87,34.8,32.77,34.63,34.6,0.46,13.68,138.15,3.41,2023-09-14
11,603275,众辰科技,44.88,-3.98,-1.86,45433,205946331.0,4.41,46.61,44.55,46.6,46.74,1.04,12.47,35.7,2.62,2023-09-14
12,301421,波长光电,80.69,-3.54,-2.96,96024,768331144.94,8.56,84.36,77.2,83.0,83.65,0.81,35.0,135.09,8.01,2023-09-14
13,301469,恒达新材,44.3,-2.47,-1.12,27771,123431027.37,3.7,45.48,43.8,45.39,45.42,0.89,13.37,47.13,3.0,2023-09-14
14,301418,协昌科技,64.85,-8.51,-6.03,43459,290432605.04,7.7,70.01,64.55,70.01,70.88,1.16,25.0,47.95,3.03,2023-09-14
15,688693,锴威特,53.99,-5.84,-3.35,25142,137958178.0,6.38,57.47,53.81,57.18,57.34,0.81,15.29,67.85,3.85,2023-09-14
16,301533,威马农机,43.52,-4.92,-2.25,20411,89940770.34,6.12,46.27,43.47,46.1,45.77,0.73,9.43,59.15,3.96,2023-09-14
17,688573,信宇人,35.2,-4.56,-1.68,12737,45305242.0,5.4,36.92,34.93,36.91,36.88,0.61,6.52,-927.11,3.93,2023-09-14
18,301511,德福科技,30.5,-2.8,-0.88,63911,195845557.17,4.49,31.55,30.14,31.5,31.38,0.68,10.99,123.57,3.28,2023-09-14
19,688592,司南导航,63.68,-9.42,-6.62,25086,163832218.0,9.62,69.98,63.22,69.71,70.3,0.72,19.69,263.29,3.97,2023-09-14
20,301498,乖宝宠物,41.74,-2.54,-1.09,32691,137866400.45,5.21,43.37,41.14,42.6,42.83,1.23,8.7,40.58,4.86,2023-09-14
21,688548,广钢气体,11.47,-4.58,-0.55,180785,209219313.0,5.74,12.03,11.34,11.97,12.02,0.62,7.43,47.71,2.72,2023-09-14
22,301510,固高科技,43.52,-5.1,-2.34,59915,267778251.48,8.0,46.97,43.3,45.76,45.86,0.73,17.39,429.3,14.34,2023-09-14
