序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688523,N环宇,33.99,55.49,12.13,261376,803400024.0,30.15,35.72,29.13,31.1,21.86,,77.24,620.42,8.96,2023-06-02
2,301310,N鑫宏业,65.76,-2.26,-1.52,104770,686809858.37,8.47,68.2,62.5,67.28,67.28,,47.41,44.56,2.95,2023-06-02
3,688593,C新相微,21.51,2.09,0.44,467297,1022816469.0,13.57,23.28,20.42,20.85,21.07,0.81,68.34,123.12,6.23,2023-06-02
4,001373,C翔腾,61.94,34.51,15.89,133744,702987361.97,51.66,68.88,45.09,45.09,46.05,1.15,77.89,105.2,4.86,2023-06-02
5,301353,C普莱得,40.65,-1.33,-0.55,59389,241917422.41,4.08,41.88,40.2,40.23,41.2,0.57,31.26,50.4,2.57,2023-06-02
6,301337,亚华电子,39.33,-2.24,-0.9,56072,222265857.08,2.93,40.39,39.21,39.75,40.23,0.5,22.7,249.25,3.66,2023-06-02
7,301252,同星科技,44.09,1.99,0.86,57366,250703465.59,5.97,44.85,42.27,43.35,43.23,0.73,28.68,34.29,3.35,2023-06-02
8,688562,航天软件,30.72,0.1,0.03,208168,655961756.0,7.2,32.74,30.53,30.53,30.69,0.83,31.64,-5046.79,6.97,2023-06-02
9,001282,三联锻造,29.97,-6.93,-2.23,108805,324402609.77,4.29,30.38,29.0,29.0,32.2,0.91,39.13,44.45,2.55,2023-06-02
10,301399,英特科技,53.34,0.62,0.33,69591,365066026.98,7.32,54.57,50.69,52.03,53.01,0.69,33.35,90.55,3.66,2023-06-02
11,301305,朗坤环境,21.87,0.23,0.05,61709,134257789.67,2.29,22.06,21.56,21.8,21.82,0.53,11.03,31.43,1.61,2023-06-02
12,688458,美芯晟,87.68,4.07,3.43,26832,231448753.0,7.06,88.95,83.0,83.03,84.25,0.62,14.87,-388.61,3.43,2023-06-02
13,001324,长青科技,21.42,-1.79,-0.39,45822,98036247.22,2.98,21.8,21.15,21.8,21.81,0.53,13.56,56.89,2.8,2023-06-02
14,688581,安杰思,130.48,-0.49,-0.64,5712,73776692.0,2.46,130.98,127.76,129.5,131.12,0.43,4.42,55.16,3.65,2023-06-02
15,688361,中科飞测-U,82.25,0.17,0.14,57042,469559752.0,3.32,83.72,80.99,81.8,82.11,0.58,9.52,209.77,11.44,2023-06-02
16,301428,世纪恒通,40.6,-3.06,-1.28,55703,228079778.48,3.27,41.77,40.4,41.7,41.88,0.77,23.81,56.33,3.41,2023-06-02
17,688552,航天南湖,26.81,-1.22,-0.33,86958,235080655.0,2.76,27.45,26.7,27.03,27.14,0.58,11.36,-132.38,3.48,2023-06-02
18,301332,德尔玛,14.37,1.84,0.26,133982,191729758.49,3.76,14.49,13.96,14.07,14.11,0.95,15.85,71.37,2.45,2023-06-02
19,301382,蜂助手,50.3,-1.76,-0.9,132043,672817171.18,6.21,52.88,49.7,51.29,51.2,0.79,36.49,72.55,5.43,2023-06-02
20,688512,慧智微-U,21.62,-3.18,-0.71,69563,152372088.0,5.24,22.73,21.56,22.22,22.33,0.79,14.35,-37.28,4.03,2023-06-02
21,001380,华纬科技,28.64,-3.57,-1.06,68538,197427725.84,2.63,29.29,28.51,29.02,29.7,0.53,21.71,34.01,2.62,2023-06-02
22,301325,曼恩斯特,102.5,8.94,8.41,51066,505946730.07,10.83,103.89,93.7,95.98,94.09,1.59,20.6,45.72,4.53,2023-06-02
23,688479,友车科技,29.82,-1.52,-0.46,20935,62640904.0,2.05,30.3,29.68,30.0,30.28,0.58,6.43,29.64,2.37,2023-06-02
24,688469,中芯集成-U,5.99,-1.32,-0.08,740886,446201484.0,2.14,6.11,5.98,6.04,6.07,0.91,7.12,-20.29,3.29,2023-06-02
25,603172,万丰股份,17.23,1.71,0.29,26938,46157527.0,2.36,17.28,16.88,16.9,16.94,0.49,8.24,37.35,2.28,2023-06-02
26,301390,经纬股份,47.22,3.06,1.4,41791,197076181.31,5.87,48.1,45.41,45.41,45.82,1.03,27.86,-1231.11,3.18,2023-06-02
27,688249,晶合集成,20.29,-1.84,-0.38,197211,400880503.0,3.24,20.78,20.11,20.55,20.67,0.89,5.65,-30.78,1.81,2023-06-02
28,301293,三博脑科,105.71,-8.01,-9.2,143699,1563693474.83,12.09,118.22,104.33,114.6,114.91,0.92,42.11,168.95,7.32,2023-06-02
29,301360,荣旗科技,111.0,-5.93,-7.0,48555,569045029.64,16.79,125.99,106.18,123.0,118.0,1.08,40.59,-228.02,5.44,2023-06-02
30,688478,晶升股份,55.22,0.04,0.02,85999,484170689.0,11.58,59.9,53.51,56.54,55.2,1.26,30.09,783.03,4.96,2023-06-02
31,301307,美利信,30.71,-0.13,-0.04,56380,174079721.11,3.41,31.35,30.3,30.47,30.75,0.56,12.01,29.06,2.03,2023-06-02
32,688146,中船特气,45.7,1.08,0.49,55173,252085256.0,2.79,46.37,45.11,45.4,45.21,0.81,9.34,70.91,4.67,2023-06-02
33,688352,颀中科技,15.16,3.62,0.53,193153,290692414.0,5.06,15.33,14.59,14.62,14.63,1.42,12.76,147.21,3.28,2023-06-02
34,603137,恒尚节能,19.82,2.91,0.56,22874,44880897.0,3.01,19.88,19.3,19.32,19.26,0.93,7.15,9.92,2.4,2023-06-02
35,688539,高华科技,42.31,2.1,0.87,15658,65607223.0,4.44,42.65,40.81,41.32,41.44,0.91,5.55,97.76,3.25,2023-06-02
36,688507,索辰科技,217.5,-1.8,-3.98,5667,124192968.0,3.52,223.89,216.1,218.56,221.48,0.94,6.24,-115.19,3.18,2023-06-02
37,301387,光大同创,54.66,20.0,9.11,83406,430736078.83,19.89,54.66,45.6,46.12,45.55,4.07,50.05,40.87,2.59,2023-06-02
38,301357,北方长龙,52.05,1.98,1.01,28794,149938252.09,3.27,52.87,51.2,51.51,51.04,0.91,17.86,49.81,3.09,2023-06-02
39,688433,华曙高科,27.34,-1.26,-0.35,15329,42066569.0,1.63,27.77,27.32,27.6,27.69,0.57,4.44,138.36,6.25,2023-06-02
40,301429,森泰股份,24.2,4.85,1.12,52715,126482266.71,6.89,24.59,23.0,23.11,23.08,1.38,18.8,42.61,2.18,2023-06-02
41,603135,中重科技,18.88,0.37,0.07,34415,65054529.0,1.65,19.07,18.76,18.9,18.81,0.63,3.94,42.91,1.88,2023-06-02
