序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688548,N广钢,13.15,33.23,3.28,1893287,2735754726.0,47.62,17.8,13.1,16.88,9.87,,77.84,54.7,3.12,2023-08-15
2,301510,N固高,68.0,466.67,56.0,297978,2153184326.05,246.0,96.18,66.66,75.0,12.0,,86.5,3561.66,23.09,2023-08-15
3,301372,C科净源,75.17,-10.99,-9.28,89728,702037328.87,9.47,83.0,75.0,78.82,84.45,0.77,55.19,-400.6,5.74,2023-08-15
4,301348,C蓝箭,52.71,-0.11,-0.06,201965,1107379387.4,10.95,57.45,51.67,51.67,52.77,0.7,42.59,167.2,6.91,2023-08-15
5,688671,C碧兴,40.05,-6.64,-2.85,59413,248459375.0,10.7,44.47,39.88,42.33,42.9,0.54,35.77,57.42,2.77,2023-08-15
6,301487,C盟固利,42.42,-14.2,-7.02,264403,1197180977.26,13.23,48.72,42.18,47.88,49.44,0.71,48.55,235.43,9.91,2023-08-15
7,300904,C威力,81.42,-13.66,-12.88,104119,879765633.31,13.13,91.5,79.12,90.0,94.3,0.81,60.67,364.0,7.04,2023-08-15
8,603296,华勤技术,71.48,1.61,1.13,65695,470655360.0,2.22,72.47,70.91,71.3,70.35,0.53,11.05,19.5,2.78,2023-08-15
9,688347,华虹公司,48.45,-0.92,-0.45,79395,384474466.0,1.84,48.93,48.03,48.7,48.9,0.33,7.64,19.91,1.99,2023-08-15
10,301362,民爆光电,50.71,1.4,0.7,74959,378542169.93,4.3,51.5,49.35,49.92,50.01,0.55,31.21,29.47,2.19,2023-08-15
11,301518,长华化学,29.52,-4.5,-1.39,99380,298668964.97,5.63,31.1,29.36,30.86,30.91,0.57,29.89,52.22,3.07,2023-08-15
12,301509,金凯生科,100.01,-7.71,-8.35,91180,924616413.31,7.02,105.5,97.89,103.0,108.36,0.7,44.7,52.89,4.24,2023-08-15
13,603119,浙江荣泰,28.37,-1.22,-0.35,139501,393395040.0,4.49,28.89,27.6,28.5,28.72,0.66,20.34,64.07,5.18,2023-08-15
14,301371,敷尔佳,60.7,2.9,1.71,107423,635321729.15,6.93,60.99,56.9,58.3,58.99,1.07,28.55,38.1,4.85,2023-08-15
15,688646,逸飞激光,45.68,-3.06,-1.44,23381,107121357.0,4.2,47.14,45.16,47.14,47.12,0.75,13.07,125.26,2.77,2023-08-15
16,301519,舜禹股份,28.78,-5.95,-1.82,112337,328708904.7,5.65,30.48,28.75,30.23,30.6,0.79,28.78,296.22,3.25,2023-08-15
17,688651,盛邦安全,51.1,-7.02,-3.86,39524,206664424.0,7.82,54.8,50.5,54.2,54.96,0.91,25.05,-136.35,4.12,2023-08-15
18,688612,威迈斯,49.82,-0.66,-0.33,23845,117327998.0,3.77,50.4,48.51,49.82,50.15,0.62,7.61,59.47,7.09,2023-08-15
19,301172,君逸数码,48.6,-1.62,-0.8,162533,794931742.56,7.21,50.84,47.28,49.54,49.4,1.01,58.75,-348.19,4.28,2023-08-15
20,301515,港通医疗,46.1,-2.41,-1.14,141928,660831822.85,14.27,50.49,43.75,45.0,47.24,0.94,59.86,188.99,3.69,2023-08-15
21,301446,福事特,36.59,-0.54,-0.2,43332,157880716.19,3.75,37.1,35.72,36.77,36.79,0.78,21.67,32.89,2.82,2023-08-15
22,688450,光格科技,46.44,-2.15,-1.02,11325,52715227.0,2.59,47.33,46.1,47.3,47.46,0.72,7.65,-69.96,2.95,2023-08-15
23,301468,博盈特焊,38.52,-0.52,-0.2,31293,121511902.02,2.48,39.34,38.38,39.19,38.72,0.94,10.0,26.73,2.23,2023-08-15
24,301499,维科精密,42.06,3.09,1.26,128806,527027317.16,7.48,42.22,39.17,40.82,40.8,0.93,39.29,148.58,4.91,2023-08-15
25,688602,康鹏科技,10.87,-2.95,-0.33,106037,115725006.0,4.55,11.24,10.73,11.2,11.2,0.69,12.51,37.88,2.07,2023-08-15
26,301512,智信精密,69.42,-9.35,-7.16,61080,435801583.14,8.47,75.49,69.0,74.0,76.58,1.2,45.81,-77.15,3.86,2023-08-15
27,688610,埃科光电,63.92,-3.58,-2.37,7277,47037129.0,6.26,67.46,63.31,66.63,66.29,1.5,5.38,372.13,2.93,2023-08-15
28,688563,航材股份,58.56,-1.01,-0.6,15114,88545899.0,1.52,59.19,58.29,58.99,59.16,0.62,2.22,54.47,2.74,2023-08-15
29,301505,苏州规划,51.95,-3.8,-2.05,57054,300961647.09,6.02,54.58,51.33,53.02,54.0,0.74,28.94,293.17,4.75,2023-08-15
30,688627,精智达,83.0,-2.35,-2.0,15088,129028322.0,7.96,88.83,82.06,87.1,85.0,0.58,7.56,-570.14,4.92,2023-08-15
31,301503,智迪科技,39.5,1.99,0.77,72229,279500470.92,6.4,39.99,37.51,39.11,38.73,1.14,36.11,79.92,3.38,2023-08-15
32,301329,信音电子,25.28,-1.63,-0.42,164244,428021750.87,7.82,27.27,25.26,26.11,25.7,1.42,40.27,56.47,2.82,2023-08-15
