序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,601096,C宏盛,5.88,-21.5,-1.61,3577584,2196419149.0,13.08,6.69,5.71,6.38,7.49,0.74,55.15,132.56,3.74,2023-12-25
2,001358,C兴欣,49.8,-11.26,-6.32,89314,455916299.14,7.75,53.66,49.31,53.0,56.12,0.69,41.43,25.54,2.92,2023-12-25
3,603373,C安邦,34.79,-9.87,-3.81,115975,415402659.0,8.29,37.86,34.66,37.5,38.6,0.69,44.03,37.42,2.24,2023-12-25
4,301413,安培龙,75.17,7.85,5.47,81222,601557155.12,7.17,76.5,71.5,72.02,69.7,0.8,50.3,70.01,5.04,2023-12-25
5,603231,索宝蛋白,24.11,-10.0,-2.68,148470,364305365.0,6.87,25.95,24.11,25.95,26.79,0.66,31.65,29.07,2.48,2023-12-25
6,301459,丰茂股份,45.3,-2.81,-1.31,40194,184347228.53,4.18,47.03,45.08,45.92,46.61,0.61,21.19,23.5,3.47,2023-12-25
7,001239,永达股份,22.78,-9.57,-2.41,398787,1025553146.37,20.01,27.71,22.67,26.5,25.19,3.02,83.45,66.45,4.58,2023-12-25
8,301516,中远通,20.22,-3.71,-0.78,166094,338140465.39,6.67,21.2,19.8,20.69,21.0,0.94,26.85,70.05,3.87,2023-12-25
9,688720,艾森股份,58.67,2.57,1.47,15967,93112038.0,5.37,59.8,56.73,57.0,57.2,0.74,9.6,209.21,5.16,2023-12-25
10,601083,锦江航运,12.88,-6.94,-0.96,487322,633448600.0,6.21,13.52,12.66,13.4,13.84,0.74,25.88,17.9,2.06,2023-12-25
11,301508,中机认检,35.78,-1.97,-0.72,85233,303668854.78,4.05,36.38,34.9,35.8,36.5,0.63,19.84,54.21,4.33,2023-12-25
12,688652,京仪装备,56.62,0.16,0.09,21177,121218360.0,2.55,57.9,56.46,56.5,56.53,0.77,5.59,61.09,4.93,2023-12-25
13,301568,思泰克,44.45,-0.58,-0.26,33976,151571906.67,4.43,45.78,43.8,44.1,44.71,0.78,13.87,41.29,4.65,2023-12-25
