序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688429,N时创,31.47,63.91,12.27,233597,699893711.0,29.17,33.5,27.9,29.99,19.2,,78.51,48.98,5.84,2023-06-29
2,688631,C莱斯,33.68,0.66,0.22,141882,486273303.0,12.31,35.68,31.56,31.97,33.46,0.6,42.3,-43.15,3.24,2023-06-29
3,301397,C溯联,42.52,-5.8,-2.62,65445,279845609.29,6.6,44.5,41.52,42.08,45.14,0.68,27.59,34.77,2.32,2023-06-29
4,301295,C美硕,41.15,-8.39,-3.77,91508,383806946.96,10.46,44.87,40.17,43.0,44.92,0.76,53.61,61.09,3.17,2023-06-29
5,688629,C华丰,22.3,6.8,1.42,420287,955088995.0,21.98,25.44,20.85,20.85,20.88,0.91,76.76,220.38,7.14,2023-06-29
6,688620,C安凯微,13.08,1.79,0.23,215152,284344020.0,6.61,13.55,12.7,12.7,12.85,0.46,25.53,331.36,3.4,2023-06-29
7,301170,C锡南,35.45,-3.51,-1.29,93689,337786005.57,9.09,37.77,34.43,35.35,36.74,0.67,39.52,42.56,2.28,2023-06-29
8,300804,C广康,34.07,-2.55,-0.89,38972,132944395.78,2.03,34.42,33.71,34.0,34.96,0.57,22.95,29.0,1.9,2023-06-29
9,688543,C国科,49.85,1.84,0.9,57324,285527727.0,5.31,50.9,48.3,48.95,48.95,0.38,17.29,193.52,3.43,2023-06-29
10,301376,C致欧,21.56,1.51,0.32,80179,175566870.91,4.8,22.42,21.4,21.41,21.24,0.56,23.97,24.77,3.11,2023-06-29
11,301315,C威士顿,63.75,2.02,1.26,102977,649405464.69,14.11,66.9,58.08,60.0,62.49,0.82,49.36,158.37,5.84,2023-06-29
12,688443,智翔金泰-U,28.76,-2.97,-0.88,65362,192999931.0,8.0,30.77,28.4,29.64,29.64,0.42,7.9,-13.12,3.29,2023-06-29
13,301262,海看股份,27.28,-0.73,-0.2,70149,192491799.72,2.33,27.8,27.16,27.22,27.48,0.44,17.92,26.52,3.27,2023-06-29
14,688334,西高院,17.78,1.72,0.3,76988,136943578.0,3.66,18.07,17.43,17.5,17.48,0.41,10.78,40.41,1.91,2023-06-29
15,301448,开创电气,29.03,0.66,0.19,32557,94875162.22,3.74,29.49,28.41,28.7,28.84,0.4,16.28,48.77,3.64,2023-06-29
16,301225,恒勃股份,35.69,0.85,0.3,43728,156460732.04,4.75,36.68,35.0,35.03,35.39,0.64,18.5,32.33,2.74,2023-06-29
17,301232,飞沃科技,60.73,0.21,0.13,16753,101633676.1,4.74,62.0,59.13,59.3,60.6,0.74,13.12,39.31,2.11,2023-06-29
18,301287,康力源,39.58,-0.48,-0.19,15737,62306459.36,2.34,39.94,39.01,39.01,39.77,0.57,9.44,31.18,2.62,2023-06-29
19,301355,南王科技,17.3,0.64,0.11,33616,58055428.07,2.04,17.38,17.03,17.03,17.19,0.59,7.27,48.58,2.23,2023-06-29
20,688472,阿特斯,18.74,-3.25,-0.63,525075,990991300.0,5.11,19.4,18.41,19.32,19.37,0.69,12.43,18.4,3.69,2023-06-29
21,301383,天键股份,36.77,1.8,0.65,26795,98845457.03,1.94,37.2,36.5,36.68,36.12,0.73,9.72,55.94,2.45,2023-06-29
22,301320,豪江智能,24.1,5.33,1.22,137890,333335257.92,10.23,24.97,22.63,22.63,22.88,0.92,32.09,84.7,4.22,2023-06-29
23,688623,双元科技,90.38,1.21,1.08,6811,61621496.0,2.84,91.7,89.16,89.46,89.3,0.61,5.07,51.53,2.58,2023-06-29
24,688576,西山科技,133.81,3.96,5.1,10445,138098971.0,4.76,134.72,128.59,129.0,128.71,0.74,8.8,74.03,3.44,2023-06-29
25,301323,新莱福,41.77,7.6,2.95,80333,332756451.5,14.14,43.99,38.5,38.78,38.82,2.44,34.35,38.76,2.33,2023-06-29
26,688570,天玛智控,26.5,3.19,0.82,45154,118979502.0,4.91,26.77,25.51,25.51,25.68,1.08,8.31,30.7,3.0,2023-06-29
27,688523,航天环宇,25.94,1.69,0.43,27072,70334308.0,3.92,26.21,25.21,25.3,25.51,0.63,8.0,473.48,6.84,2023-06-29
28,301310,鑫宏业,72.13,3.81,2.65,32108,228862107.32,7.57,73.2,67.94,68.02,69.48,0.63,14.53,48.88,3.23,2023-06-29
29,688593,新相微,16.89,1.44,0.24,42635,71878450.0,2.94,17.05,16.56,16.62,16.65,0.52,6.24,96.67,4.89,2023-06-29
30,001373,翔腾新材,40.7,3.3,1.3,22829,92288869.36,4.21,40.89,39.23,39.23,39.4,0.84,13.29,69.12,3.19,2023-06-29
31,301353,普莱得,37.92,-0.21,-0.08,65125,247753642.64,8.63,39.33,36.05,36.54,38.0,2.38,34.28,47.01,2.39,2023-06-29
32,301337,亚华电子,34.15,1.64,0.55,19426,66065713.29,3.69,34.29,33.05,33.32,33.6,0.66,7.86,216.42,3.18,2023-06-29
33,301252,同星科技,47.88,2.09,0.98,20028,95478789.7,4.14,48.3,46.36,46.36,46.9,0.61,10.01,37.23,3.63,2023-06-29
34,688562,航天软件,27.42,2.16,0.58,52675,144427995.0,4.02,27.89,26.81,26.88,26.84,0.67,8.01,-4504.65,6.22,2023-06-29
35,001282,三联锻造,37.29,10.0,3.39,88151,308903461.63,13.3,37.29,32.78,32.97,33.9,0.81,31.7,55.31,3.17,2023-06-29
36,301399,英特科技,58.86,1.31,0.76,27547,160682788.2,3.1,58.9,57.1,58.07,58.1,0.6,13.2,99.92,4.04,2023-06-29
