序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688603,N天承,87.11,58.38,32.11,97362,846297172.0,32.36,94.8,77.0,87.3,55.0,,81.02,111.28,4.84,2023-07-10
2,301261,N恒工,50.0,35.5,13.1,155646,713703935.24,36.53,55.58,42.1,42.88,36.9,,78.64,36.41,3.11,2023-07-10
3,301486,C致尚,59.83,-5.33,-3.37,144266,903176894.46,10.7,66.36,59.6,61.11,63.2,0.68,47.28,115.14,3.13,2023-07-10
4,301292,C海科,27.15,-8.59,-2.55,183673,499945743.46,9.06,28.49,25.8,26.85,29.7,0.61,42.83,48.46,1.93,2023-07-10
5,301202,C朗威,39.73,2.87,1.11,146024,553985196.38,12.82,40.58,35.63,36.83,38.62,0.74,45.19,178.78,4.58,2023-07-10
6,301488,C豪恩,113.0,25.7,23.1,138730,1405131479.01,22.25,113.0,93.0,93.0,89.9,0.91,69.73,171.09,8.66,2023-07-10
7,301395,仁信新材,22.73,-0.66,-0.15,28384,64715417.71,1.49,23.03,22.69,22.86,22.88,0.39,8.26,53.35,2.04,2023-07-10
8,688582,芯动联科,42.29,2.45,1.01,111126,485224540.0,7.75,45.3,42.1,42.6,41.28,0.85,24.12,-726.68,8.62,2023-07-10
9,301291,明阳电气,30.99,0.06,0.02,52087,161593475.14,1.74,31.24,30.7,30.7,30.97,0.48,7.67,54.52,2.56,2023-07-10
10,301210,金杨股份,45.85,-0.28,-0.13,12840,59033698.44,1.63,46.31,45.56,45.75,45.98,0.36,7.81,69.42,2.14,2023-07-10
11,688429,时创能源,26.77,0.9,0.24,51464,138769008.0,4.22,27.52,26.4,26.49,26.53,0.55,17.3,41.66,4.97,2023-07-10
12,688631,莱斯信息,39.37,-0.46,-0.18,37751,149419914.0,5.89,40.73,38.4,39.5,39.55,0.63,11.25,-50.45,3.78,2023-07-10
13,301397,溯联股份,41.6,-1.33,-0.56,24648,103288196.47,2.56,42.58,41.5,41.81,42.16,0.58,10.39,34.02,2.27,2023-07-10
14,301295,美硕科技,37.5,0.0,0.0,24721,92703762.12,2.43,37.91,37.0,37.08,37.5,0.48,14.48,55.67,2.89,2023-07-10
15,688629,华丰科技,23.1,-3.47,-0.83,159314,374702163.0,7.44,24.55,22.77,23.64,23.93,0.57,29.1,228.28,7.4,2023-07-10
16,688620,安凯微,14.24,-2.93,-0.43,91661,131442059.0,4.84,14.81,14.1,14.74,14.67,0.56,10.88,360.75,3.7,2023-07-10
17,301170,锡南科技,36.88,-5.8,-2.27,84745,318671541.3,7.48,39.43,36.5,39.17,39.15,0.68,35.74,44.27,2.38,2023-07-10
18,300804,广康生化,34.13,-0.64,-0.22,11959,40908149.72,0.96,34.4,34.07,34.12,34.35,0.63,7.04,29.05,1.9,2023-07-10
19,688543,国科军工,53.74,-3.86,-2.16,59051,324647048.0,5.92,56.71,53.4,56.0,55.9,0.79,17.81,208.62,3.7,2023-07-10
20,301376,致欧科技,25.01,2.29,0.56,62195,156134625.58,7.57,25.84,23.99,23.99,24.45,1.02,18.59,28.73,3.61,2023-07-10
21,301315,威士顿,48.59,0.48,0.23,28644,138894173.78,1.59,48.87,48.1,48.38,48.36,0.49,13.73,120.71,4.45,2023-07-10
22,688443,智翔金泰-U,30.5,4.85,1.41,55259,168473722.0,6.19,31.18,29.38,29.38,29.09,0.67,6.68,-13.91,3.49,2023-07-10
23,301262,海看股份,28.45,1.28,0.36,48440,136171825.62,3.99,28.54,27.42,28.09,28.09,0.83,12.37,27.66,3.41,2023-07-10
24,688334,西高院,18.45,3.42,0.61,78580,143875235.0,2.75,18.46,17.97,18.08,17.84,1.43,11.01,41.93,1.98,2023-07-10
25,301448,开创电气,29.47,0.51,0.15,13806,40510026.37,1.6,29.54,29.07,29.32,29.32,0.39,6.9,49.5,3.7,2023-07-10
26,301225,恒勃股份,38.21,3.49,1.29,68021,255949108.75,5.07,38.4,36.53,36.58,36.92,1.42,28.77,34.61,2.94,2023-07-10
27,301232,飞沃科技,59.78,2.31,1.35,8744,52159706.28,3.01,60.19,58.43,58.43,58.43,0.93,6.85,38.69,2.07,2023-07-10
28,301287,康力源,40.54,0.95,0.38,17097,69667590.22,2.94,41.37,40.19,40.19,40.16,0.62,10.26,31.93,2.69,2023-07-10
29,301355,南王科技,17.69,-0.9,-0.16,28159,49935935.72,2.02,18.02,17.66,17.95,17.85,0.59,6.09,49.67,2.28,2023-07-10
30,688472,阿特斯,17.0,6.72,1.07,478735,806004505.0,9.48,17.39,15.88,16.07,15.93,1.27,11.33,16.69,3.35,2023-07-10
31,301383,天键股份,38.97,2.77,1.05,25894,100390000.67,3.64,39.39,38.01,38.5,37.92,0.71,9.4,59.29,2.6,2023-07-10
32,301320,豪江智能,21.53,-2.14,-0.47,62822,135838958.43,4.14,22.25,21.34,22.2,22.0,0.9,14.62,75.67,3.77,2023-07-10
33,688623,双元科技,91.28,1.43,1.29,4373,39914438.0,2.49,92.25,90.01,90.01,89.99,0.86,3.25,52.04,2.61,2023-07-10
34,688576,西山科技,130.2,1.69,2.17,4146,53728807.0,2.58,131.0,127.7,128.89,128.03,0.57,3.49,72.03,3.34,2023-07-10
35,301323,新莱福,43.7,-3.08,-1.39,47836,211991273.64,6.65,46.3,43.3,44.8,45.09,1.04,20.46,40.55,2.43,2023-07-10
36,688570,天玛智控,26.18,0.15,0.04,16965,44459802.0,0.92,26.35,26.11,26.2,26.14,0.69,3.12,30.33,2.96,2023-07-10
37,688523,航天环宇,29.19,5.57,1.54,69393,203945856.0,7.85,30.5,28.33,28.8,27.65,1.25,20.51,532.8,7.7,2023-07-10
38,301310,鑫宏业,66.33,3.17,2.04,29170,194418414.94,6.36,69.2,65.11,65.71,64.29,1.66,13.2,44.95,2.97,2023-07-10
39,688593,新相微,17.02,-2.41,-0.42,43753,75024896.0,3.27,17.52,16.95,17.46,17.44,0.92,6.4,97.42,4.93,2023-07-10
40,001373,翔腾新材,40.02,0.7,0.28,7783,31018822.12,1.94,40.27,39.5,39.96,39.74,0.58,4.53,67.97,3.14,2023-07-10
41,301353,普莱得,39.45,-1.2,-0.48,49368,196851443.05,7.36,41.75,38.81,40.3,39.93,0.98,25.98,48.91,2.49,2023-07-10
42,301337,亚华电子,33.91,1.1,0.37,10534,35911258.92,2.42,34.46,33.65,33.87,33.54,0.6,4.26,214.9,3.15,2023-07-10
43,301252,同星科技,49.35,1.38,0.67,38242,186878879.05,4.38,49.68,47.55,48.68,48.68,0.96,19.12,38.38,3.75,2023-07-10
44,688562,航天软件,26.66,-0.34,-0.09,23456,63101416.0,1.87,27.15,26.65,26.82,26.75,0.48,3.57,-4379.79,6.05,2023-07-10
45,001282,三联锻造,33.37,2.05,0.67,41842,140532388.58,6.24,34.66,32.62,32.62,32.7,0.9,15.05,49.5,2.83,2023-07-10
46,301399,英特科技,57.0,-2.88,-1.69,32300,186453947.65,5.83,59.47,56.05,57.63,58.69,0.75,15.48,96.77,3.91,2023-07-10
47,301305,朗坤环境,20.58,0.98,0.2,14639,30037137.89,1.28,20.65,20.39,20.39,20.38,0.9,2.62,29.57,1.51,2023-07-10
48,688458,美芯晟,89.6,-2.06,-1.88,3892,34778852.0,4.93,91.81,87.3,90.02,91.48,0.45,2.16,-397.12,3.5,2023-07-10
49,001324,长青科技,21.0,1.6,0.33,22123,46495438.08,3.05,21.25,20.62,20.62,20.67,1.13,6.54,55.78,2.74,2023-07-10
50,688581,安杰思,125.0,0.0,0.0,2805,34868349.0,2.43,125.55,122.51,125.0,125.0,0.57,2.17,52.84,3.5,2023-07-10
51,688361,中科飞测-U,75.6,-1.84,-1.42,20045,151545604.0,4.45,77.69,74.26,77.02,77.02,0.63,3.34,192.81,10.52,2023-07-10
52,301428,世纪恒通,35.71,1.42,0.5,17077,61125594.4,2.3,36.22,35.41,35.55,35.21,0.6,7.3,49.55,3.0,2023-07-10
53,688552,航天南湖,25.0,0.73,0.18,12004,30016449.0,1.81,25.27,24.82,24.95,24.82,0.45,1.57,-123.45,3.25,2023-07-10
54,301332,德尔玛,14.11,-1.05,-0.15,47324,66760480.95,1.4,14.25,14.05,14.19,14.26,0.58,5.6,70.08,2.41,2023-07-10
55,301382,蜂助手,37.12,1.7,0.62,20134,74838036.96,2.74,37.58,36.58,36.92,36.5,0.67,5.56,53.54,4.01,2023-07-10
56,688512,慧智微-U,20.37,-1.31,-0.27,16286,33466572.0,2.28,20.84,20.37,20.65,20.64,0.52,3.36,-35.13,3.8,2023-07-10
57,001380,华纬科技,34.3,0.0,0.0,32143,108854768.78,4.52,34.68,33.13,33.85,34.3,0.89,10.18,40.73,3.14,2023-07-10
58,301325,曼恩斯特,113.4,-0.13,-0.15,11472,130629502.47,3.52,116.58,112.58,114.48,113.55,0.46,4.63,50.58,5.01,2023-07-10
59,688479,友车科技,31.52,-0.19,-0.06,8942,28244038.0,2.6,32.05,31.23,31.68,31.58,0.41,2.75,31.33,2.5,2023-07-10
60,688469,中芯集成-U,5.62,0.18,0.01,153505,86284219.0,0.53,5.64,5.61,5.62,5.61,0.57,1.48,-19.75,3.2,2023-07-10
61,603172,万丰股份,17.09,-0.23,-0.04,8464,14501232.0,1.46,17.3,17.05,17.3,17.13,0.59,2.59,37.05,2.26,2023-07-10
62,301390,经纬股份,45.12,1.85,0.82,18777,85414184.27,3.54,46.5,44.93,45.66,44.3,1.32,12.52,-1176.36,3.03,2023-07-10
63,688249,晶合集成,20.13,2.23,0.44,217530,439593162.0,3.56,20.45,19.75,19.75,19.69,1.37,6.24,-30.54,1.79,2023-07-10
64,301293,三博脑科,80.03,-1.08,-0.87,22192,178826728.52,3.09,81.88,79.38,80.52,80.9,0.56,6.5,127.91,5.54,2023-07-10
65,301360,荣旗科技,92.46,-0.61,-0.57,6300,58535435.92,3.24,94.51,91.5,92.02,93.03,0.45,5.27,-189.93,4.53,2023-07-10
66,688478,晶升股份,48.23,-1.55,-0.76,27537,133373140.0,4.12,49.75,47.73,49.0,48.99,0.71,9.63,683.91,4.33,2023-07-10
67,301307,美利信,33.69,-4.21,-1.48,52276,178414481.3,3.87,34.99,33.63,34.51,35.17,0.99,11.13,31.87,2.23,2023-07-10
68,688146,中船特气,41.49,0.36,0.15,14305,59394767.0,1.77,41.88,41.15,41.46,41.34,0.62,2.42,64.37,4.24,2023-07-10
69,688352,颀中科技,13.26,-1.56,-0.21,56848,75972921.0,2.97,13.6,13.2,13.47,13.47,1.15,3.76,128.76,2.87,2023-07-10
70,603137,恒尚节能,19.45,0.62,0.12,11108,21675744.0,1.66,19.65,19.33,19.35,19.33,1.08,3.47,9.74,2.35,2023-07-10
71,688539,高华科技,44.13,1.24,0.54,10103,44814998.0,3.9,45.21,43.51,43.66,43.59,0.67,3.58,101.97,3.47,2023-07-10
72,688507,索辰科技,127.05,-1.17,-1.5,4112,52367723.0,2.47,129.49,126.31,129.49,128.55,0.69,3.06,-99.58,2.76,2023-07-10
73,301387,光大同创,48.22,-2.03,-1.0,9005,43631905.51,3.88,49.97,48.06,49.38,49.22,0.56,5.4,36.05,2.32,2023-07-10
74,301357,北方长龙,52.95,-1.67,-0.9,24963,132889009.83,3.92,54.49,52.38,53.59,53.85,0.79,15.48,50.68,3.14,2023-07-10
75,688433,华曙高科,33.73,-3.05,-1.06,16701,56537249.0,2.62,34.51,33.6,34.5,34.79,0.59,4.83,170.7,7.71,2023-07-10
76,301429,森泰股份,22.12,1.1,0.24,7049,15524926.82,1.05,22.12,21.89,22.0,21.88,0.59,2.51,38.95,1.99,2023-07-10
77,603135,中重科技,20.64,0.34,0.07,72690,149133949.0,2.14,20.75,20.31,20.48,20.57,0.39,8.33,46.91,2.05,2023-07-10
78,603125,常青科技,28.57,1.46,0.41,9904,28240770.0,1.56,28.62,28.18,28.18,28.16,0.77,2.1,29.72,2.75,2023-07-10
79,601133,柏诚股份,14.5,-3.14,-0.47,85691,124767598.0,4.01,15.01,14.41,15.0,14.97,1.64,6.8,46.87,2.89,2023-07-10
80,601065,江盐集团,12.84,-2.95,-0.39,168021,216897416.0,3.7,13.25,12.76,13.24,13.23,0.79,10.83,14.76,2.2,2023-07-10
81,601061,中信金属,9.09,0.22,0.02,189039,171295857.0,1.76,9.14,8.98,9.08,9.07,0.51,3.89,20.51,2.15,2023-07-10
82,001367,海森药业,46.46,0.69,0.32,13238,61160989.14,2.43,46.77,45.65,46.21,46.14,2.06,7.95,31.6,2.7,2023-07-10
83,001360,南矿集团,20.55,6.59,1.27,271445,548810889.67,8.35,20.98,19.37,20.0,19.28,4.71,54.32,71.06,3.25,2023-07-10
84,001328,登康口腔,32.16,1.9,0.6,20407,65462873.2,2.31,32.31,31.58,31.6,31.56,0.93,4.84,42.88,2.61,2023-07-10
85,001287,中电港,26.21,-2.13,-0.57,123900,324290283.92,2.88,26.49,25.72,26.0,26.78,0.78,6.72,69.97,4.11,2023-07-10
86,001286,陕西能源,10.55,1.05,0.11,514409,543310244.15,1.92,10.66,10.46,10.59,10.44,1.46,7.07,11.55,1.84,2023-07-10
87,688484,南芯科技,41.35,-1.38,-0.58,10912,45645940.0,2.38,42.3,41.3,41.93,41.93,0.63,1.99,141.42,2.99,2023-07-10
88,688535,XD华海诚,65.9,-5.6,-3.91,26262,173798908.0,6.88,69.51,64.71,69.51,69.81,1.03,15.98,319.88,3.24,2023-07-10
89,688343,云天励飞-U,64.2,-2.65,-1.75,30673,199858641.0,3.34,66.38,64.18,65.32,65.95,0.68,4.12,-63.14,2.78,2023-07-10
90,301281,科源制药,26.61,-0.89,-0.24,14365,38557531.3,3.2,27.39,26.53,26.85,26.85,1.51,5.59,22.45,1.4,2023-07-10
91,301203,国泰环保,36.1,0.64,0.23,3995,14364754.39,1.17,36.13,35.71,35.94,35.87,1.32,2.34,23.4,1.32,2023-07-10
92,301141,中科磁业,59.71,-6.34,-4.04,105683,665022154.01,12.25,67.5,59.69,64.36,63.75,1.09,52.13,100.95,2.57,2023-07-10
93,688531,日联科技,158.93,0.39,0.62,2217,34996420.0,2.41,159.91,156.09,158.58,158.31,0.44,1.28,224.34,4.0,2023-07-10
94,603162,海通发展,17.08,0.41,0.07,4890,8353976.0,1.12,17.14,16.95,16.95,17.01,0.76,0.8,33.98,3.01,2023-07-10
95,600925,XD苏能股,5.97,-0.17,-0.01,150218,89815664.0,1.17,6.03,5.96,6.03,5.98,1.2,2.18,11.95,2.85,2023-07-10
96,301386,未来电器,27.0,5.22,1.34,97310,262193741.85,8.11,28.0,25.92,26.5,25.66,3.71,29.31,59.14,2.54,2023-07-10
97,301314,科瑞思,51.07,-2.82,-1.48,8967,46135957.44,2.87,52.56,51.05,51.98,52.55,0.78,6.49,40.75,2.75,2023-07-10
98,603291,联合水务,17.23,10.03,1.57,175132,285292921.0,11.3,17.23,15.46,15.66,15.66,1.55,41.38,106.72,4.67,2023-07-10
99,603065,宿迁联盛,14.91,0.0,0.0,6833,10221217.0,0.94,15.04,14.9,14.93,14.91,0.41,1.63,34.79,3.03,2023-07-10
100,301345,涛涛车业,48.91,-1.21,-0.6,27172,135580885.66,5.43,51.23,48.54,49.44,49.51,3.51,11.34,38.34,1.99,2023-07-10
101,301378,通达海,60.8,-1.14,-0.7,3474,21099276.3,2.41,61.8,60.32,61.55,61.5,0.6,2.01,189.03,3.01,2023-07-10
102,301246,宏源药业,31.08,-0.06,-0.02,4198,13071314.13,1.09,31.38,31.04,31.38,31.1,0.74,0.95,48.0,2.87,2023-07-10
103,301439,泓淋电力,18.63,4.66,0.83,125602,231262993.94,4.94,18.8,17.92,17.92,17.8,3.36,13.61,44.09,2.75,2023-07-10
104,603073,彩蝶实业,19.66,1.08,0.21,34495,66984856.0,3.5,19.78,19.1,19.45,19.45,1.25,11.89,32.13,1.9,2023-07-10
105,603282,亚光股份,34.49,0.12,0.04,9134,31572889.0,3.22,35.18,34.07,34.34,34.45,0.92,2.73,28.14,4.07,2023-07-10
106,603153,上海建科,17.79,2.18,0.38,27824,49404353.0,4.19,18.12,17.39,17.46,17.41,1.64,5.06,92.41,2.31,2023-07-10
107,001368,通达创智,24.91,-0.36,-0.09,8202,20444893.88,1.56,25.17,24.78,25.07,25.0,0.45,2.93,22.52,2.09,2023-07-10
108,601121,宝地矿业,7.62,0.26,0.02,23614,17970547.0,0.92,7.66,7.59,7.6,7.6,0.45,1.18,48.72,2.12,2023-07-10
109,688502,茂莱光学,186.5,-1.58,-3.0,4875,91155079.0,3.63,191.58,184.7,191.23,189.5,0.41,4.04,176.19,8.53,2023-07-10
110,301157,华塑科技,55.96,-3.72,-2.16,16122,91904166.39,4.51,58.54,55.92,57.46,58.12,0.71,11.33,187.2,3.27,2023-07-10
111,001278,一彬科技,24.14,0.67,0.16,29203,70003896.06,3.75,24.47,23.57,23.98,23.98,0.46,9.44,39.57,2.46,2023-07-10
112,001366,播恩集团,15.99,1.27,0.2,37551,59832978.2,3.42,16.2,15.66,15.72,15.79,1.5,9.31,34.68,3.1,2023-07-10
113,301322,绿通科技,62.71,2.5,1.53,37425,240391990.05,9.27,66.92,61.25,61.25,61.18,2.19,15.04,27.3,2.35,2023-07-10
