序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301525,N儒竞,123.01,23.54,23.44,159924,2067779546.8,21.59,144.0,122.5,144.0,99.57,,71.48,50.05,3.88,2023-08-30
2,301528,C多浦乐,115.11,-12.72,-16.77,65545,788583038.89,12.94,129.88,112.81,127.22,131.88,0.7,46.43,119.13,5.05,2023-08-30
3,688591,C泰凌微,44.52,7.8,3.22,360544,1619007978.0,18.96,49.43,41.6,43.5,41.3,1.0,69.28,186.71,4.6,2023-08-30
4,603275,众辰科技,51.47,-6.09,-3.34,138068,726133908.0,6.4,54.85,51.34,53.2,54.81,0.8,37.88,40.94,3.01,2023-08-30
5,301421,波长光电,72.0,6.75,4.55,170228,1225423109.79,15.69,78.08,67.5,69.35,67.45,0.93,62.04,120.54,7.15,2023-08-30
6,301469,恒达新材,55.9,-9.85,-6.11,125216,725718685.11,13.03,62.98,54.9,61.99,62.01,0.92,60.29,59.48,3.79,2023-08-30
7,301418,协昌科技,71.95,-0.85,-0.62,50462,370091492.3,6.26,75.57,71.03,71.96,72.57,0.71,29.02,53.2,3.37,2023-08-30
8,688693,锴威特,62.69,2.07,1.27,69115,442175714.0,6.82,66.6,62.41,63.2,61.42,1.25,42.03,78.78,4.47,2023-08-30
9,301533,威马农机,48.73,0.27,0.13,59211,289995910.07,5.95,50.49,47.6,48.3,48.6,0.74,27.37,66.23,4.43,2023-08-30
10,688573,信宇人,43.7,2.39,1.02,102027,449810164.0,9.75,46.28,42.12,42.12,42.68,1.11,52.26,-1150.99,4.88,2023-08-30
11,301511,德福科技,33.51,0.66,0.22,161782,543571400.4,6.46,34.75,32.6,32.84,33.29,0.85,27.82,135.76,3.61,2023-08-30
12,688592,司南导航,69.71,13.17,8.11,64517,455052177.0,20.97,73.92,61.0,61.85,61.6,1.62,50.65,288.23,4.35,2023-08-30
13,301498,乖宝宠物,45.81,-2.09,-0.98,56196,260374797.34,4.12,47.5,45.57,46.11,46.79,0.67,14.96,44.53,5.33,2023-08-30
14,688548,广钢气体,12.29,4.95,0.58,663693,821946265.0,11.36,12.98,11.65,11.73,11.71,1.58,27.29,51.12,2.91,2023-08-30
15,301510,固高科技,48.78,3.92,1.84,134737,664035145.73,8.52,51.11,47.11,47.11,46.94,1.2,39.11,481.18,16.08,2023-08-30
16,301372,科净源,81.0,-7.51,-6.58,67365,560399340.94,5.87,86.14,81.0,84.6,87.58,0.66,41.44,58.05,5.85,2023-08-30
17,301348,蓝箭电子,44.4,0.91,0.4,137102,616382606.82,5.82,46.33,43.77,44.68,44.0,1.16,28.91,109.77,5.73,2023-08-30
18,688671,碧兴物联,74.05,5.15,3.63,116786,865446780.0,11.42,78.5,70.46,71.85,70.42,1.13,70.31,121.6,5.08,2023-08-30
19,301487,盟固利,70.36,-9.81,-7.65,298543,2182523105.03,11.87,77.88,68.62,74.11,78.01,1.18,54.82,390.49,16.44,2023-08-30
20,300904,威力传动,96.42,8.88,7.86,100338,968868904.64,12.45,103.03,92.0,92.99,88.56,1.57,58.47,153.88,8.15,2023-08-30
21,603296,华勤技术,71.94,1.45,1.03,32673,236207062.0,3.44,73.19,70.75,70.75,70.91,1.21,5.5,20.32,2.72,2023-08-30
22,688347,华虹公司,51.13,3.38,1.67,270057,1392649296.0,5.42,52.79,50.11,51.05,49.46,2.23,25.97,27.61,2.08,2023-08-30
23,301362,民爆光电,45.67,1.2,0.54,38528,176717346.31,3.5,46.8,45.22,45.62,45.13,0.94,16.04,20.28,1.91,2023-08-30
24,301518,长华化学,28.32,-0.07,-0.02,41246,116653874.36,2.82,28.7,27.9,28.1,28.34,0.78,12.41,44.69,2.89,2023-08-30
25,301509,金凯生科,79.11,4.44,3.36,57730,449216001.63,5.78,79.98,75.6,78.03,75.75,1.27,28.3,30.41,3.23,2023-08-30
26,603119,浙江荣泰,24.25,0.62,0.15,106310,256241885.0,3.4,24.5,23.68,23.98,24.1,0.86,15.5,48.87,4.32,2023-08-30
27,301371,敷尔佳,52.45,-0.91,-0.48,41560,218732762.98,3.0,53.61,52.02,52.53,52.93,0.8,11.04,29.68,4.03,2023-08-30
