序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301550,C斯菱,50.94,3.9,1.91,129223,656713081.09,10.16,52.98,48.0,49.0,49.03,0.78,49.55,42.56,3.71,2023-09-19
2,688702,C盛科-U,53.8,0.2,0.11,92433,497211180.0,9.31,56.11,51.11,53.0,53.69,0.51,24.85,311.04,9.16,2023-09-19
3,603075,热威股份,31.54,10.01,2.87,157233,462946054.0,12.21,31.54,28.04,28.59,28.67,1.02,40.52,53.33,6.8,2023-09-19
4,301529,福赛科技,49.2,-0.99,-0.49,70056,342460489.6,6.1,50.5,47.47,49.7,49.69,0.63,36.52,52.01,3.52,2023-09-19
5,688549,中巨芯-U,10.65,3.3,0.34,465017,487056426.0,3.59,10.65,10.28,10.33,10.31,0.61,17.78,413.67,5.2,2023-09-19
6,301251,威尔高,45.61,-0.26,-0.12,52189,235177868.36,3.04,45.8,44.41,45.3,45.73,0.51,16.35,59.55,4.41,2023-09-19
7,301507,民生健康,22.53,-1.36,-0.31,136857,311687719.42,5.25,23.43,22.23,23.0,22.84,0.7,16.19,57.34,5.51,2023-09-19
8,603270,金帝股份,40.41,9.99,3.67,345469,1362527489.0,9.2,40.41,37.03,40.0,36.74,3.18,70.45,49.2,4.24,2023-09-19
9,301525,儒竞科技,99.64,-1.37,-1.38,17222,171897245.06,2.86,101.59,98.7,100.35,101.02,0.61,7.7,40.54,3.15,2023-09-19
10,301528,多浦乐,87.61,0.59,0.51,11511,100457032.86,2.12,88.35,86.5,86.8,87.1,0.65,8.15,90.67,3.84,2023-09-19
11,688591,泰凌微,34.95,6.72,2.2,144507,495270024.0,9.95,35.64,32.38,32.92,32.75,1.71,27.77,146.58,3.61,2023-09-19
12,603275,众辰科技,46.97,2.11,0.97,44508,205536390.0,4.41,47.2,45.17,45.61,46.0,1.26,12.21,37.36,2.74,2023-09-19
13,301421,波长光电,68.8,-10.3,-7.9,91545,653255133.92,10.91,76.87,68.5,76.63,76.7,0.91,33.36,115.18,6.83,2023-09-19
14,301469,恒达新材,45.09,0.04,0.02,19600,87399875.42,2.91,45.32,44.01,44.77,45.07,0.79,9.44,47.97,3.06,2023-09-19
15,301418,协昌科技,63.79,-0.33,-0.21,17350,109834361.62,2.3,64.06,62.59,63.9,64.0,0.53,9.98,47.17,2.98,2023-09-19
