序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,601096,N宏盛,7.49,340.59,5.79,4853900,3129103718.0,272.35,9.9,5.27,5.6,1.7,,74.82,168.86,4.76,2023-12-22
2,001358,C兴欣,56.12,-0.23,-0.13,108720,628748119.9,8.85,60.53,55.55,55.55,56.25,0.72,50.43,28.78,3.29,2023-12-22
3,603373,C安邦,38.6,-7.39,-3.08,142487,574984336.0,10.6,42.9,38.48,41.46,41.68,0.78,54.09,41.52,2.48,2023-12-22
4,301413,C安培龙,69.7,-4.38,-3.19,81451,595177502.21,11.7,77.23,68.7,71.43,72.89,0.77,50.44,64.92,4.67,2023-12-22
5,603231,索宝蛋白,26.79,0.64,0.17,207295,550008268.0,9.92,27.54,24.9,26.45,26.62,0.85,44.19,32.3,2.76,2023-12-22
6,301459,丰茂股份,46.61,-3.18,-1.53,64433,307060092.49,7.04,49.27,45.88,47.76,48.14,0.9,33.97,24.18,3.57,2023-12-22
7,001239,永达股份,25.19,10.0,2.29,201439,493665228.88,12.97,25.19,22.22,24.99,22.9,1.49,42.15,73.48,5.06,2023-12-22
8,301516,中远通,21.0,3.19,0.65,210115,437117640.66,6.78,21.38,20.0,20.15,20.35,1.16,33.96,72.75,4.02,2023-12-22
9,688720,艾森股份,57.2,-5.19,-3.13,21251,124541697.0,6.41,60.92,57.05,59.81,60.33,0.92,12.78,203.97,5.03,2023-12-22
10,601083,锦江航运,13.84,5.25,0.69,683832,937769151.0,10.49,14.33,12.95,12.95,13.15,1.17,36.32,19.24,2.22,2023-12-22
11,301508,中机认检,36.5,2.76,0.98,128707,470334864.73,6.14,37.76,35.58,35.58,35.52,0.81,29.96,55.3,4.41,2023-12-22
12,688652,京仪装备,56.53,-2.08,-1.2,22345,127127877.0,3.62,57.97,55.88,57.5,57.73,0.74,5.9,60.99,4.92,2023-12-22
13,301568,思泰克,44.71,-1.95,-0.89,46811,213489602.02,4.82,46.71,44.51,45.6,45.6,1.07,19.12,41.53,4.68,2023-12-22
