序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301508,N中机,49.07,191.74,32.25,338826,1420608017.48,156.42,63.98,37.67,40.0,16.82,,78.88,74.34,5.93,2023-12-01
2,688652,C京仪,50.55,0.8,0.4,101935,520464196.0,5.72,52.17,49.3,49.55,50.15,0.47,26.91,54.54,4.4,2023-12-01
3,301568,C思泰克,53.92,-7.83,-4.58,129054,712718543.25,8.38,58.58,53.68,56.0,58.5,0.79,52.7,50.09,5.64,2023-12-01
4,688653,康希通信,19.54,0.67,0.13,64092,123803545.0,3.45,19.67,19.0,19.46,19.41,0.62,12.62,4647.01,5.16,2023-12-01
5,001306,夏厦精密,88.43,-2.7,-2.45,34065,301089051.0,4.79,90.88,86.53,90.0,90.88,0.7,22.43,72.67,4.24,2023-12-01
6,688648,中邮科技,27.89,4.26,1.14,57879,159308191.0,7.18,28.44,26.52,26.76,26.75,1.33,20.12,137.01,2.26,2023-12-01
7,001326,联域股份,52.66,-0.64,-0.34,17229,90731256.46,1.89,53.28,52.28,53.22,53.0,0.67,9.61,21.64,3.21,2023-12-01
8,603062,麦加芯彩,65.49,1.16,0.75,24019,154987922.0,2.86,65.49,63.64,64.86,64.74,0.61,9.08,34.16,3.16,2023-12-01
9,001376,百通能源,23.34,1.61,0.37,61069,141717411.37,2.87,23.46,22.8,23.0,22.97,0.56,13.25,80.27,10.68,2023-12-01
10,603107,上海汽配,25.7,-0.62,-0.16,57111,146097445.0,1.7,25.8,25.36,25.79,25.86,0.59,6.91,51.79,4.41,2023-12-01
