序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688648,C中邮,34.47,-2.13,-0.75,141636,499103267.0,9.17,37.0,33.77,36.51,35.22,0.63,49.25,169.34,2.8,2023-11-14
2,001326,C联域,70.4,-8.21,-6.3,102925,753891638.47,14.93,81.0,69.55,75.06,76.7,0.81,57.4,28.93,4.29,2023-11-14
3,603062,麦加芯彩,58.99,-3.63,-2.22,73054,435035662.0,3.27,60.9,58.9,60.8,61.21,0.61,27.61,30.77,2.85,2023-11-14
4,001376,百通能源,26.04,-4.41,-1.2,140236,371186130.83,4.33,27.2,26.02,27.03,27.24,0.67,30.43,89.55,11.92,2023-11-14
5,603107,上海汽配,28.16,-1.78,-0.51,139956,396157369.0,2.16,28.69,28.07,28.69,28.67,0.57,16.93,56.75,4.83,2023-11-14
6,301555,惠柏新材,50.98,-1.3,-0.67,56048,290840415.29,4.92,53.38,50.84,51.32,51.65,0.76,25.62,76.6,4.42,2023-11-14
7,001378,德冠新材,45.35,-0.81,-0.37,46427,210505492.52,2.43,46.0,44.89,45.72,45.72,0.75,14.74,44.78,3.24,2023-11-14
8,301489,思泉新材,86.55,-8.89,-8.45,57122,507766802.69,10.23,94.52,84.8,92.92,95.0,0.86,41.77,99.56,5.09,2023-11-14
9,603273,天元智能,29.2,-2.76,-0.83,138600,408169794.0,3.76,30.13,29.0,29.88,30.03,0.7,26.4,103.39,7.42,2023-11-14
10,603193,润本股份,18.13,1.34,0.24,56825,102683981.0,2.07,18.19,17.82,17.96,17.89,1.09,9.65,30.44,3.91,2023-11-14
11,301517,陕西华达,67.21,0.31,0.21,44329,297928950.97,3.16,68.3,66.18,66.4,67.0,0.98,20.91,88.12,5.54,2023-11-14
