序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688720,N艾森,61.2,118.34,33.17,131624,816389037.0,24.26,66.8,60.0,60.0,28.03,,79.14,218.23,5.38,2023-12-06
2,601083,C锦江,15.84,-11.21,-2.0,887796,1438677497.0,9.42,17.3,15.62,16.5,17.84,0.68,47.15,22.02,2.54,2023-12-06
3,301508,C中机,41.38,-0.96,-0.4,215372,921356963.24,15.51,45.5,39.02,39.5,41.78,0.75,50.14,62.69,5.0,2023-12-06
4,688652,京仪装备,57.55,5.4,2.95,105184,612319431.0,8.48,60.35,55.72,55.72,54.6,0.67,27.76,62.09,5.01,2023-12-06
5,301568,思泰克,49.39,0.63,0.31,67182,333034667.21,3.26,50.5,48.9,49.08,49.08,0.54,27.44,45.88,5.17,2023-12-06
6,688653,康希通信,20.4,-1.21,-0.25,96712,198629391.0,5.71,21.19,20.01,20.06,20.65,1.12,19.05,4851.54,5.38,2023-12-06
7,001306,夏厦精密,96.0,5.83,5.29,43195,412678180.96,6.61,97.99,91.99,91.99,90.71,1.01,28.45,78.89,4.6,2023-12-06
8,688648,中邮科技,28.77,3.16,0.88,65407,186262508.0,4.05,28.85,27.72,27.99,27.89,1.32,22.74,141.34,2.34,2023-12-06
9,001326,联域股份,50.69,-0.43,-0.22,12972,66092794.46,1.87,51.45,50.5,50.5,50.91,0.65,7.23,20.83,3.09,2023-12-06
10,603062,麦加芯彩,63.15,-1.1,-0.7,16807,106460064.0,2.38,64.23,62.71,63.5,63.85,0.68,6.35,32.94,3.05,2023-12-06
