序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率
201,301165,锐捷网络,51.62,2.18,1.1,41396,212017984.21,3.13,51.89,50.31,50.42,50.52,0.96,6.74,61.42,7.39
202,688376,美埃科技,33.8,-0.47,-0.16,5329,17936189.0,2.97,34.34,33.33,33.83,33.96,0.52,1.65,33.83,3.04
203,603130,云中马,23.51,-3.25,-0.79,41494,98341977.0,3.21,24.23,23.45,24.12,24.3,0.68,11.86,42.88,2.67
204,301335,天元宠物,25.0,-0.36,-0.09,4628,11623754.28,1.2,25.3,25.0,25.06,25.09,0.39,1.47,57.96,1.68
205,688362,甬矽电子,32.0,-0.37,-0.12,48403,156187612.0,2.49,32.71,31.91,32.11,32.12,0.56,10.08,-65.4,5.3
206,301361,众智科技,24.73,0.57,0.14,15044,37171266.08,1.99,24.99,24.5,24.73,24.59,0.76,5.17,45.99,2.81
207,301277,新天地,20.54,-0.77,-0.16,69066,142283237.19,3.09,20.98,20.34,20.6,20.7,1.85,13.8,21.99,3.07
208,001338,永顺泰,18.4,4.66,0.82,172539,316766174.5,7.62,18.9,17.56,17.57,17.58,2.83,13.76,65.85,2.85
209,301356,天振股份,22.49,-1.32,-0.3,10659,24083653.97,1.8,22.87,22.46,22.87,22.79,0.85,1.97,25.46,1.46
210,301396,宏景科技,32.68,3.29,1.04,28502,93050610.19,4.8,33.18,31.66,31.7,31.64,0.93,10.4,379.29,2.87
211,688432,有研硅,14.96,0.47,0.07,22516,33703277.0,1.48,15.05,14.83,14.85,14.89,0.94,1.5,60.42,4.6
212,301388,欣灵电气,25.85,-1.45,-0.38,16779,43584930.43,1.6,26.24,25.82,26.06,26.23,0.75,6.55,33.67,2.74
213,301359,东南电子,25.2,0.72,0.18,8775,22090350.31,1.72,25.33,24.9,25.0,25.02,0.76,4.09,65.69,2.63
214,603280,南方路机,23.82,-0.71,-0.17,9448,22587224.0,1.33,24.12,23.8,23.99,23.99,0.72,3.49,82.8,2.26
215,688419,耐科装备,38.69,0.05,0.02,11737,45315117.0,1.66,38.94,38.3,38.59,38.67,0.65,5.94,59.56,3.41
216,301267,华厦眼科,39.38,-0.93,-0.37,30056,118925605.32,2.31,40.14,39.22,39.94,39.75,0.63,3.34,55.03,6.48
217,301379,天山电子,34.15,-2.37,-0.83,48127,166075951.47,3.17,35.26,34.15,34.59,34.98,0.67,18.99,32.82,2.85
218,301367,怡和嘉业,142.4,-2.18,-3.17,6261,89746409.09,2.91,146.25,142.01,145.0,145.57,0.92,3.91,14.66,3.46
219,301230,泓博医药,44.88,-2.39,-1.1,17787,80097193.76,2.72,45.78,44.53,45.21,45.98,1.04,7.33,79.05,4.42
220,301389,隆扬电子,17.36,0.35,0.06,11106,19326701.64,0.87,17.48,17.33,17.45,17.3,0.59,1.57,63.92,2.29
221,001299,美能能源,16.06,-0.06,-0.01,12460,19968378.28,2.05,16.24,15.91,16.09,16.07,0.96,2.66,35.38,2.41
222,001298,好上好,23.08,0.65,0.15,8752,20199065.8,1.44,23.26,22.93,22.93,22.93,0.86,2.52,186.63,2.18
223,688152,麒麟信安,120.39,0.49,0.59,16550,202074667.0,5.4,124.98,118.51,119.8,119.8,0.99,9.38,-1790.81,7.32
224,688372,伟测科技,104.69,2.95,3.0,7995,82911371.0,4.72,105.5,100.7,102.35,101.69,0.83,3.28,108.66,5.09
225,688291,金橙子,32.17,0.47,0.15,16316,52530771.0,2.4,32.59,31.82,31.89,32.02,0.86,6.67,67.33,3.67
226,301223,中荣股份,19.29,-0.57,-0.11,9563,18476718.27,1.03,19.44,19.24,19.35,19.4,0.84,1.98,18.33,1.38
227,001322,箭牌家居,18.45,-0.81,-0.15,69803,130747795.05,6.02,19.53,18.41,19.5,18.6,0.59,7.23,1438.32,3.88
228,688426,康为世纪,31.8,-1.91,-0.62,4659,14964315.0,3.61,32.85,31.68,32.49,32.42,0.35,1.85,223.64,2.05
229,301380,挖金客,46.56,2.8,1.27,23287,108489522.17,4.73,47.46,45.32,45.32,45.29,1.55,13.7,57.81,3.57
230,301273,瑞晨环保,29.98,-0.1,-0.03,3663,11049277.0,1.57,30.44,29.97,30.01,30.01,1.01,2.05,-165.07,2.2
231,688244,永信至诚,71.78,0.89,0.63,4119,29515973.0,3.36,72.88,70.49,70.68,71.15,0.85,2.8,-75.53,4.88
232,603151,邦基科技,16.67,-2.0,-0.34,11652,19542281.0,2.12,17.01,16.65,17.01,17.01,1.25,2.77,29.92,2.4
233,301299,卓创资讯,73.8,20.0,12.3,73759,502280473.84,21.89,73.8,60.34,63.14,61.5,2.34,49.17,65.23,6.69
234,001300,三柏硕,12.85,0.0,0.0,14536,18735571.55,1.48,13.01,12.82,12.88,12.85,1.64,2.39,204.72,2.91
235,688061,灿瑞科技,43.91,-0.25,-0.11,12259,54159147.0,2.98,44.97,43.66,44.51,44.02,1.3,4.46,-302.32,1.99
236,688031,星环科技-U,102.6,3.95,3.9,15174,154576405.0,5.64,104.18,98.61,98.93,98.7,1.6,5.28,-36.27,7.62
237,603163,圣晖集成,38.51,1.99,0.75,7143,27230307.0,3.44,38.75,37.45,37.7,37.76,1.23,2.86,26.58,3.94
238,301316,慧博云通,33.3,9.9,3.0,279624,944918662.89,15.48,36.36,31.67,31.8,30.3,1.98,69.89,256.75,14.09
239,688459,哈铁科技,9.79,0.2,0.02,8435,8250546.0,0.72,9.82,9.75,9.8,9.77,0.76,0.97,-1382.48,1.46
240,301363,美好医疗,39.98,0.45,0.18,3860,15438332.06,1.01,40.2,39.8,39.8,39.8,0.51,0.96,37.5,5.45
241,688073,毕得医药,66.67,-5.7,-4.03,21586,146273148.0,6.18,71.0,66.63,70.61,70.7,0.76,11.05,41.02,3.02
242,603052,可川科技,30.07,0.74,0.22,4706,14150497.0,1.61,30.33,29.85,29.85,29.85,0.76,1.95,38.86,2.7
243,688409,富创精密,88.92,-0.45,-0.4,8466,75133564.0,2.6,89.89,87.57,89.01,89.32,0.57,1.81,117.99,4.09
244,301313,凡拓数创,42.65,4.13,1.69,59956,251262718.48,5.79,42.68,40.31,40.98,40.96,1.37,23.44,-2604.96,4.24
245,001269,欧晶科技,54.28,-1.04,-0.57,27861,151233684.92,2.37,55.1,53.8,54.85,54.85,0.77,5.79,15.17,8.39
246,001255,博菲电气,36.79,0.03,0.01,6542,23935902.0,1.5,36.88,36.33,36.62,36.78,0.8,3.27,39.22,4.02
247,688275,万润新能,89.29,-0.79,-0.71,3124,28033878.0,1.7,90.54,89.01,90.2,90.0,1.44,1.06,-83.33,1.37
248,688137,近岸蛋白,55.48,-2.17,-1.23,9990,55338110.0,3.35,56.7,54.8,56.38,56.71,1.81,5.88,87.37,1.79
249,301319,唯特偶,53.34,0.81,0.43,7231,38636367.08,3.57,54.19,52.3,52.8,52.91,1.53,4.93,28.86,2.95
250,301285,鸿日达,13.37,-0.22,-0.03,26548,35496730.8,1.27,13.46,13.29,13.32,13.4,0.57,5.14,-85.32,2.68
251,301176,逸豪新材,16.68,0.48,0.08,8262,13779008.47,1.08,16.74,16.56,16.6,16.6,0.67,2.01,-253.88,1.71
252,688392,骄成超声,93.26,-2.35,-2.24,8046,75405525.0,3.97,96.8,93.01,96.8,95.5,0.59,3.15,87.03,6.29
253,688252,天德钰,18.43,0.11,0.02,8033,14817400.0,1.63,18.6,18.3,18.34,18.41,0.9,2.23,82.04,4.02
254,688387,信科移动-U,7.55,2.3,0.17,153700,115893213.0,4.34,7.7,7.38,7.4,7.38,1.87,3.18,172.66,3.71
255,603057,紫燕食品,26.03,-3.34,-0.9,33188,86805837.0,3.97,26.96,25.89,26.83,26.93,1.67,7.9,60.05,6.07
256,301366,一博科技,38.03,-2.29,-0.89,41900,160155401.05,2.21,38.74,37.88,38.01,38.92,0.9,11.39,63.54,2.72
257,301227,森鹰窗业,32.42,0.53,0.17,37705,126566084.45,8.19,34.98,32.34,33.26,32.25,0.56,16.92,-137.08,1.82
258,688132,邦彦技术,24.33,0.58,0.14,6410,15570267.0,1.12,24.42,24.15,24.15,24.19,0.69,1.82,78.64,2.33
259,301369,联动科技,71.9,-1.22,-0.89,13697,98874251.95,3.3,73.7,71.3,72.5,72.79,0.92,7.87,1028.89,3.48
260,688448,磁谷科技,28.63,-0.76,-0.22,3764,10833455.0,2.67,29.25,28.48,28.89,28.85,0.64,2.22,-417.1,2.17
261,688428,诺诚健华-U,11.43,0.35,0.04,33446,38098306.0,1.76,11.5,11.3,11.42,11.39,0.5,1.38,-406.36,2.68
262,301331,恩威医药,39.45,-0.53,-0.21,7604,30233841.0,1.89,40.15,39.4,39.66,39.66,0.92,4.34,25.0,2.59
263,301326,捷邦科技,35.15,1.44,0.5,4067,14295146.15,2.34,35.49,34.68,34.95,34.65,1.03,2.41,-53.4,1.86
264,001332,锡装股份,39.29,0.26,0.1,6002,23466267.88,1.63,39.45,38.81,39.1,39.19,0.65,2.22,19.54,2.02
265,688184,帕瓦股份,26.1,-0.11,-0.03,2590,6759006.0,1.03,26.29,26.02,26.18,26.13,1.31,0.76,163.51,1.36
266,688035,德邦科技,56.54,-0.3,-0.17,10668,60457555.0,1.92,57.29,56.2,56.92,56.71,0.42,3.46,83.58,3.68
267,301327,华宝新能,81.53,-0.44,-0.36,11671,95564456.4,1.76,82.71,81.27,81.89,81.89,0.77,3.66,-85.73,1.65
268,301309,万得凯,30.12,4.55,1.31,32330,96548927.1,5.66,30.34,28.71,28.9,28.81,2.93,12.93,50.94,2.24
269,001238,浙江正特,23.24,-0.64,-0.15,7458,17351488.26,1.75,23.54,23.13,23.54,23.39,0.74,2.71,28.25,2.31
270,688455,科捷智能,14.02,0.14,0.02,4213,5906177.0,0.93,14.08,13.95,14.08,14.0,0.56,1.04,-24.7,2.0
271,301161,唯万密封,24.98,-1.3,-0.33,59324,148452038.98,2.41,25.41,24.8,25.29,25.31,0.78,20.47,43.42,3.28
272,688391,钜泉科技,64.18,-0.36,-0.23,2671,17148376.0,1.71,65.0,63.9,64.47,64.41,0.8,1.41,33.37,2.69
273,301205,联特科技,122.92,1.97,2.37,56683,689493428.44,3.78,123.92,119.36,119.36,120.55,1.22,17.48,150.55,11.22
274,688114,华大智造,91.46,-0.59,-0.54,2811,25930950.0,2.27,93.35,91.26,91.68,92.0,0.72,0.81,-63.43,4.16
275,603182,嘉华股份,15.72,-1.26,-0.2,33018,52477452.0,2.26,16.07,15.71,15.93,15.92,2.11,8.03,20.89,2.72
276,301349,信德新材,64.2,7.05,4.23,53401,334988926.82,13.14,66.36,58.48,59.86,59.97,1.95,20.94,57.49,2.37
277,301339,通行宝,24.04,6.0,1.36,48142,114431739.18,7.28,24.36,22.71,22.71,22.68,2.43,8.02,49.72,3.93
278,301276,嘉曼服饰,27.2,-2.47,-0.69,40005,109801833.71,2.94,27.95,27.13,27.71,27.89,0.44,14.82,11.4,1.55
279,301328,维峰电子,52.12,-0.06,-0.03,9945,51813884.8,3.45,53.0,51.2,52.5,52.15,1.25,3.79,30.06,3.11
280,301231,荣信文化,29.36,1.77,0.51,16082,47378508.23,4.02,29.89,28.73,28.85,28.85,0.83,7.62,181.28,2.71
281,001331,胜通能源,17.19,-1.21,-0.21,7927,13699415.6,1.84,17.48,17.16,17.48,17.4,1.3,1.89,190.33,1.86
282,001283,豪鹏科技,49.66,1.95,0.95,4761,23534769.0,2.63,49.88,48.6,48.6,48.71,1.31,2.38,693.89,1.82
283,688293,奥浦迈,52.27,-1.69,-0.9,14254,74212418.0,3.5,53.17,51.31,53.12,53.17,1.01,5.75,62.0,2.78
284,301296,新巨丰,15.86,-0.56,-0.09,10911,17317477.17,2.07,16.11,15.78,15.94,15.95,2.02,1.73,39.82,2.77
285,301283,聚胶股份,36.72,-1.48,-0.55,8176,30136939.42,1.99,37.36,36.62,37.27,37.27,1.24,4.09,48.22,2.11
286,688351,微电生理-U,16.65,-1.42,-0.24,20448,34267177.0,2.96,17.08,16.58,16.87,16.89,0.79,3.05,-210.04,4.7
287,603237,五芳斋,30.11,-2.4,-0.74,20534,62009542.0,3.21,30.85,29.86,30.85,30.85,1.44,5.82,-16.93,2.75
288,301270,汉仪股份,45.39,2.0,0.89,11839,53535084.9,2.52,45.53,44.41,44.56,44.5,1.55,5.9,168.22,4.33
289,301115,建科股份,23.48,0.21,0.05,14777,34855548.17,2.26,23.94,23.41,23.55,23.43,0.64,3.62,42.02,1.68
290,001259,利仁科技,28.85,-0.79,-0.23,17208,49197308.0,3.16,29.08,28.16,29.08,29.08,1.53,9.31,30.69,2.8
291,688416,恒烁股份,60.12,-1.28,-0.78,14269,86862401.0,3.12,62.0,60.1,61.38,60.9,0.68,7.52,-66.51,2.95
292,301152,天力锂能,49.73,-1.93,-0.98,44657,224130454.49,3.17,51.12,49.51,51.02,50.71,1.2,16.01,3036.13,2.46
293,688439,振华风光,96.15,-0.83,-0.8,5287,50883275.0,2.07,97.39,95.38,97.36,96.95,0.53,1.18,37.34,4.56
294,301282,金禄电子,27.53,1.32,0.36,20238,55462074.93,2.43,27.68,27.02,27.15,27.17,0.96,5.36,56.61,2.55
295,688370,丛麟科技,27.6,0.0,0.0,4211,11624695.0,1.09,27.77,27.47,27.72,27.6,0.78,1.31,26.39,1.47
296,688247,宣泰医药,12.28,-2.46,-0.31,25911,31876005.0,3.49,12.59,12.15,12.59,12.59,1.52,5.78,180.36,4.81
297,301209,联合化学,23.63,-1.62,-0.39,10163,24121423.0,3.54,24.35,23.5,24.18,24.02,1.07,5.08,49.54,2.85
298,688381,帝奥微,29.55,-1.43,-0.43,13612,40349020.0,3.24,30.28,29.31,30.1,29.98,1.36,2.28,186.59,2.42
299,688271,联影医疗,135.36,-0.91,-1.24,12441,168582943.0,2.96,137.88,133.83,137.01,136.6,0.88,2.49,84.6,6.32
300,301300,远翔新材,30.66,-4.43,-1.42,11598,36303048.14,6.55,32.7,30.6,32.7,32.08,2.72,7.23,59.55,2.43
301,301171,易点天下,19.4,2.59,0.49,61921,120277452.87,2.96,19.61,19.05,19.05,18.91,1.3,8.2,55.38,2.85
302,001231,农心科技,21.1,-1.31,-0.28,11699,24811734.0,1.64,21.45,21.1,21.4,21.38,1.15,4.68,31.29,2.33
303,688403,汇成股份,10.78,0.94,0.1,25832,27784671.0,1.31,10.8,10.66,10.68,10.68,0.49,2.11,85.54,3.07
304,688292,浩瀚深度,27.3,8.51,2.14,64454,172188110.0,9.78,27.61,25.15,25.15,25.16,2.1,17.84,-622.59,4.42
305,603255,鼎际得,42.97,0.26,0.11,7352,31551913.0,2.43,43.48,42.44,42.68,42.86,0.71,2.2,75.98,3.73
306,001330,博纳影业,8.93,-0.33,-0.03,71822,64205676.96,1.0,9.0,8.91,8.97,8.96,0.9,2.61,-28.36,1.84
307,688401,路维光电,31.46,-0.57,-0.18,12661,40053189.0,3.26,32.23,31.2,31.64,31.64,0.99,2.93,53.52,4.53
308,301330,熵基科技,32.81,3.05,0.97,24036,78184600.12,2.7,32.84,31.98,32.42,31.84,1.61,5.26,49.96,2.08
309,688203,海正生材,13.0,-0.23,-0.03,8309,10820661.0,1.0,13.1,12.97,13.02,13.03,0.7,1.72,158.33,1.83
