序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688576,N西山,191.19,40.79,55.39,87102,1621458298.0,16.94,201.0,178.0,178.0,135.8,,73.39,105.78,4.91,2023-06-06
2,301323,N新莱福,53.99,38.22,14.93,171628,832408418.76,33.18,55.96,43.0,43.01,39.06,,73.39,50.1,3.01,2023-06-06
3,688570,C天玛,29.09,-12.19,-4.04,219238,662320639.0,9.57,32.21,29.04,31.87,33.13,0.57,40.37,33.7,3.29,2023-06-06
4,688523,C环宇,26.64,-9.69,-2.86,117814,323679212.0,7.05,28.72,26.64,28.72,29.5,0.55,34.82,486.26,7.03,2023-06-06
5,301310,C鑫宏业,60.31,-7.64,-4.99,73136,445688887.82,4.9,62.8,59.6,61.85,65.3,0.73,33.1,40.87,2.7,2023-06-06
6,688593,C新相微,19.2,-6.57,-1.35,235879,468161768.0,8.18,20.76,19.08,20.22,20.55,0.53,34.5,109.89,5.56,2023-06-06
7,001373,C翔腾,53.31,-6.88,-3.94,81797,447018243.93,8.82,57.3,52.25,52.25,57.25,0.68,47.63,90.54,4.18,2023-06-06
8,301353,普莱得,39.16,1.16,0.45,44702,173396569.01,3.15,39.32,38.1,38.17,38.71,0.52,23.53,48.55,2.47,2023-06-06
9,301337,亚华电子,42.23,7.05,2.78,95684,395734302.49,7.45,42.78,39.84,39.84,39.45,1.31,38.73,267.63,3.93,2023-06-06
10,301252,同星科技,46.95,7.68,3.35,94794,449291961.41,9.45,49.86,45.74,46.3,43.6,1.63,47.4,36.51,3.56,2023-06-06
11,688562,航天软件,27.94,-9.84,-3.05,173397,507796622.0,10.26,31.09,27.91,30.9,30.99,0.78,26.35,-4590.08,6.34,2023-06-06
12,001282,三联锻造,28.31,-3.15,-0.92,58771,167236160.05,3.18,29.05,28.12,29.01,29.23,0.53,21.13,41.99,2.4,2023-06-06
13,301399,英特科技,62.28,20.0,10.38,103519,623889631.07,12.1,62.28,56.0,56.0,51.9,1.34,49.62,105.73,4.27,2023-06-06
14,301305,朗坤环境,22.13,-0.63,-0.14,51610,114393339.82,2.25,22.5,22.0,22.13,22.27,0.7,9.22,31.8,1.63,2023-06-06
15,688458,美芯晟,84.15,-2.15,-1.85,17118,145862032.0,5.17,87.37,82.92,85.25,86.0,0.54,9.48,-372.97,3.29,2023-06-06
16,001324,长青科技,22.35,0.68,0.15,82442,185159741.36,4.1,22.82,21.91,22.0,22.2,1.22,24.39,59.36,2.92,2023-06-06
17,688581,安杰思,121.63,-2.7,-3.37,16405,199732565.0,6.45,126.06,118.0,124.01,125.0,1.35,12.7,51.42,3.41,2023-06-06
18,688361,中科飞测-U,80.08,0.0,0.0,59628,482577522.0,3.66,82.63,79.7,80.5,80.08,0.67,9.95,204.24,11.14,2023-06-06
