序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001326,N联域,64.65,56.99,23.47,133865,945474104.13,32.18,77.77,64.52,75.01,41.18,,74.65,26.57,3.94,2023-11-09
2,603062,C麦加,64.45,-0.95,-0.62,97442,635346500.0,8.87,67.99,62.22,63.9,65.07,0.6,36.83,33.62,3.11,2023-11-09
3,001376,C百通,28.82,-7.27,-2.26,244745,744626355.72,11.29,32.32,28.81,29.8,31.08,0.82,53.1,99.11,13.19,2023-11-09
4,603107,上海汽配,28.29,-5.76,-1.73,264228,767360749.0,5.2,29.85,28.29,29.6,30.02,0.7,31.97,57.01,4.85,2023-11-09
5,301555,惠柏新材,52.51,2.32,1.19,81702,424433959.29,4.99,53.1,50.54,51.07,51.32,0.76,37.35,78.9,4.55,2023-11-09
6,001378,德冠新材,45.24,-2.84,-1.32,72154,331763883.47,3.61,46.83,45.15,46.77,46.56,0.66,22.91,44.67,3.24,2023-11-09
7,301489,思泉新材,84.0,-2.83,-2.45,62568,534245089.82,13.08,93.0,81.69,83.61,86.45,0.99,45.75,96.63,4.94,2023-11-09
8,603273,天元智能,27.63,-8.72,-2.64,208864,602300170.0,8.89,30.3,27.61,29.41,30.27,1.11,39.78,97.83,7.02,2023-11-09
9,603193,润本股份,17.89,-1.43,-0.26,48184,86531132.0,2.59,18.24,17.77,18.2,18.15,0.65,8.19,30.04,3.86,2023-11-09
10,301517,陕西华达,63.3,-2.91,-1.9,38850,248264618.15,4.11,65.53,62.85,64.9,65.2,0.74,18.33,83.0,5.22,2023-11-09
11,301559,中集环科,20.68,0.24,0.05,84325,176123038.99,2.96,21.25,20.64,20.94,20.63,1.51,9.98,19.12,1.75,2023-11-09
12,688657,浩辰软件,86.18,-1.51,-1.32,5495,47817084.0,3.37,88.75,85.8,88.0,87.5,0.67,5.8,68.6,1.58,2023-11-09
