序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603135,C中重,23.89,-16.12,-4.59,305309,748791193.0,6.78,25.79,23.86,25.65,28.48,0.55,34.97,37.95,3.6,2023-04-11
2,603125,C常青,35.84,-19.64,-8.76,193602,738799320.0,12.42,41.34,35.8,41.32,44.6,0.62,41.04,36.2,3.5,2023-04-11
3,601133,C柏诚,18.99,-22.68,-5.57,577401,1169394296.0,14.5,22.21,18.65,21.3,24.56,0.68,45.79,39.55,3.74,2023-04-11
4,601065,C江盐,13.69,-16.01,-2.61,563437,795456790.0,9.26,15.11,13.6,14.6,16.3,0.59,36.3,20.68,2.4,2023-04-11
5,601061,C中信金,10.14,-9.79,-1.1,1638036,1657539432.0,7.65,10.6,9.74,10.01,11.24,0.54,33.7,22.43,2.89,2023-04-11
6,001367,C海森,82.0,9.51,7.12,112605,885228822.67,29.41,88.83,66.81,68.5,74.88,0.94,67.6,51.81,4.87,2023-04-11
7,001360,C南矿,28.23,0.28,0.08,308490,948677175.72,19.22,33.33,27.92,31.1,28.15,0.94,61.73,47.65,4.52,2023-04-11
8,001328,C登康,42.1,-25.67,-14.54,251818,1149501127.79,13.98,49.57,41.65,48.0,56.64,0.77,59.7,53.85,5.3,2023-04-11
9,001287,C中电港,31.55,-17.41,-6.65,987395,3286312361.41,11.34,35.33,31.0,34.79,38.2,0.72,53.58,59.85,4.89,2023-04-11
10,001286,C陕西能,12.3,-13.38,-1.9,2330214,2941182784.07,14.15,13.78,11.77,13.1,14.2,0.52,32.03,18.66,2.11,2023-04-11
11,688484,C南芯,48.61,-4.76,-2.43,131592,645954392.0,5.7,50.79,47.88,50.01,51.04,0.44,24.03,83.62,5.97,2023-04-11
12,688535,C华海,67.66,2.62,1.73,62514,422670669.0,10.12,69.89,63.22,64.0,65.93,0.6,38.04,132.44,5.4,2023-04-11
