序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688653,N康希,26.39,151.33,15.89,378882,985578685.0,50.1,29.26,24.0,26.0,10.5,,74.63,6276.08,6.96,2023-11-17
2,001306,C夏厦,101.4,-8.23,-9.09,85151,876175285.37,13.47,112.88,98.0,105.18,110.49,0.71,56.07,83.32,4.86,2023-11-17
3,688648,C中邮,29.07,-8.56,-2.72,108017,321850512.0,6.1,30.99,29.05,30.73,31.79,0.61,37.56,142.81,2.36,2023-11-17
4,001326,联域股份,57.7,-3.4,-2.03,51388,297390636.51,2.95,58.97,57.21,58.92,59.73,0.48,28.66,23.71,3.52,2023-11-17
5,603062,麦加芯彩,58.7,0.6,0.35,26628,155578563.0,1.3,58.86,58.1,58.4,58.35,0.39,10.06,30.62,2.83,2023-11-17
6,001376,百通能源,26.13,1.16,0.3,81618,214663542.24,2.25,26.6,26.02,26.5,25.83,0.6,17.71,89.86,11.96,2023-11-17
7,603107,上海汽配,28.59,-0.83,-0.24,109607,313553190.0,2.64,28.98,28.22,28.48,28.83,0.65,13.26,57.62,4.9,2023-11-17
8,301555,惠柏新材,48.55,-1.9,-0.94,46353,225994347.85,4.08,49.83,47.81,49.46,49.49,0.86,21.19,72.95,4.21,2023-11-17
9,001378,德冠新材,44.61,-0.62,-0.28,30912,137934550.48,1.74,45.13,44.35,44.89,44.89,0.67,9.82,44.05,3.19,2023-11-17
10,301489,思泉新材,84.63,-0.14,-0.12,24908,210704029.75,5.33,86.52,82.0,84.32,84.75,0.52,18.21,97.35,4.98,2023-11-17
11,603273,天元智能,27.93,-0.32,-0.09,67371,187560048.0,2.43,28.27,27.59,27.84,28.02,0.46,12.83,98.9,7.1,2023-11-17
