序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301489,C思泉,80.57,14.85,10.42,104672,773861509.36,54.53,100.78,62.53,63.68,70.15,1.01,76.54,97.38,4.81,2023-10-25
2,603273,C天元,33.01,81.37,14.81,443462,1171189972.0,137.25,45.48,20.5,20.5,18.2,1.29,84.47,112.02,8.53,2023-10-25
3,603193,润本股份,17.84,5.19,0.88,185125,324728096.0,7.31,18.16,16.92,17.0,16.96,0.88,31.45,30.21,3.98,2023-10-25
4,301517,陕西华达,67.89,1.51,1.01,102241,671652067.61,12.4,70.3,62.01,63.6,66.88,0.82,48.24,80.1,5.67,2023-10-25
5,301559,中集环科,20.38,2.52,0.5,102423,208009366.53,4.07,20.67,19.86,19.96,19.88,1.08,12.12,18.85,1.73,2023-10-25
6,688657,浩辰软件,80.22,0.29,0.23,7252,58391107.0,3.08,81.81,79.35,79.99,79.99,0.8,7.66,68.74,2.62,2023-10-25
7,688719,爱科赛博,62.5,2.75,1.67,22129,135907998.0,6.66,63.56,59.51,61.4,60.83,0.81,12.19,42.68,2.96,2023-10-25
8,301558,三态股份,14.51,-0.82,-0.12,541880,784499084.32,6.15,14.9,14.0,14.6,14.63,1.66,48.72,70.24,8.46,2023-10-25
9,603276,恒兴新材,23.49,2.4,0.55,62752,145943898.0,4.1,23.69,22.75,22.9,22.94,0.94,16.51,42.47,2.18,2023-10-25
10,301520,万邦医药,57.88,-1.75,-1.03,25558,146805759.41,2.48,58.26,56.8,57.7,58.91,1.24,16.17,37.43,2.69,2023-10-25
