序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
29,300418,昆仑万维,19.98687171936035,36.56,6128982016,40449031977.600006,44420663232.0,16.06769561767578,199350712,142209,143609,2,1/1,1,互联网服,2023-09-22
6,603496,恒为科技,9.989753723144531,21.47,787911744,6874892447.21,6874892554.559999,11.566237449645996,63929415,093522,104319,8,1/1,1,互联网服,2023-09-22
10,002217,合力泰,10.06289291381836,3.5,453600000,10895637728.5,10907456784.0,4.246260166168213,105235333,095521,095521,0,1/1,1,光学光电,2023-09-22
21,002513,蓝丰生化,10.060060501098633,7.33,191186154,2305293935.27,2740952873.76,8.568923950195312,11239822,130906,144224,1,1/1,1,农药兽药,2023-09-22
8,000813,德展健康,9.887005805969238,3.89,977717776,8420365926.1,8421678777.76,11.823416709899902,38813295,093915,131636,7,3/2,1,化学制药,2023-09-22
26,688498,源杰科技,19.99738883972168,183.92,761198752,3725956194.3999996,15603515311.999998,21.620656967163086,60710152,140752,140752,0,1/1,1,半导体,2023-09-22
17,603123,翠微股份,9.980430603027344,11.24,598479472,7331581666.76,8977800193.28,8.29655933380127,35089964,102947,142102,1,1/1,1,商业百货,2023-09-22
5,002848,高斯贝尔,10.018903732299805,11.64,184969483,1886854115.16,1945626000.0,9.925363540649414,76166340,093221,093221,0,1/1,1,家电行业,2023-09-22
31,000633,合金投资,9.943181991577148,7.74,353342272,2980700687.52,2980723288.32,12.297783851623535,139747248,142912,142912,0,1/1,1,小金属,2023-09-22
3,600615,丰华股份,9.98023796081543,11.13,122962772,2088260774.0400002,2092668254.0400002,5.988077163696289,68005413,093019,093019,0,5/3,2,小金属,2023-09-22
16,601858,中国科传,9.996442794799805,30.92,1377092576,24442260000.0,24442260000.0,5.745670318603516,39086745,101906,110848,4,1/1,1,文化传媒,2023-09-22
1,001282,三联锻造,10.011883735656738,37.03,178712875,1029751124.9200001,4197720800.0,17.35495948791504,111920768,093000,093000,0,2/2,2,汽车零部,2023-09-22
20,605277,新亚电子,10.022271156311035,14.82,267869036,1629821349.0,3919771202.88,16.93665313720703,27871440,111247,111247,0,1/1,1,消费电子,2023-09-22
12,002855,捷荣技术,10.009182929992676,35.94,1462938080,8845431322.8,8856323371.08,17.014266967773438,66701189,100633,132927,6,18/13,3,消费电子,2023-09-22
15,000988,华工科技,9.986639976501465,32.93,3239698080,33094177685.01,33111204042.72,9.995718002319336,146340985,101642,105206,2,1/1,1,电子元件,2023-09-22
27,002463,沪电股份,9.994977951049805,21.9,2272444320,41721195892.2,41743261324.799995,5.636524677276611,134995104,141030,141030,0,1/1,1,电子元件,2023-09-22
19,002892,科力尔,10.037735939025879,14.58,946868512,4017036037.5,6475699768.32,24.915056228637695,100132990,111154,111154,0,1/1,1,电机,2023-09-22
2,002953,日丰股份,10.008857727050781,12.42,94435685,2490854374.44,4374360564.48,3.8105576038360596,36916673,093018,093018,0,1/1,1,电网设备,2023-09-22
23,002375,亚厦股份,9.940357208251953,5.53,607976464,7360394099.240001,7410180622.88,8.594280242919922,45232834,134845,135157,1,1/1,1,装修装饰,2023-09-22
7,600155,华创云信,9.951457023620605,9.06,2806259648,20488498196.52,20488498250.88,13.911468505859375,122572740,093831,111928,13,1/1,1,证券,2023-09-22
22,603206,嘉环科技,10.024450302124023,18.0,224597406,1569599784.0,5493599712.0,14.87911319732666,73587078,131839,131839,0,1/1,1,通信服务,2023-09-22
28,603220,中贝通信,9.987618446350098,26.65,1876640656,8896354141.35,8964222550.4,21.883634567260742,75865700,141317,141626,3,1/1,1,通信服务,2023-09-22
13,300570,太辰光,19.987756729125977,39.2,1143532240,7598914512.000001,9015874560.0,16.15889549255371,129752000,100851,100851,0,1/1,1,通信设备,2023-09-22
11,002281,光迅科技,10.007046699523926,31.22,1105453952,21255157004.2,24820273141.44,5.42865514755249,138906334,100033,100033,0,1/1,1,通信设备,2023-09-22
14,603042,华脉科技,10.024301528930664,18.11,859700208,2908282002.4,2908282002.4,30.937545776367188,54809389,101221,101312,1,2/2,2,通信设备,2023-09-22
24,000586,汇源通信,10.0,15.4,183110883,2978976000.0,2978976000.0,6.326297760009766,59561194,140209,140209,0,1/1,1,通信设备,2023-09-22
25,603118,共进股份,10.03787899017334,11.62,580171616,9144775240.019999,9193414735.68,6.601581573486328,55967637,140301,140301,0,1/1,1,通信设备,2023-09-22
4,600355,精伦电子,10.093896865844727,4.69,291491472,2307898348.0,2307898348.0,12.874558448791504,131410048,093024,093024,0,3/3,3,通信设备,2023-09-22
9,603083,剑桥科技,9.993139266967773,48.1,1370620608,12530203006.1,12895847662.1,11.237885475158691,370949316,094500,094500,0,1/1,1,通信设备,2023-09-22
30,301191,菲菱科思,20.004358291625977,110.14,876899184,2400682480.3,7637327880.0,39.873722076416016,37140529,142318,143415,1,1/1,1,通信设备,2023-09-22
18,300394,天孚通信,20.0,88.38,2899515968,31950680675.399998,34900093969.92,9.587545394897461,94521879,105903,140051,1,1/1,1,通信设备,2023-09-22
