序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
1,002315,焦点科技,10.003461837768555,31.78,412655232,6187464907.820001,9893025016.0,6.66921329498291,123355786,092500,092500,0,7/4,2,互联网服,2023-04-26
2,603199,九华旅游,9.992515563964844,29.39,54662461,3252885200.0,3252885200.0,1.6804300546646118,51908618,092502,092502,0,1/1,1,旅游酒店,2023-04-26
3,603768,常青股份,10.015527725219727,14.17,24491920,2890680000.0,2890680000.0,0.8478671312332153,28473920,092503,093054,1,1/1,1,汽车零部,2023-04-26
4,301103,何氏眼科,20.01329803466797,36.1,134874469,2999553729.1,5704755603.1,4.508505344390869,70105839,093003,093003,0,1/1,1,医疗服务,2023-04-26
5,002892,科力尔,10.01838207244873,11.97,55195628,2297297242.8,3774696599.52,2.419487714767456,30169116,093033,093515,1,1/1,1,电机,2023-04-26
6,603676,卫信康,10.038910865783691,14.14,47154301,6067502280.0,6153183666.56,0.7810497283935547,21820848,093035,093708,2,1/1,1,化学制药,2023-04-26
7,688095,福昕软件,20.00189208984375,126.77,433518384,5055879424.54,8392465824.54,8.608588218688965,20739445,093036,104336,3,1/1,1,软件开发,2023-04-26
8,301239,普瑞眼科,20.0,106.08,163439958,3967897152.96,15871588611.84,4.184258460998535,34913049,093136,100524,3,1/1,1,医疗服务,2023-04-26
9,603196,日播时尚,10.019841194152832,11.09,134082500,2637726690.08,2657635458.08,5.136375904083252,13683951,093136,095254,5,2/2,2,纺织服装,2023-04-26
10,002970,锐明技术,9.988295555114746,28.19,144289125,3037672423.48,4876757240.0,4.7911057472229,21742947,093157,093157,0,1/1,1,计算机设,2023-04-26
11,603322,超讯通信,9.99254322052002,29.5,580172496,4592707500.0,4652710500.0,12.814848899841309,21825250,093347,111514,9,7/4,2,通信服务,2023-04-26
12,603708,家家悦,9.964726448059082,12.47,56070503,7586779237.35,8072289097.92,0.7514030337333679,16357460,093512,093512,0,1/1,1,商业百货,2023-04-26
13,603191,望变电气,9.983721733093262,20.27,183574635,1688325840.04,6753303360.16,10.952706336975098,29635571,093703,095318,3,1/1,1,电网设备,2023-04-26
14,002900,哈三联,10.026619911193848,12.4,48676952,2049118500.8,3925840595.2000003,2.399010181427002,60309880,093824,093824,0,1/1,1,化学制药,2023-04-26
15,002869,金溢科技,9.991532325744629,25.98,142277507,3927435024.42,4664873739.18,3.676288604736328,91317102,093936,093936,0,1/1,1,电子元件,2023-04-26
16,688580,伟思医疗,20.0,77.4,169107196,1916984763.0000002,5311487305.8,8.955121994018555,1443974,094153,143011,7,1/1,1,医疗器械,2023-04-26
17,601811,新华文轩,9.975062370300293,17.64,482160384,13969184796.0,21764955381.12,3.5675647258758545,22405604,094256,131120,1,3/3,3,文化传媒,2023-04-26
