序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
5,600579,克劳斯,10.036275863647461,9.1,29746635,4518069546.9,4518069483.2,0.658392608165741,160985724,092502,092502,0,2/2,2,专用设备,2023-12-14
22,002291,遥望科技,9.959758758544922,10.93,873262560,9591291348.42,10172099459.84,9.295563697814941,32796558,095012,095012,0,1/1,1,互联网服,2023-12-14
34,600818,中路股份,10.030863761901855,14.26,160397174,3393279796.6,4583847111.04,4.893894672393799,33108739,130632,130632,0,1/1,1,交运设备,2023-12-14
28,600679,上海凤凰,10.0,10.34,167333813,3096150972.2,5328142607.04,5.686439037322998,53392244,103457,103457,0,1/1,1,交运设备,2023-12-14
32,600651,飞乐音响,10.086455345153809,3.82,123788054,5336021923.96,9576847021.119999,2.3852412700653076,77178328,111615,111615,0,1/1,1,光学光电,2023-12-14
35,605011,杭州热电,10.007974624633789,27.59,455511120,3341149000.0,11038759000.0,14.345213890075684,105432426,130848,130848,0,1/1,1,公用事业,2023-12-14
1,002893,京能热力,10.02405834197998,13.72,857025264,2768559417.4,3617140800.0,31.463787078857422,82870720,092500,104654,5,2/2,2,公用事业,2023-12-14
36,001210,金房能源,10.004903793334961,22.43,107683577,1086294230.8799999,2442575231.56,10.248505592346191,45538283,131112,131112,0,1/1,1,公用事业,2023-12-14
27,000985,大庆华科,10.005717277526855,19.24,197084108,2494263980.0,2494263980.0,8.193086624145508,65498732,102924,102924,0,1/1,1,化学制品,2023-12-14
38,002755,奥赛康,9.99083423614502,12.0,278901248,11137818912.0,11137924224.0,2.5837090015411377,34898328,132524,132524,0,1/1,1,化学制药,2023-12-14
21,600610,中毅达,10.029069900512695,7.57,507406768,3396861156.85,8109548782.56,15.101799964904785,47950673,094837,100840,3,1/1,1,化学原料,2023-12-14
19,000705,浙江震元,10.020661354064941,10.65,654727408,3002216373.15,3558412932.0,22.385740280151367,348775763,094242,094242,0,2/2,2,医药商业,2023-12-14
4,600712,南宁百货,9.949409484863281,6.52,97372444,3511987378.9199996,3551152947.2,2.772573947906494,256167540,092501,092501,0,4/4,4,商业百货,2023-12-14
8,605488,福莱新材,9.988038063049316,18.39,87647082,800288958.24,3296978748.57,10.96831226348877,173102348,093002,093002,0,2/2,2,塑料制品,2023-12-14
16,002862,实丰文化,10.005784034729004,19.02,425014224,1715168118.6599998,2282400000.0,25.075061798095703,38390919,093445,130457,9,4/2,1,家用轻工,2023-12-14
12,600336,澳柯玛,10.0,6.16,181967568,4915770977.04,4915770970.88,3.727260112762451,77390272,093057,094403,1,1/1,1,家电行业,2023-12-14
25,603153,上海建科,10.0,25.41,702817376,1397550000.0,10414570652.64,57.38439178466797,85146292,100822,103249,1,6/4,3,工程咨询,2023-12-14
11,000838,财信发展,9.944750785827637,3.98,163073076,4193988102.9,4379839460.48,3.906994104385376,49190905,093054,093730,1,1/1,1,房地产开,2023-12-14
2,600807,济南高新,10.073710441589355,4.48,179280887,3525842718.7200003,3963163617.28,5.093714714050293,75924732,092500,093048,1,3/3,3,房地产开,2023-12-14
17,603598,引力传媒,9.995497703552246,24.43,573444576,6543890647.0,6543890647.0,8.960550308227539,161296656,093557,093557,0,21/12,2,文化传媒,2023-12-14
18,603729,龙韵股份,9.986595153808594,32.82,865144880,3063353160.0,3063353160.0,28.808834075927734,64243180,093623,110223,6,4/4,4,文化传媒,2023-12-14
14,603230,内蒙新华,9.980806350708008,17.19,311551408,1536803190.0,6077060507.52,20.5970458984375,94825197,093135,093305,1,1/1,1,文化传媒,2023-12-14
9,000524,岭南控股,10.034602165222168,9.54,68435963,6392578664.339999,6393789967.679999,1.0755105018615723,58202605,093003,093003,0,1/1,1,旅游酒店,2023-12-14
7,600725,云维股份,10.153846740722656,3.58,132564240,4412242600.0,4412242600.0,3.008751630783081,102030343,093002,093002,0,2/2,2,煤炭行业,2023-12-14
26,600121,郑州煤电,10.0,4.84,769033536,5897114263.92,5897114234.88,13.218148231506348,19374907,101630,143354,8,1/1,1,煤炭行业,2023-12-14
33,600180,瑞茂通,10.079999923706055,6.88,268510176,7475996952.32,7475997007.36,3.6996970176696777,59653280,111909,111909,0,1/1,1,物流行业,2023-12-14
3,603066,音飞储存,10.024855613708496,13.28,429845296,3993334512.0,3993334458.8799996,10.77259349822998,64972333,092500,094112,3,3/3,3,物流行业,2023-12-14
10,600241,时代万恒,10.043667793273926,10.08,213376919,2966565319.2,2966565288.96,7.243856430053711,41146056,093034,093407,3,1/1,1,电池,2023-12-14
31,001208,华菱线缆,9.989023208618164,10.02,342404096,2485688924.94,5354928480.0,13.97469425201416,10647282,111048,144218,1,1/1,1,电网设备,2023-12-14
30,600630,龙头股份,9.968847274780273,10.59,841322064,4499284312.23,4499284344.0,19.81368637084961,86067768,110009,110009,0,1/1,1,纺织服装,2023-12-14
39,603081,大丰实业,10.027100563049316,12.18,165758249,4943960097.72,4989263778.24,3.4747426509857178,29465368,133146,133146,0,1/1,1,装修装饰,2023-12-14
24,002177,御银股份,9.950248718261719,4.42,345037072,3364465519.48,3364465528.32,10.507406234741211,66357234,100657,100657,0,1/1,1,计算机设,2023-12-14
6,603660,苏州科达,10.018726348876953,11.75,1047016208,5807049609.0,5909093612.0,18.034976959228516,129410070,092502,145226,1,6/6,6,计算机设,2023-12-14
37,600149,廊坊发展,9.929078102111816,6.2,203640557,2356992000.0,2356992000.0,8.921875953674316,40844043,131300,131300,0,1/1,1,贸易行业,2023-12-14
29,600128,苏豪弘业,9.991312026977539,12.66,665901632,3124076550.0,3124076550.0,21.881317138671875,37610328,103632,110311,5,1/1,1,贸易行业,2023-12-14
23,603803,瑞斯康达,9.990009307861328,11.01,899970944,4677967962.57,4792824227.5199995,19.548564910888672,8909941,095113,144928,16,1/1,1,通信设备,2023-12-14
13,600083,博信股份,10.04878044128418,11.28,369960032,2571764717.2799997,2594400000.0,14.468217849731445,60495768,093107,093219,1,4/4,4,通信设备,2023-12-14
15,002445,中南文化,10.12145709991455,2.72,504449248,6477510008.160001,6505337873.92,7.869082927703857,109141632,093424,102330,1,1/1,1,通用设备,2023-12-14
20,002235,安妮股份,9.975369453430176,8.93,1055186256,4895755972.43,5175580531.84,21.919200897216797,153657259,094554,094554,0,1/1,1,造纸印刷,2023-12-14
